0000000000000000001b`000000000000002`000000000000002`1970-01-30 01:00:00.0`1972-06-04 02:00:00.0`1970-01-13 01:00:00.0`1971-12-16 01:00:00.0`2`35`\N`\N`000000000000002`000000000000002`21346`00000000000000000013`00000000000000000013`0000000000000000000r`678`0000000000000000001b`1094
0000000000000000005x`000000000000001`000000000000001`1970-04-09 01:00:00.0`1972-03-08 01:00:00.0`1970-02-10 01:00:00.0`1972-08-24 02:00:00.0`4`37`\N`\N`000000000000001`000000000000001`21512`0000000000000000001z`0000000000000000001z`0000000000000000000a`710`0000000000000000005x`1067
000000000000000000dp`000000000000002`000000000000002`1970-03-27 01:00:00.0`1971-11-11 01:00:00.0`1970-02-01 01:00:00.0`1972-06-04 02:00:00.0`5`38`\N`\N`000000000000002`000000000000002`20891`00000000000000000019`00000000000000000019`00000000000000000006`684`000000000000000000dp`869
000000000000000000jq`000000000000001`000000000000001`1970-05-04 01:00:00.0`1971-09-11 02:00:00.0`1970-05-29 01:00:00.0`1972-03-08 01:00:00.0`3`36`\N`\N`000000000000001`000000000000001`21108`0000000000000000000c`0000000000000000000c`00000000000000000016`651`000000000000000000jq`1178
0000000000000000008a`000000000000002`000000000000002`1970-04-16 01:00:00.0`1972-07-07 02:00:00.0`1970-06-07 02:00:00.0`1971-11-11 01:00:00.0`6`39`\N`\N`000000000000002`000000000000002`21597`00000000000000000024`00000000000000000024`00000000000000000012`715`0000000000000000008a`774
000000000000000000j1`000000000000001`000000000000001`1970-01-20 01:00:00.0`1971-10-09 01:00:00.0`1970-02-16 01:00:00.0`1971-09-11 02:00:00.0`1`34`\N`\N`000000000000001`000000000000001`21083`0000000000000000000r`0000000000000000000r`0000000000000000001s`666`000000000000000000j1`208
000000000000000000i9`000000000000002`000000000000002`1970-04-10 01:00:00.0`1971-09-30 01:00:00.0`1970-07-07 02:00:00.0`1972-07-07 02:00:00.0`2`35`\N`\N`000000000000002`000000000000002`21055`0000000000000000000a`0000000000000000000a`00000000000000000018`649`000000000000000000i9`64
0000000000000000004s`000000000000001`000000000000001`1970-04-02 01:00:00.0`1972-07-18 02:00:00.0`1970-10-15 01:00:00.0`1971-10-09 01:00:00.0`4`37`\N`\N`000000000000001`000000000000001`21471`0000000000000000001y`0000000000000000001y`00000000000000000005`709`0000000000000000004s`1441
000000000000000000c4`000000000000002`000000000000002`1970-01-12 01:00:00.0`1972-07-21 02:00:00.0`1970-10-12 01:00:00.0`1971-09-30 01:00:00.0`5`38`\N`\N`000000000000002`000000000000002`20834`00000000000000000021`00000000000000000021`0000000000000000000z`712`000000000000000000c4`966
0000000000000000006l`000000000000001`000000000000001`1970-02-04 01:00:00.0`1972-09-04 02:00:00.0`1970-10-02 01:00:00.0`1972-07-18 02:00:00.0`3`36`\N`\N`000000000000001`000000000000001`21536`00000000000000000006`00000000000000000006`00000000000000000017`645`0000000000000000006l`923
00000000000000000030`000000000000002`000000000000002`1970-02-12 01:00:00.0`1972-01-25 01:00:00.0`1970-03-03 01:00:00.0`1972-07-21 02:00:00.0`6`39`\N`\N`000000000000002`000000000000002`21407`00000000000000000016`00000000000000000016`00000000000000000003`681`00000000000000000030`1310
000000000000000000ly`000000000000001`000000000000001`1970-03-25 01:00:00.0`1972-02-03 01:00:00.0`1970-09-03 02:00:00.0`1972-10-07 01:00:00.0`1`34`\N`\N`000000000000001`000000000000001`21188`00000000000000000012`00000000000000000012`0000000000000000000l`677`000000000000000000ly`179
000000000000000000a0`000000000000002`000000000000002`1970-02-15 01:00:00.0`1971-10-15 01:00:00.0`1970-05-25 01:00:00.0`1972-10-17 01:00:00.0`2`35`\N`\N`000000000000002`000000000000002`20758`0000000000000000001s`0000000000000000001s`0000000000000000001a`703`000000000000000000a0`496
0000000000000000007r`000000000000001`000000000000001`1970-02-09 01:00:00.0`1972-03-04 01:00:00.0`1970-08-20 02:00:00.0`1972-09-04 02:00:00.0`4`37`\N`\N`000000000000001`000000000000001`21578`00000000000000000018`00000000000000000018`0000000000000000000j`683`0000000000000000007r`1493
0000000000000000005b`000000000000002`000000000000002`1970-01-06 01:00:00.0`1972-06-12 02:00:00.0`1970-01-17 01:00:00.0`1972-01-25 01:00:00.0`5`38`\N`\N`000000000000002`000000000000002`21490`00000000000000000005`00000000000000000005`0000000000000000000w`644`0000000000000000005b`20
00000000000000000021`000000000000001`000000000000001`1970-04-08 01:00:00.0`1972-06-09 02:00:00.0`1970-08-15 02:00:00.0`1972-02-03 01:00:00.0`3`36`\N`\N`000000000000001`000000000000001`21372`0000000000000000000z`0000000000000000000z`0000000000000000000m`674`00000000000000000021`1122
000000000000000000op`000000000000002`000000000000002`1970-02-26 01:00:00.0`1972-07-16 02:00:00.0`1970-09-19 02:00:00.0`1971-10-15 01:00:00.0`6`39`\N`\N`000000000000002`000000000000002`21287`00000000000000000017`00000000000000000017`0000000000000000001h`682`000000000000000000op`509
000000000000000000gx`000000000000001`000000000000001`1970-01-19 01:00:00.0`1972-05-30 02:00:00.0`1970-01-30 01:00:00.0`1972-03-04 01:00:00.0`1`34`\N`\N`000000000000001`000000000000001`21007`00000000000000000003`00000000000000000003`0000000000000000001g`642`000000000000000000gx`1233
000000000000000000jf`000000000000002`000000000000002`1970-03-02 01:00:00.0`1971-10-30 01:00:00.0`1970-06-09 02:00:00.0`1972-06-12 02:00:00.0`2`35`\N`\N`000000000000002`000000000000002`21097`0000000000000000000l`0000000000000000000l`0000000000000000001p`660`000000000000000000jf`256
0000000000000000000c`000000000000001`000000000000001`1970-01-03 01:00:00.0`1972-05-01 01:00:00.0`1970-04-09 01:00:00.0`1972-10-02 01:00:00.0`4`37`\N`\N`000000000000001`000000000000001`21311`0000000000000000001a`0000000000000000001a`0000000000000000000n`685`0000000000000000000c`279
0000000000000000008o`000000000000002`000000000000002`1970-02-22 01:00:00.0`1972-07-11 02:00:00.0`1970-03-27 01:00:00.0`1972-06-09 02:00:00.0`5`38`\N`\N`000000000000002`000000000000002`21611`0000000000000000000j`0000000000000000000j`0000000000000000001o`658`0000000000000000008o`658
00000000000000000014`000000000000001`000000000000001`1970-03-11 01:00:00.0`1972-01-21 01:00:00.0`1970-07-12 02:00:00.0`1972-07-16 02:00:00.0`3`36`\N`\N`000000000000001`000000000000001`21339`0000000000000000000w`0000000000000000000w`0000000000000000000g`671`00000000000000000014`754
0000000000000000000v`000000000000002`000000000000002`1970-04-05 01:00:00.0`1972-09-05 02:00:00.0`1970-11-05 01:00:00.0`1972-05-30 02:00:00.0`6`39`\N`\N`000000000000002`000000000000002`21330`0000000000000000000m`0000000000000000000m`0000000000000000000b`661`0000000000000000000v`241
000000000000000000me`000000000000001`000000000000001`1970-01-25 01:00:00.0`1972-04-17 01:00:00.0`1970-05-04 01:00:00.0`1971-10-30 01:00:00.0`1`34`\N`\N`000000000000001`000000000000001`21204`0000000000000000001h`0000000000000000001h`0000000000000000000y`692`000000000000000000me`1151
000000000000000000lk`000000000000002`000000000000002`1970-03-22 01:00:00.0`1971-09-15 02:00:00.0`1970-06-21 02:00:00.0`1972-05-01 01:00:00.0`2`35`\N`\N`000000000000002`000000000000002`21174`0000000000000000001w`0000000000000000001w`00000000000000000010`707`000000000000000000lk`351
0000000000000000008z`000000000000001`000000000000001`1970-03-04 01:00:00.0`1972-08-26 02:00:00.0`1970-04-16 01:00:00.0`1972-07-11 02:00:00.0`4`37`\N`\N`000000000000001`000000000000001`21622`00000000000000000020`00000000000000000020`0000000000000000001e`711`0000000000000000008z`637
00000000000000000092`000000000000002`000000000000002`1970-05-02 01:00:00.0`1972-07-26 02:00:00.0`1970-01-20 01:00:00.0`1972-01-21 01:00:00.0`5`38`\N`\N`000000000000002`000000000000002`21625`0000000000000000001g`0000000000000000001g`0000000000000000001b`691`00000000000000000092`722
000000000000000000b8`000000000000001`000000000000001`1970-04-30 01:00:00.0`1972-04-12 01:00:00.0`1970-04-10 01:00:00.0`1972-09-05 02:00:00.0`3`36`\N`\N`000000000000001`000000000000001`20802`0000000000000000001p`0000000000000000001p`0000000000000000000q`700`000000000000000000b8`1371
000000000000000000bi`000000000000002`000000000000002`1970-03-09 01:00:00.0`1972-05-17 01:00:00.0`1970-04-02 01:00:00.0`1972-04-17 01:00:00.0`6`39`\N`\N`000000000000002`000000000000002`20812`0000000000000000000n`0000000000000000000n`0000000000000000001q`662`000000000000000000bi`775
000000000000000000iq`000000000000001`000000000000001`1970-03-31 01:00:00.0`1971-09-28 01:00:00.0`1970-06-01 02:00:00.0`1971-09-15 02:00:00.0`1`34`\N`\N`000000000000001`000000000000001`21072`0000000000000000001o`0000000000000000001o`0000000000000000000u`699`000000000000000000iq`1208
000000000000000000ab`000000000000002`000000000000002`1970-04-03 01:00:00.0`1972-02-05 01:00:00.0`1970-06-17 02:00:00.0`1972-10-19 01:00:00.0`2`35`\N`\N`000000000000002`000000000000002`20769`0000000000000000000g`0000000000000000000g`00000000000000000008`655`000000000000000000ab`1165
000000000000000000fp`000000000000001`000000000000001`1970-05-03 01:00:00.0`1971-12-06 01:00:00.0`1970-11-03 01:00:00.0`1972-10-05 01:00:00.0`4`37`\N`\N`000000000000001`000000000000001`20963`0000000000000000000b`0000000000000000000b`0000000000000000001k`650`000000000000000000fp`1198
000000000000000000fo`000000000000002`000000000000002`1970-02-02 01:00:00.0`1971-11-23 01:00:00.0`1970-01-12 01:00:00.0`1972-08-26 02:00:00.0`5`38`\N`\N`000000000000002`000000000000002`20962`00000000000000000025`00000000000000000025`0000000000000000000h`716`000000000000000000fo`575
000000000000000000ey`000000000000001`000000000000001`1970-03-01 01:00:00.0`1972-03-09 01:00:00.0`1970-10-14 01:00:00.0`1972-07-26 02:00:00.0`3`36`\N`\N`000000000000001`000000000000001`20936`0000000000000000000y`0000000000000000000y`0000000000000000000i`673`000000000000000000ey`1187
000000000000000000o7`000000000000002`000000000000002`1970-04-06 01:00:00.0`1972-07-03 02:00:00.0`1970-08-30 02:00:00.0`1972-04-12 01:00:00.0`6`39`\N`\N`000000000000002`000000000000002`21269`00000000000000000010`00000000000000000010`0000000000000000000p`675`000000000000000000o7`1137
000000000000000000cg`000000000000001`000000000000001`1970-02-25 01:00:00.0`1972-08-18 02:00:00.0`1970-08-01 02:00:00.0`1972-10-20 01:00:00.0`1`34`\N`\N`000000000000001`000000000000001`20846`0000000000000000001e`0000000000000000001e`0000000000000000000d`689`000000000000000000cg`1010
000000000000000000f9`000000000000002`000000000000002`1970-02-28 01:00:00.0`1971-12-31 01:00:00.0`1970-02-04 01:00:00.0`1972-09-14 02:00:00.0`2`35`\N`\N`000000000000002`000000000000002`20947`0000000000000000001b`0000000000000000001b`0000000000000000000v`686`000000000000000000f9`1364
00000000000000000044`000000000000001`000000000000001`1970-02-21 01:00:00.0`1972-02-17 01:00:00.0`1970-09-14 02:00:00.0`1972-05-17 01:00:00.0`4`37`\N`\N`000000000000001`000000000000001`21447`0000000000000000000q`0000000000000000000q`0000000000000000000f`665`00000000000000000044`362
000000000000000000mt`000000000000002`000000000000002`1970-03-05 01:00:00.0`1971-12-13 01:00:00.0`1970-09-09 02:00:00.0`1972-10-25 01:00:00.0`5`38`\N`\N`000000000000002`000000000000002`21219`00000000000000000029`00000000000000000029`00000000000000000004`720`000000000000000000mt`1286
0000000000000000004d`000000000000001`000000000000001`1970-02-08 01:00:00.0`1972-08-14 02:00:00.0`1970-06-14 02:00:00.0`1971-09-28 01:00:00.0`3`36`\N`\N`000000000000001`000000000000001`21456`0000000000000000001q`0000000000000000001q`0000000000000000000s`701`0000000000000000004d`1458
0000000000000000001a`000000000000002`000000000000002`1970-04-14 01:00:00.0`1971-09-18 02:00:00.0`1970-08-17 02:00:00.0`1972-02-05 01:00:00.0`6`39`\N`\N`000000000000002`000000000000002`21345`0000000000000000000u`0000000000000000000u`0000000000000000001n`669`0000000000000000001a`41
00000000000000000057`000000000000001`000000000000001`1970-01-08 01:00:00.0`1971-12-07 01:00:00.0`1970-06-29 02:00:00.0`1971-12-06 01:00:00.0`1`34`\N`\N`000000000000001`000000000000001`21486`00000000000000000008`00000000000000000008`00000000000000000009`647`00000000000000000057`107
000000000000000000my`000000000000002`000000000000002`1970-01-23 01:00:00.0`1972-07-25 02:00:00.0`1970-02-12 01:00:00.0`1971-11-23 01:00:00.0`2`35`\N`\N`000000000000002`000000000000002`21224`0000000000000000001k`0000000000000000001k`0000000000000000001r`695`000000000000000000my`781
0000000000000000007z`000000000000001`000000000000001`1970-03-10 01:00:00.0`1971-11-29 01:00:00.0`1970-03-25 01:00:00.0`1972-03-09 01:00:00.0`4`37`\N`\N`000000000000001`000000000000001`21586`0000000000000000000h`0000000000000000000h`00000000000000000011`656`0000000000000000007z`130
000000000000000000b3`000000000000002`000000000000002`1970-01-26 01:00:00.0`1972-08-12 02:00:00.0`1970-05-21 01:00:00.0`1972-07-03 02:00:00.0`5`38`\N`\N`000000000000002`000000000000002`20797`0000000000000000000i`0000000000000000000i`0000000000000000001l`657`000000000000000000b3`195
0000000000000000007w`000000000000001`000000000000001`1970-03-26 01:00:00.0`1972-01-28 01:00:00.0`1970-05-13 01:00:00.0`1972-08-18 02:00:00.0`3`36`\N`\N`000000000000001`000000000000001`21583`0000000000000000000p`0000000000000000000p`0000000000000000001u`664`0000000000000000007w`1440
0000000000000000008x`000000000000002`000000000000002`1970-02-13 01:00:00.0`1972-02-13 01:00:00.0`1970-02-15 01:00:00.0`1971-12-31 01:00:00.0`6`39`\N`\N`000000000000002`000000000000002`21620`00000000000000000022`00000000000000000022`0000000000000000001m`713`0000000000000000008x`1422
0000000000000000007m`000000000000001`000000000000001`1970-04-20 01:00:00.0`1972-07-01 02:00:00.0`1970-06-11 02:00:00.0`1972-02-17 01:00:00.0`1`34`\N`\N`000000000000001`000000000000001`21573`0000000000000000000d`0000000000000000000d`00000000000000000002`652`0000000000000000007m`1127
0000000000000000001p`000000000000002`000000000000002`1970-01-28 01:00:00.0`1971-09-10 02:00:00.0`1970-05-31 02:00:00.0`1972-10-13 01:00:00.0`2`35`\N`\N`000000000000002`000000000000002`21360`0000000000000000000v`0000000000000000000v`0000000000000000000e`670`0000000000000000001p`1389
000000000000000000g1`000000000000001`000000000000001`1970-04-01 01:00:00.0`1972-06-11 02:00:00.0`1970-02-09 01:00:00.0`1971-12-13 01:00:00.0`4`37`\N`\N`000000000000001`000000000000001`20975`0000000000000000000f`0000000000000000000f`0000000000000000001j`654`000000000000000000g1`842
000000000000000000oc`000000000000002`000000000000002`1970-01-04 01:00:00.0`1972-09-06 02:00:00.0`1970-01-06 01:00:00.0`1972-08-14 02:00:00.0`5`38`\N`\N`000000000000002`000000000000002`21274`00000000000000000004`00000000000000000004`0000000000000000001c`643`000000000000000000oc`900
000000000000000000g2`000000000000001`000000000000001`1970-03-20 01:00:00.0`1972-09-08 02:00:00.0`1970-05-11 01:00:00.0`1971-09-18 02:00:00.0`3`36`\N`\N`000000000000001`000000000000001`20976`0000000000000000000s`0000000000000000000s`0000000000000000000x`667`000000000000000000g2`1390
0000000000000000006t`000000000000002`000000000000002`1970-01-11 01:00:00.0`1972-04-27 01:00:00.0`1970-04-08 01:00:00.0`1971-12-07 01:00:00.0`6`39`\N`\N`000000000000002`000000000000002`21544`0000000000000000001n`0000000000000000001n`0000000000000000000t`698`0000000000000000006t`962
0000000000000000008s`000000000000001`000000000000001`1970-04-12 01:00:00.0`1972-03-29 01:00:00.0`1970-10-21 01:00:00.0`1972-07-25 02:00:00.0`1`34`\N`\N`000000000000001`000000000000001`21615`00000000000000000009`00000000000000000009`00000000000000000001`648`0000000000000000008s`1159
00000000000000000040`000000000000002`000000000000002`1970-04-23 01:00:00.0`1971-10-03 01:00:00.0`1970-11-01 01:00:00.0`1971-11-29 01:00:00.0`2`35`\N`\N`000000000000002`000000000000002`21443`0000000000000000001r`0000000000000000001r`00000000000000000007`702`00000000000000000040`1349
000000000000000000jx`000000000000001`000000000000001`1970-02-07 01:00:00.0`1972-05-12 01:00:00.0`1970-08-24 02:00:00.0`1972-08-12 02:00:00.0`4`37`\N`\N`000000000000001`000000000000001`21115`00000000000000000011`00000000000000000011`0000000000000000001d`676`000000000000000000jx`299
000000000000000000dc`000000000000002`000000000000002`1970-03-13 01:00:00.0`1972-07-20 02:00:00.0`1970-02-26 01:00:00.0`1972-01-28 01:00:00.0`5`38`\N`\N`000000000000002`000000000000002`20878`0000000000000000001l`0000000000000000001l`00000000000000000014`696`000000000000000000dc`131
000000000000000000ac`000000000000001`000000000000001`1970-03-21 01:00:00.0`1972-09-11 02:00:00.0`1970-09-16 02:00:00.0`1972-02-13 01:00:00.0`3`36`\N`\N`000000000000001`000000000000001`20770`0000000000000000001u`0000000000000000001u`00000000000000000015`705`000000000000000000ac`595
000000000000000000gf`000000000000002`000000000000002`1970-02-06 01:00:00.0`1972-05-07 01:00:00.0`1970-06-12 02:00:00.0`1972-07-01 02:00:00.0`6`39`\N`\N`000000000000002`000000000000002`20989`0000000000000000001m`0000000000000000001m`0000000000000000000o`697`000000000000000000gf`890
0000000000000000006f`000000000000001`000000000000001`1970-05-01 01:00:00.0`1972-02-10 01:00:00.0`1970-06-26 02:00:00.0`1971-09-10 02:00:00.0`1`34`\N`\N`000000000000001`000000000000001`21530`00000000000000000002`00000000000000000002`0000000000000000001t`641`0000000000000000006f`712
000000000000000000le`000000000000002`000000000000002`1970-04-04 01:00:00.0`1972-04-14 01:00:00.0`1970-01-19 01:00:00.0`1972-06-11 02:00:00.0`2`35`\N`\N`000000000000002`000000000000002`21168`0000000000000000000e`0000000000000000000e`0000000000000000001f`653`000000000000000000le`761
000000000000000000nl`000000000000001`000000000000001`1970-01-05 01:00:00.0`1972-02-25 01:00:00.0`1970-03-02 01:00:00.0`1972-09-06 02:00:00.0`4`37`\N`\N`000000000000001`000000000000001`21247`00000000000000000028`00000000000000000028`0000000000000000001i`719`000000000000000000nl`307
000000000000000000ol`000000000000002`000000000000002`1970-04-15 01:00:00.0`1971-10-11 01:00:00.0`1970-07-20 02:00:00.0`1972-09-08 02:00:00.0`5`38`\N`\N`000000000000002`000000000000002`21283`0000000000000000001j`0000000000000000001j`0000000000000000000k`694`000000000000000000ol`502
000000000000000000mk`000000000000001`000000000000001`1970-04-18 01:00:00.0`1971-11-21 01:00:00.0`1970-06-05 02:00:00.0`1972-04-27 01:00:00.0`3`36`\N`\N`000000000000001`000000000000001`21210`0000000000000000002a`0000000000000000002a`00000000000000000013`721`000000000000000000mk`1277
0000000000000000000g`000000000000002`000000000000002`1970-02-18 01:00:00.0`1972-01-17 01:00:00.0`1970-01-03 01:00:00.0`1972-03-29 01:00:00.0`6`39`\N`\N`000000000000002`000000000000002`21315`0000000000000000001x`0000000000000000001x`00000000000000000019`708`0000000000000000000g`289
000000000000000000bk`000000000000001`000000000000001`1970-05-05 01:00:00.0`1972-01-09 01:00:00.0`1970-02-22 01:00:00.0`1971-10-03 01:00:00.0`1`34`\N`\N`000000000000001`000000000000001`20814`00000000000000000027`00000000000000000027`0000000000000000000c`718`000000000000000000bk`194
000000000000000000k6`000000000000002`000000000000002`1970-03-19 01:00:00.0`1972-08-05 02:00:00.0`1970-08-11 02:00:00.0`1972-05-12 01:00:00.0`2`35`\N`\N`000000000000002`000000000000002`21124`0000000000000000001c`0000000000000000001c`0000000000000000000r`687`000000000000000000k6`1381
000000000000000000ju`000000000000001`000000000000001`1970-03-29 01:00:00.0`1972-08-15 02:00:00.0`1970-03-11 01:00:00.0`1972-07-20 02:00:00.0`4`37`\N`\N`000000000000001`000000000000001`21112`0000000000000000000x`0000000000000000000x`0000000000000000000a`672`000000000000000000ju`1365
000000000000000000b6`000000000000002`000000000000002`1970-02-23 01:00:00.0`1971-10-14 01:00:00.0`1970-08-19 02:00:00.0`1972-09-11 02:00:00.0`5`38`\N`\N`000000000000002`000000000000002`20800`0000000000000000000t`0000000000000000000t`00000000000000000006`668`000000000000000000b6`421
000000000000000000a2`000000000000001`000000000000001`1970-03-06 01:00:00.0`1972-02-07 01:00:00.0`1970-04-05 01:00:00.0`1972-05-07 01:00:00.0`3`36`\N`\N`000000000000001`000000000000001`20760`00000000000000000001`00000000000000000001`00000000000000000016`640`000000000000000000a2`999
00000000000000000097`000000000000002`000000000000002`1970-04-29 01:00:00.0`1972-01-27 01:00:00.0`1970-11-02 01:00:00.0`1972-02-10 01:00:00.0`6`39`\N`\N`000000000000002`000000000000002`21630`00000000000000000007`00000000000000000007`00000000000000000012`646`00000000000000000097`1114
000000000000000000eu`000000000000001`000000000000001`1970-02-11 01:00:00.0`1971-10-08 01:00:00.0`1970-08-05 02:00:00.0`1972-04-14 01:00:00.0`1`34`\N`\N`000000000000001`000000000000001`20932`0000000000000000001d`0000000000000000001d`0000000000000000001s`688`000000000000000000eu`100
000000000000000000lb`000000000000002`000000000000002`1970-02-27 01:00:00.0`1971-09-04 02:00:00.0`1970-05-27 01:00:00.0`1972-02-25 01:00:00.0`2`35`\N`\N`000000000000002`000000000000002`21165`00000000000000000014`00000000000000000014`00000000000000000018`679`000000000000000000lb`371
000000000000000000lf`000000000000001`000000000000001`1970-02-05 01:00:00.0`1972-01-07 01:00:00.0`1970-07-29 02:00:00.0`1971-10-11 01:00:00.0`4`37`\N`\N`000000000000001`000000000000001`21169`00000000000000000026`00000000000000000026`00000000000000000005`717`000000000000000000lf`940
000000000000000000ob`000000000000002`000000000000002`1970-02-03 01:00:00.0`1972-08-17 02:00:00.0`1970-01-25 01:00:00.0`1971-11-21 01:00:00.0`5`38`\N`\N`000000000000002`000000000000002`21273`00000000000000000015`00000000000000000015`0000000000000000000z`680`000000000000000000ob`803
000000000000000000fc`000000000000001`000000000000001`1970-04-21 01:00:00.0`1971-12-05 01:00:00.0`1970-03-22 01:00:00.0`1972-01-17 01:00:00.0`3`36`\N`\N`000000000000001`000000000000001`20950`0000000000000000000o`0000000000000000000o`00000000000000000017`663`000000000000000000fc`52
0000000000000000006a`000000000000002`000000000000002`1970-04-27 01:00:00.0`1972-06-18 02:00:00.0`1970-03-04 01:00:00.0`1972-01-09 01:00:00.0`6`39`\N`\N`000000000000002`000000000000002`21525`0000000000000000001v`0000000000000000001v`00000000000000000003`706`0000000000000000006a`1280
000000000000000000n3`000000000000001`000000000000001`1970-04-13 01:00:00.0`1972-06-29 02:00:00.0`1970-05-02 01:00:00.0`1972-10-08 01:00:00.0`1`34`\N`\N`000000000000001`000000000000001`21229`0000000000000000001t`0000000000000000001t`0000000000000000000l`704`000000000000000000n3`916
000000000000000000bl`000000000000002`000000000000002`1970-03-18 01:00:00.0`1972-04-21 01:00:00.0`1970-04-30 01:00:00.0`1972-08-05 02:00:00.0`2`35`\N`\N`000000000000002`000000000000002`20815`0000000000000000001f`0000000000000000001f`0000000000000000001a`690`000000000000000000bl`333
000000000000000000kw`000000000000001`000000000000001`1970-01-15 01:00:00.0`1971-10-25 01:00:00.0`1970-03-09 01:00:00.0`1972-10-11 01:00:00.0`4`37`\N`\N`000000000000001`000000000000001`21150`0000000000000000001i`0000000000000000001i`0000000000000000000j`693`000000000000000000kw`49
000000000000000000al`000000000000002`000000000000002`1970-02-14 01:00:00.0`1972-05-14 01:00:00.0`1970-03-31 01:00:00.0`1972-08-15 02:00:00.0`5`38`\N`\N`000000000000002`000000000000002`20779`00000000000000000023`00000000000000000023`0000000000000000000w`714`000000000000000000al`1298
000000000000000000mx`000000000000001`000000000000001`1970-04-28 01:00:00.0`1972-02-08 01:00:00.0`1970-10-24 01:00:00.0`1971-10-14 01:00:00.0`3`36`\N`\N`000000000000001`000000000000001`21223`0000000000000000000k`0000000000000000000k`0000000000000000000m`659`000000000000000000mx`231
00000000000000000079`000000000000002`000000000000002`1970-01-16 01:00:00.0`1972-02-22 01:00:00.0`1970-04-03 01:00:00.0`1972-02-07 01:00:00.0`6`39`\N`\N`000000000000002`000000000000002`21560`00000000000000000013`00000000000000000013`0000000000000000001h`678`00000000000000000079`71
000000000000000000kc`000000000000001`000000000000001`1970-02-20 01:00:00.0`1972-08-29 02:00:00.0`1970-05-03 01:00:00.0`1972-01-27 01:00:00.0`1`34`\N`\N`000000000000001`000000000000001`21130`0000000000000000001z`0000000000000000001z`0000000000000000001g`710`000000000000000000kc`937
000000000000000000o6`000000000000002`000000000000002`1970-01-14 01:00:00.0`1971-09-17 02:00:00.0`1970-05-26 01:00:00.0`1971-10-08 01:00:00.0`2`35`\N`\N`000000000000002`000000000000002`21268`00000000000000000019`00000000000000000019`0000000000000000001p`684`000000000000000000o6`275
