1971-07-25 02:00:00.0`000000000000000001hz`00000000000000000003`\N`3943`8868
1971-11-26 01:00:00.0`000000000000000001qq`00000000000000000001`\N`4258`9649
1972-06-10 02:00:00.0`000000000000000002ez`00000000000000000002`\N`5131`8523
1972-08-10 02:00:00.0`0000000000000000012k`00000000000000000004`\N`3388`7513
1971-06-21 02:00:00.0`000000000000000001f0`00000000000000000005`\N`3836`4309
1972-03-30 01:00:00.0`000000000000000001lp`00000000000000000003`\N`4077`2998
1970-04-16 01:00:00.0`000000000000000001wb`00000000000000000001`\N`4459`2852
1971-12-14 01:00:00.0`0000000000000000027k`00000000000000000002`\N`4864`8891
1970-12-17 01:00:00.0`0000000000000000020k`00000000000000000004`\N`4612`81
1970-01-20 01:00:00.0`000000000000000000nd`00000000000000000005`\N`2841`10297
1971-05-10 01:00:00.0`00000000000000000293`00000000000000000003`\N`4919`2077
1972-01-07 01:00:00.0`000000000000000001me`00000000000000000001`\N`4102`2378
1970-04-10 01:00:00.0`000000000000000001i1`00000000000000000002`\N`3945`2453
1971-07-11 02:00:00.0`0000000000000000023t`00000000000000000004`\N`4729`1932
1970-11-27 01:00:00.0`000000000000000000oz`00000000000000000005`\N`2899`8378
1971-05-24 02:00:00.0`000000000000000002bi`00000000000000000003`\N`5006`6231
1970-04-02 01:00:00.0`0000000000000000012l`00000000000000000001`\N`3389`7616
1970-12-15 01:00:00.0`000000000000000001gn`00000000000000000002`\N`3895`1778
1970-06-01 02:00:00.0`000000000000000001c0`00000000000000000004`\N`3728`8394
1972-06-18 02:00:00.0`000000000000000001ga`00000000000000000005`\N`3882`10148
1970-06-17 02:00:00.0`000000000000000000qp`00000000000000000003`\N`2961`2418
1970-11-03 01:00:00.0`0000000000000000028n`00000000000000000001`\N`4903`4396
1972-06-12 02:00:00.0`000000000000000000w6`00000000000000000002`\N`3158`1331
1970-01-12 01:00:00.0`000000000000000001y0`00000000000000000004`\N`4520`8308
1970-10-14 01:00:00.0`000000000000000002cn`00000000000000000005`\N`5047`10235
1971-01-09 01:00:00.0`000000000000000001lg`00000000000000000003`\N`4068`2675
1971-09-10 02:00:00.0`000000000000000001hk`00000000000000000001`\N`3928`9704
1972-06-26 02:00:00.0`0000000000000000017m`00000000000000000002`\N`3570`5328
1971-01-11 01:00:00.0`000000000000000001zb`00000000000000000004`\N`4567`4305
1971-11-01 01:00:00.0`0000000000000000011g`00000000000000000005`\N`3348`1531
1970-08-30 02:00:00.0`0000000000000000008a`00000000000000000003`\N`2298`233
1970-08-01 02:00:00.0`0000000000000000003m`00000000000000000001`\N`2130`6190
1971-04-13 01:00:00.0`000000000000000001pj`00000000000000000002`\N`4215`9719
1970-02-04 01:00:00.0`000000000000000000gi`00000000000000000004`\N`2594`7880
1972-06-03 02:00:00.0`0000000000000000020j`00000000000000000005`\N`4611`6662
1972-02-26 01:00:00.0`000000000000000001yf`00000000000000000003`\N`4535`10100
1970-09-14 02:00:00.0`0000000000000000017s`00000000000000000001`\N`3576`3998
1971-08-26 02:00:00.0`00000000000000000295`00000000000000000002`\N`4921`9676
1971-06-02 02:00:00.0`000000000000000001po`00000000000000000004`\N`4220`7960
1970-11-22 01:00:00.0`000000000000000000op`00000000000000000005`\N`2889`763
1971-01-14 01:00:00.0`000000000000000001v4`00000000000000000003`\N`4416`7849
1972-01-18 01:00:00.0`000000000000000001vy`00000000000000000001`\N`4446`6211
1970-09-09 02:00:00.0`000000000000000001of`00000000000000000002`\N`4175`2776
1971-04-18 01:00:00.0`000000000000000000jr`00000000000000000004`\N`2711`10226
1970-06-14 02:00:00.0`000000000000000001hd`00000000000000000005`\N`3921`7133
1970-08-17 02:00:00.0`000000000000000001sl`00000000000000000003`\N`4325`10032
1972-06-02 02:00:00.0`000000000000000001nw`00000000000000000001`\N`4156`535
1972-01-31 01:00:00.0`000000000000000000l4`00000000000000000002`\N`2760`952
1971-08-13 02:00:00.0`000000000000000001vn`00000000000000000004`\N`4435`8725
1970-06-29 02:00:00.0`0000000000000000008i`00000000000000000005`\N`2306`5071
1971-09-11 02:00:00.0`000000000000000001jy`00000000000000000003`\N`4014`2442
1972-07-22 02:00:00.0`0000000000000000029w`00000000000000000001`\N`4948`5389
1970-02-12 01:00:00.0`000000000000000001sv`00000000000000000002`\N`4335`3858
1970-03-25 01:00:00.0`000000000000000001w3`00000000000000000004`\N`4451`9679
1970-05-21 01:00:00.0`000000000000000001e8`00000000000000000005`\N`3808`5392
1971-09-06 02:00:00.0`000000000000000001jc`00000000000000000003`\N`3992`4584
1972-03-14 01:00:00.0`000000000000000000dx`00000000000000000001`\N`2501`9054
1971-11-30 01:00:00.0`0000000000000000024r`00000000000000000002`\N`4763`5449
1971-10-08 01:00:00.0`0000000000000000028p`00000000000000000004`\N`4905`3802
1971-09-19 02:00:00.0`000000000000000000zg`00000000000000000005`\N`3276`6623
1970-05-13 01:00:00.0`00000000000000000080`00000000000000000003`\N`2288`2477
1971-02-10 01:00:00.0`000000000000000001es`00000000000000000001`\N`3828`115
1971-03-17 01:00:00.0`0000000000000000005d`00000000000000000002`\N`2193`3893
1970-12-08 01:00:00.0`0000000000000000012c`00000000000000000004`\N`3380`4685
1972-03-05 01:00:00.0`0000000000000000011w`00000000000000000005`\N`3364`5548
1971-04-10 01:00:00.0`000000000000000000bo`00000000000000000003`\N`2420`4438
1972-08-23 02:00:00.0`000000000000000000rq`00000000000000000001`\N`2998`955
1972-05-24 01:00:00.0`0000000000000000018p`00000000000000000002`\N`3609`3311
1971-06-11 02:00:00.0`000000000000000000ux`00000000000000000004`\N`3113`997
1971-07-14 02:00:00.0`0000000000000000019o`00000000000000000005`\N`3644`1592
1971-02-13 01:00:00.0`0000000000000000027u`00000000000000000003`\N`4874`10138
1971-06-03 02:00:00.0`000000000000000001kl`00000000000000000001`\N`4037`991
1970-12-18 01:00:00.0`0000000000000000002r`00000000000000000002`\N`2099`7690
1970-02-15 01:00:00.0`000000000000000001mf`00000000000000000004`\N`4103`8638
1970-06-11 02:00:00.0`000000000000000000aa`00000000000000000005`\N`2370`2095
1970-05-31 02:00:00.0`000000000000000001eg`00000000000000000003`\N`3816`6734
1972-05-23 01:00:00.0`000000000000000000q3`00000000000000000001`\N`2939`9491
1971-05-16 01:00:00.0`00000000000000000263`00000000000000000002`\N`4811`7393
1972-06-11 02:00:00.0`000000000000000001j8`00000000000000000004`\N`3988`5300
1971-09-12 02:00:00.0`0000000000000000029u`00000000000000000005`\N`4946`9867
1972-08-17 02:00:00.0`000000000000000000ma`00000000000000000003`\N`2802`9184
1971-12-20 01:00:00.0`0000000000000000001f`00000000000000000001`\N`2051`1186
1971-05-22 01:00:00.0`000000000000000002bl`00000000000000000002`\N`5009`7038
1970-02-09 01:00:00.0`000000000000000002eu`00000000000000000004`\N`5126`2904
1970-01-06 01:00:00.0`000000000000000001wm`00000000000000000005`\N`4470`2506
1970-05-11 01:00:00.0`000000000000000001l5`00000000000000000003`\N`4057`6193
1970-12-20 01:00:00.0`000000000000000000zj`00000000000000000001`\N`3279`3606
1970-04-08 01:00:00.0`0000000000000000016u`00000000000000000002`\N`3542`4191
1971-05-20 01:00:00.0`000000000000000000pf`00000000000000000004`\N`2915`7463
1971-11-03 01:00:00.0`00000000000000000289`00000000000000000005`\N`4889`5751
1970-10-21 01:00:00.0`00000000000000000098`00000000000000000003`\N`2332`1643
1971-07-10 02:00:00.0`000000000000000001ns`00000000000000000001`\N`4152`1777
1970-11-01 01:00:00.0`0000000000000000001c`00000000000000000002`\N`2048`6545
1972-04-21 01:00:00.0`0000000000000000026o`00000000000000000004`\N`4832`8091
1971-11-09 01:00:00.0`00000000000000000101`00000000000000000005`\N`3297`8849
1971-03-26 01:00:00.0`000000000000000001b8`00000000000000000003`\N`3700`1978
1971-07-30 02:00:00.0`0000000000000000006e`00000000000000000001`\N`2230`8343
1972-04-04 01:00:00.0`0000000000000000001y`00000000000000000002`\N`2070`6087
1970-08-24 02:00:00.0`000000000000000001hs`00000000000000000004`\N`3936`9813
1970-02-26 01:00:00.0`000000000000000000q0`00000000000000000005`\N`2936`2868
1971-03-24 01:00:00.0`0000000000000000007m`00000000000000000003`\N`2274`4158
1971-06-08 02:00:00.0`000000000000000002ex`00000000000000000001`\N`5129`5965
1971-04-27 01:00:00.0`0000000000000000011x`00000000000000000002`\N`3365`9600
1971-02-03 01:00:00.0`000000000000000000db`00000000000000000004`\N`2479`4991
1970-09-16 02:00:00.0`0000000000000000025g`00000000000000000005`\N`4788`7545
1971-10-17 01:00:00.0`000000000000000000ld`00000000000000000003`\N`2769`2872
1972-05-10 01:00:00.0`000000000000000001um`00000000000000000001`\N`4398`8953
1970-06-12 02:00:00.0`0000000000000000012g`00000000000000000002`\N`3384`6528
1970-06-26 02:00:00.0`0000000000000000018g`00000000000000000004`\N`3600`2940
1971-06-25 02:00:00.0`0000000000000000014v`00000000000000000005`\N`3471`10001
1972-07-12 02:00:00.0`000000000000000000wr`00000000000000000003`\N`3179`4531
1972-03-02 01:00:00.0`000000000000000000y5`00000000000000000001`\N`3229`6913
1971-01-22 01:00:00.0`000000000000000001we`00000000000000000002`\N`4462`9549
1972-08-13 02:00:00.0`0000000000000000020w`00000000000000000004`\N`4624`8792
1971-09-07 02:00:00.0`000000000000000000dn`00000000000000000005`\N`2491`4411
1972-04-09 01:00:00.0`000000000000000000fa`00000000000000000003`\N`2550`2094
1971-01-01 01:00:00.0`000000000000000001vh`00000000000000000001`\N`4429`6492
1971-02-14 01:00:00.0`000000000000000002h9`00000000000000000002`\N`5213`7999
1971-06-29 02:00:00.0`000000000000000000vh`00000000000000000004`\N`3133`9313
1970-01-19 01:00:00.0`000000000000000000xr`00000000000000000005`\N`3215`9342
1971-04-14 01:00:00.0`0000000000000000019g`00000000000000000003`\N`3636`2295
1970-03-02 01:00:00.0`000000000000000000px`00000000000000000001`\N`2933`2117
1971-07-06 02:00:00.0`000000000000000000eh`00000000000000000002`\N`2521`310
1970-07-20 02:00:00.0`000000000000000000jy`00000000000000000004`\N`2718`7871
1970-06-05 02:00:00.0`000000000000000001su`00000000000000000005`\N`4334`4484
1972-05-03 01:00:00.0`000000000000000001g9`00000000000000000003`\N`3881`3641
1971-05-05 01:00:00.0`000000000000000000p2`00000000000000000001`\N`2902`8732
1971-08-30 02:00:00.0`000000000000000002gf`00000000000000000002`\N`5183`6946
1971-09-14 02:00:00.0`000000000000000001r6`00000000000000000004`\N`4274`2056
1970-01-03 01:00:00.0`00000000000000000075`00000000000000000005`\N`2257`240
1970-02-22 01:00:00.0`000000000000000002c0`00000000000000000003`\N`5024`1878
1970-12-10 01:00:00.0`0000000000000000019z`00000000000000000001`\N`3655`7964
1972-04-26 01:00:00.0`00000000000000000008`00000000000000000002`\N`2008`3939
1972-03-18 01:00:00.0`000000000000000000d4`00000000000000000004`\N`2472`6907
1972-03-13 01:00:00.0`000000000000000001gc`00000000000000000005`\N`3884`8929
1971-11-04 01:00:00.0`000000000000000000tz`00000000000000000003`\N`3079`3681
1970-11-16 01:00:00.0`000000000000000001tj`00000000000000000001`\N`4359`9056
1970-08-11 02:00:00.0`0000000000000000004c`00000000000000000002`\N`2156`5052
1971-12-29 01:00:00.0`0000000000000000021u`00000000000000000004`\N`4658`5624
1972-01-11 01:00:00.0`000000000000000000qx`00000000000000000005`\N`2969`9340
1970-03-11 01:00:00.0`000000000000000000ka`00000000000000000003`\N`2730`5836
1972-02-25 01:00:00.0`000000000000000002ci`00000000000000000001`\N`5042`943
1970-08-19 02:00:00.0`000000000000000001dw`00000000000000000002`\N`3796`7341
1972-07-24 02:00:00.0`00000000000000000220`00000000000000000004`\N`4664`379
1970-04-05 01:00:00.0`0000000000000000024m`00000000000000000005`\N`4758`5238
1971-03-03 01:00:00.0`0000000000000000020i`00000000000000000003`\N`4610`6401
1971-02-16 01:00:00.0`000000000000000001h5`00000000000000000001`\N`3913`2165
1971-08-20 02:00:00.0`0000000000000000025i`00000000000000000002`\N`4790`5117
1970-12-28 01:00:00.0`000000000000000000nw`00000000000000000004`\N`2860`4437
1970-11-02 01:00:00.0`000000000000000000jl`00000000000000000005`\N`2705`9715
1972-05-17 01:00:00.0`0000000000000000017j`00000000000000000003`\N`3567`9183
1970-12-11 01:00:00.0`000000000000000001ue`00000000000000000001`\N`4390`1689
1972-05-22 01:00:00.0`000000000000000000pc`00000000000000000002`\N`2912`8485
1971-04-20 01:00:00.0`000000000000000001w5`00000000000000000004`\N`4453`9492
1970-08-05 02:00:00.0`00000000000000000296`00000000000000000005`\N`4922`9648
1971-07-26 02:00:00.0`000000000000000001rb`00000000000000000003`\N`4279`8637
1971-12-22 01:00:00.0`0000000000000000010y`00000000000000000001`\N`3330`8267
1971-07-13 02:00:00.0`000000000000000002ba`00000000000000000002`\N`4998`313
1971-01-18 01:00:00.0`0000000000000000025u`00000000000000000004`\N`4802`4125
1972-05-01 01:00:00.0`000000000000000000at`00000000000000000005`\N`2389`6398
1972-07-26 02:00:00.0`0000000000000000029l`00000000000000000003`\N`4937`6053
1970-05-27 01:00:00.0`000000000000000002fw`00000000000000000001`\N`5164`8199
1972-02-09 01:00:00.0`00000000000000000147`00000000000000000002`\N`3447`4904
1972-04-03 01:00:00.0`000000000000000000aj`00000000000000000004`\N`2379`9682
1970-07-29 02:00:00.0`000000000000000001t7`00000000000000000005`\N`4347`1293
1971-01-25 01:00:00.0`000000000000000001zq`00000000000000000003`\N`4582`5188
1970-01-25 01:00:00.0`000000000000000001q1`00000000000000000001`\N`4233`7897
1971-09-17 02:00:00.0`000000000000000001a0`00000000000000000002`\N`3656`7473
1970-03-22 01:00:00.0`000000000000000000e0`00000000000000000004`\N`2504`8171
1970-03-04 01:00:00.0`000000000000000002gv`00000000000000000005`\N`5199`2382
1971-08-27 02:00:00.0`000000000000000001v3`00000000000000000003`\N`4415`4180
1971-06-28 02:00:00.0`000000000000000001ub`00000000000000000001`\N`4387`4604
1972-03-12 01:00:00.0`000000000000000000kf`00000000000000000002`\N`2735`5245
1971-10-09 01:00:00.0`0000000000000000008q`00000000000000000004`\N`2314`404
1971-10-15 01:00:00.0`000000000000000001r3`00000000000000000005`\N`4271`585
1972-03-19 01:00:00.0`0000000000000000027x`00000000000000000003`\N`4877`351
1972-04-08 01:00:00.0`000000000000000001l9`00000000000000000001`\N`4061`1579
1970-12-06 01:00:00.0`00000000000000000163`00000000000000000002`\N`3515`564
1972-01-13 01:00:00.0`0000000000000000000q`00000000000000000004`\N`2026`5968
1970-05-02 01:00:00.0`0000000000000000016m`00000000000000000005`\N`3534`2457
1970-04-30 01:00:00.0`000000000000000000cb`00000000000000000003`\N`2443`1004
1970-03-09 01:00:00.0`000000000000000000rx`00000000000000000001`\N`3005`4097
1972-01-04 01:00:00.0`00000000000000000161`00000000000000000002`\N`3513`5589
1972-06-15 02:00:00.0`000000000000000002db`00000000000000000004`\N`5071`8552
1970-03-31 01:00:00.0`000000000000000000tj`00000000000000000005`\N`3063`9330
1970-10-24 01:00:00.0`0000000000000000022b`00000000000000000003`\N`4675`2084
1971-09-26 01:00:00.0`000000000000000000e3`00000000000000000001`\N`2507`4072
1970-11-11 01:00:00.0`000000000000000000cc`00000000000000000002`\N`2444`6893
1970-04-03 01:00:00.0`000000000000000000c3`00000000000000000004`\N`2435`3917
1971-01-10 01:00:00.0`000000000000000002ga`00000000000000000005`\N`5178`9121
1971-10-06 01:00:00.0`000000000000000000cx`00000000000000000003`\N`2465`6975
1971-07-29 02:00:00.0`0000000000000000013k`00000000000000000001`\N`3424`9710
1972-03-09 01:00:00.0`000000000000000001hl`00000000000000000002`\N`3929`5043
1971-07-23 02:00:00.0`00000000000000000048`00000000000000000004`\N`2152`10200
1971-10-05 01:00:00.0`000000000000000000dj`00000000000000000005`\N`2487`2573
1971-07-03 02:00:00.0`0000000000000000025n`00000000000000000003`\N`4795`837
1970-05-03 01:00:00.0`000000000000000001zz`00000000000000000001`\N`4591`2307
1970-05-26 01:00:00.0`0000000000000000024s`00000000000000000002`\N`4764`7081
1972-01-14 01:00:00.0`000000000000000002ac`00000000000000000004`\N`4964`4895
1970-05-28 01:00:00.0`000000000000000000cz`00000000000000000005`\N`2467`3619
1972-03-06 01:00:00.0`000000000000000001tn`00000000000000000003`\N`4363`2818
1971-05-06 01:00:00.0`000000000000000000ui`00000000000000000001`\N`3098`1016
1971-09-25 02:00:00.0`000000000000000001h1`00000000000000000002`\N`3909`6997
1970-10-16 01:00:00.0`000000000000000001yy`00000000000000000004`\N`4554`1454
1971-03-02 01:00:00.0`000000000000000000g5`00000000000000000005`\N`2581`7305
1972-08-18 02:00:00.0`000000000000000000t3`00000000000000000003`\N`3047`6683
1972-01-15 01:00:00.0`000000000000000001c3`00000000000000000001`\N`3731`6698
1970-06-23 02:00:00.0`000000000000000001l7`00000000000000000002`\N`4059`4828
1971-04-08 01:00:00.0`0000000000000000012t`00000000000000000004`\N`3397`6110
1972-07-02 02:00:00.0`000000000000000001tr`00000000000000000005`\N`4367`5750
1971-06-16 02:00:00.0`000000000000000001ko`00000000000000000003`\N`4040`31
