000000000000000002xs`\N`\N`000000000000000002xs`3842`7`7`7`7`2013-05-15 00:00:00.0
000000000000000003hi`\N`\N`000000000000000003hi`4552`o`o`o`o`2013-05-18 00:00:00.0
000000000000000002i7`\N`\N`000000000000000002i7`3281`k`k`k`k`2013-05-14 00:00:00.0
00000000000000000140`\N`\N`00000000000000000140`1474`c`c`c`c`2013-05-13 00:00:00.0
000000000000000003s8`\N`\N`000000000000000003s8`4938`r`r`r`r`2013-05-11 00:00:00.0
0000000000000000035j`\N`\N`0000000000000000035j`4121`a`a`a`a`2013-05-16 00:00:00.0
000000000000000000qt`\N`\N`000000000000000000qt`999`6`6`6`6`2013-05-12 00:00:00.0
000000000000000001mc`\N`\N`000000000000000001mc`2134`5`5`5`5`2013-05-17 00:00:00.0
000000000000000002y0`\N`\N`000000000000000002y0`3850`z`z`z`z`2013-05-10 00:00:00.0
000000000000000003um`\N`\N`000000000000000003um`5024`3`3`3`3`2013-05-09 00:00:00.0
0000000000000000038v`\N`\N`0000000000000000038v`4241`l`l`l`l`2013-05-15 00:00:00.0
000000000000000003c6`\N`\N`000000000000000003c6`4360`j`j`j`j`2013-05-18 00:00:00.0
000000000000000003wj`\N`\N`000000000000000003wj`5093`w`w`w`w`2013-05-14 00:00:00.0
000000000000000003l0`\N`\N`000000000000000003l0`4678`m`m`m`m`2013-05-13 00:00:00.0
000000000000000002xr`\N`\N`000000000000000002xr`3841`n`n`n`n`2013-05-11 00:00:00.0
000000000000000003fv`\N`\N`000000000000000003fv`4493`g`g`g`g`2013-05-16 00:00:00.0
0000000000000000028j`\N`\N`0000000000000000028j`2933`b`b`b`b`2013-05-12 00:00:00.0
000000000000000000pm`\N`\N`000000000000000000pm`956`y`y`y`y`2013-05-17 00:00:00.0
000000000000000003d7`\N`\N`000000000000000003d7`4397`q`q`q`q`2013-05-10 00:00:00.0
000000000000000001d5`\N`\N`000000000000000001d5`1803`u`u`u`u`2013-05-09 00:00:00.0
000000000000000003bh`\N`\N`000000000000000003bh`4335`8`8`8`8`2013-05-15 00:00:00.0
000000000000000002rk`\N`\N`000000000000000002rk`3618`h`h`h`h`2013-05-18 00:00:00.0
0000000000000000010d`\N`\N`0000000000000000010d`1343`i`i`i`i`2013-05-14 00:00:00.0
000000000000000002no`\N`\N`000000000000000002no`3478`p`p`p`p`2013-05-13 00:00:00.0
000000000000000002cw`\N`\N`000000000000000002cw`3090`d`d`d`d`2013-05-11 00:00:00.0
0000000000000000004y`\N`\N`0000000000000000004y`212`v`v`v`v`2013-05-16 00:00:00.0
000000000000000000dr`\N`\N`000000000000000000dr`529`f`f`f`f`2013-05-12 00:00:00.0
000000000000000001gj`\N`\N`000000000000000001gj`1925`4`4`4`4`2013-05-17 00:00:00.0
0000000000000000015g`\N`\N`0000000000000000015g`1526`s`s`s`s`2013-05-10 00:00:00.0
0000000000000000000j`\N`\N`0000000000000000000j`53`9`9`9`9`2013-05-09 00:00:00.0
000000000000000000v5`\N`\N`000000000000000000v5`1155`2`2`2`2`2013-05-15 00:00:00.0
000000000000000000e4`\N`\N`000000000000000000e4`542`e`e`e`e`2013-05-18 00:00:00.0
000000000000000002of`\N`\N`000000000000000002of`3505`x`x`x`x`2013-05-14 00:00:00.0
000000000000000003l5`\N`\N`000000000000000003l5`4683`t`t`t`t`2013-05-13 00:00:00.0
0000000000000000035y`\N`\N`0000000000000000035y`4136`1`1`1`1`2013-05-11 00:00:00.0
000000000000000001fe`\N`\N`000000000000000001fe`1884`7`7`7`7`2013-05-16 00:00:00.0
000000000000000002xv`\N`\N`000000000000000002xv`3845`o`o`o`o`2013-05-12 00:00:00.0
000000000000000003mf`\N`\N`000000000000000003mf`4729`k`k`k`k`2013-05-17 00:00:00.0
000000000000000001fs`\N`\N`000000000000000001fs`1898`c`c`c`c`2013-05-10 00:00:00.0
0000000000000000034g`\N`\N`0000000000000000034g`4082`r`r`r`r`2013-05-09 00:00:00.0
000000000000000000y8`\N`\N`000000000000000000y8`1266`a`a`a`a`2013-05-15 00:00:00.0
0000000000000000021b`\N`\N`0000000000000000021b`2673`6`6`6`6`2013-05-18 00:00:00.0
000000000000000003n7`\N`\N`000000000000000003n7`4757`5`5`5`5`2013-05-14 00:00:00.0
0000000000000000026d`\N`\N`0000000000000000026d`2855`z`z`z`z`2013-05-13 00:00:00.0
000000000000000002ca`\N`\N`000000000000000002ca`3068`3`3`3`3`2013-05-11 00:00:00.0
00000000000000000329`\N`\N`00000000000000000329`4003`l`l`l`l`2013-05-16 00:00:00.0
0000000000000000033e`\N`\N`0000000000000000033e`4044`j`j`j`j`2013-05-12 00:00:00.0
000000000000000002up`\N`\N`000000000000000002up`3731`w`w`w`w`2013-05-17 00:00:00.0
00000000000000000073`\N`\N`00000000000000000073`289`m`m`m`m`2013-05-10 00:00:00.0
000000000000000003vy`\N`\N`000000000000000003vy`5072`n`n`n`n`2013-05-09 00:00:00.0
000000000000000003va`\N`\N`000000000000000003va`5048`g`g`g`g`2013-05-15 00:00:00.0
0000000000000000016e`\N`\N`0000000000000000016e`1560`b`b`b`b`2013-05-18 00:00:00.0
000000000000000001t3`\N`\N`000000000000000001t3`2377`y`y`y`y`2013-05-14 00:00:00.0
0000000000000000007q`\N`\N`0000000000000000007q`312`q`q`q`q`2013-05-13 00:00:00.0
000000000000000001o6`\N`\N`000000000000000001o6`2200`u`u`u`u`2013-05-11 00:00:00.0
000000000000000003j3`\N`\N`000000000000000003j3`4609`8`8`8`8`2013-05-16 00:00:00.0
000000000000000003fa`\N`\N`000000000000000003fa`4472`h`h`h`h`2013-05-12 00:00:00.0
000000000000000001a4`\N`\N`000000000000000001a4`1694`i`i`i`i`2013-05-17 00:00:00.0
000000000000000003et`\N`\N`000000000000000003et`4455`p`p`p`p`2013-05-10 00:00:00.0
000000000000000000i9`\N`\N`000000000000000000i9`691`d`d`d`d`2013-05-09 00:00:00.0
000000000000000000kx`\N`\N`000000000000000000kx`787`v`v`v`v`2013-05-15 00:00:00.0
000000000000000003e7`\N`\N`000000000000000003e7`4433`f`f`f`f`2013-05-18 00:00:00.0
000000000000000001pd`\N`\N`000000000000000001pd`2243`4`4`4`4`2013-05-14 00:00:00.0
0000000000000000006o`\N`\N`0000000000000000006o`274`s`s`s`s`2013-05-13 00:00:00.0
0000000000000000037d`\N`\N`0000000000000000037d`4187`9`9`9`9`2013-05-11 00:00:00.0
000000000000000003qz`\N`\N`000000000000000003qz`4893`2`2`2`2`2013-05-16 00:00:00.0
000000000000000001t9`\N`\N`000000000000000001t9`2383`e`e`e`e`2013-05-12 00:00:00.0
000000000000000000vy`\N`\N`000000000000000000vy`1184`x`x`x`x`2013-05-17 00:00:00.0
0000000000000000009q`\N`\N`0000000000000000009q`384`t`t`t`t`2013-05-10 00:00:00.0
000000000000000000ho`\N`\N`000000000000000000ho`670`1`1`1`1`2013-05-09 00:00:00.0
000000000000000001tt`\N`\N`000000000000000001tt`2403`7`7`7`7`2013-05-15 00:00:00.0
000000000000000000k1`\N`\N`000000000000000000k1`755`o`o`o`o`2013-05-18 00:00:00.0
000000000000000001xr`\N`\N`000000000000000001xr`2545`k`k`k`k`2013-05-14 00:00:00.0
000000000000000003m0`\N`\N`000000000000000003m0`4714`c`c`c`c`2013-05-13 00:00:00.0
00000000000000000122`\N`\N`00000000000000000122`1404`r`r`r`r`2013-05-11 00:00:00.0
000000000000000000li`\N`\N`000000000000000000li`808`a`a`a`a`2013-05-16 00:00:00.0
000000000000000001uz`\N`\N`000000000000000001uz`2445`6`6`6`6`2013-05-12 00:00:00.0
000000000000000001nr`\N`\N`000000000000000001nr`2185`5`5`5`5`2013-05-17 00:00:00.0
000000000000000001uj`\N`\N`000000000000000001uj`2429`z`z`z`z`2013-05-10 00:00:00.0
000000000000000000xj`\N`\N`000000000000000000xj`1241`3`3`3`3`2013-05-09 00:00:00.0
000000000000000000wc`\N`\N`000000000000000000wc`1198`l`l`l`l`2013-05-15 00:00:00.0
00000000000000000319`\N`\N`00000000000000000319`3967`j`j`j`j`2013-05-18 00:00:00.0
000000000000000001ge`\N`\N`000000000000000001ge`1920`w`w`w`w`2013-05-14 00:00:00.0
000000000000000000x9`\N`\N`000000000000000000x9`1231`m`m`m`m`2013-05-13 00:00:00.0
000000000000000000fy`\N`\N`000000000000000000fy`608`n`n`n`n`2013-05-11 00:00:00.0
000000000000000002yt`\N`\N`000000000000000002yt`3879`g`g`g`g`2013-05-16 00:00:00.0
000000000000000003xa`\N`\N`000000000000000003xa`5120`b`b`b`b`2013-05-12 00:00:00.0
000000000000000001j3`\N`\N`000000000000000001j3`2017`y`y`y`y`2013-05-17 00:00:00.0
000000000000000001af`\N`\N`000000000000000001af`1705`q`q`q`q`2013-05-10 00:00:00.0
0000000000000000022k`\N`\N`0000000000000000022k`2718`u`u`u`u`2013-05-09 00:00:00.0
0000000000000000019l`\N`\N`0000000000000000019l`1675`8`8`8`8`2013-05-15 00:00:00.0
000000000000000000wy`\N`\N`000000000000000000wy`1220`h`h`h`h`2013-05-18 00:00:00.0
000000000000000002t8`\N`\N`000000000000000002t8`3678`i`i`i`i`2013-05-14 00:00:00.0
000000000000000003qp`\N`\N`000000000000000003qp`4883`p`p`p`p`2013-05-13 00:00:00.0
000000000000000001rz`\N`\N`000000000000000001rz`2337`d`d`d`d`2013-05-11 00:00:00.0
000000000000000000vk`\N`\N`000000000000000000vk`1170`v`v`v`v`2013-05-16 00:00:00.0
0000000000000000019v`\N`\N`0000000000000000019v`1685`f`f`f`f`2013-05-12 00:00:00.0
000000000000000002eh`\N`\N`000000000000000002eh`3147`4`4`4`4`2013-05-17 00:00:00.0
000000000000000002qd`\N`\N`000000000000000002qd`3575`s`s`s`s`2013-05-10 00:00:00.0
000000000000000000s1`\N`\N`000000000000000000s1`1043`9`9`9`9`2013-05-09 00:00:00.0
000000000000000001w7`\N`\N`000000000000000001w7`2489`2`2`2`2`2013-05-15 00:00:00.0
000000000000000003nv`\N`\N`000000000000000003nv`4781`e`e`e`e`2013-05-18 00:00:00.0
0000000000000000024e`\N`\N`0000000000000000024e`2784`x`x`x`x`2013-05-14 00:00:00.0
000000000000000001ne`\N`\N`000000000000000001ne`2172`t`t`t`t`2013-05-13 00:00:00.0
000000000000000002fh`\N`\N`000000000000000002fh`3183`1`1`1`1`2013-05-11 00:00:00.0
00000000000000000338`\N`\N`00000000000000000338`4038`7`7`7`7`2013-05-16 00:00:00.0
000000000000000001rg`\N`\N`000000000000000001rg`2318`o`o`o`o`2013-05-12 00:00:00.0
000000000000000003ll`\N`\N`000000000000000003ll`4699`k`k`k`k`2013-05-17 00:00:00.0
000000000000000003w6`\N`\N`000000000000000003w6`5080`c`c`c`c`2013-05-10 00:00:00.0
0000000000000000026x`\N`\N`0000000000000000026x`2875`r`r`r`r`2013-05-09 00:00:00.0
0000000000000000020d`\N`\N`0000000000000000020d`2639`a`a`a`a`2013-05-15 00:00:00.0
000000000000000002rq`\N`\N`000000000000000002rq`3624`6`6`6`6`2013-05-18 00:00:00.0
000000000000000001a7`\N`\N`000000000000000001a7`1697`5`5`5`5`2013-05-14 00:00:00.0
000000000000000003qx`\N`\N`000000000000000003qx`4891`z`z`z`z`2013-05-13 00:00:00.0
000000000000000002ly`\N`\N`000000000000000002ly`3416`3`3`3`3`2013-05-11 00:00:00.0
000000000000000003ha`\N`\N`000000000000000003ha`4544`l`l`l`l`2013-05-16 00:00:00.0
0000000000000000011v`\N`\N`0000000000000000011v`1397`j`j`j`j`2013-05-12 00:00:00.0
000000000000000000a1`\N`\N`000000000000000000a1`395`w`w`w`w`2013-05-17 00:00:00.0
000000000000000000zp`\N`\N`000000000000000000zp`1319`m`m`m`m`2013-05-10 00:00:00.0
000000000000000003y1`\N`\N`000000000000000003y1`5147`n`n`n`n`2013-05-09 00:00:00.0
0000000000000000014h`\N`\N`0000000000000000014h`1491`g`g`g`g`2013-05-15 00:00:00.0
000000000000000003yh`\N`\N`000000000000000003yh`5163`b`b`b`b`2013-05-18 00:00:00.0
000000000000000001up`\N`\N`000000000000000001up`2435`y`y`y`y`2013-05-14 00:00:00.0
0000000000000000017d`\N`\N`0000000000000000017d`1595`q`q`q`q`2013-05-13 00:00:00.0
000000000000000001kk`\N`\N`000000000000000001kk`2070`u`u`u`u`2013-05-11 00:00:00.0
00000000000000000014`\N`\N`00000000000000000014`74`8`8`8`8`2013-05-16 00:00:00.0
000000000000000001tk`\N`\N`000000000000000001tk`2394`h`h`h`h`2013-05-12 00:00:00.0
000000000000000003kt`\N`\N`000000000000000003kt`4671`i`i`i`i`2013-05-17 00:00:00.0
000000000000000002ma`\N`\N`000000000000000002ma`3428`p`p`p`p`2013
