00000000000000000092`000000000000001`\N`323`323`\N`1970-08-08 02:00:00.0`1980-02-14 01:00:00.0`4871`2012-10-18 02:00:00.0`2013-05-08 02:00:00.0`280
000000000000000000b8`000000000000002`\N`326`326`\N`1970-07-30 02:00:00.0`1980-02-08 01:00:00.0`498`2012-10-21 02:00:00.0`2013-05-08 02:00:00.0`192
000000000000000000bi`000000000000004`\N`404`404`\N`1971-05-18 01:00:00.0`1980-01-05 01:00:00.0`508`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`74
000000000000000000ab`000000000000005`\N`414`414`\N`1971-05-21 01:00:00.0`1980-04-06 01:00:00.0`4`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`610
00000000000000000044`000000000000007`\N`371`371`\N`1971-08-07 02:00:00.0`1980-02-25 01:00:00.0`6191`2012-10-14 02:00:00.0`2013-05-08 02:00:00.0`700
0000000000000000004d`000000000000003`\N`448`448`\N`1971-08-17 02:00:00.0`1980-01-18 01:00:00.0`6200`2012-10-22 02:00:00.0`2013-05-08 02:00:00.0`13
0000000000000000001a`000000000000006`\N`148`148`\N`1971-07-05 02:00:00.0`1980-02-29 01:00:00.0`3914`2012-10-19 02:00:00.0`2013-05-08 02:00:00.0`313
00000000000000000057`000000000000001`\N`157`157`\N`1971-12-19 01:00:00.0`1980-01-02 01:00:00.0`6230`2012-10-15 02:00:00.0`2013-05-08 02:00:00.0`41
0000000000000000007z`000000000000002`\N`46`46`\N`1971-09-20 02:00:00.0`1980-02-21 01:00:00.0`4832`2012-10-20 02:00:00.0`2013-05-08 02:00:00.0`32
000000000000000000b3`000000000000004`\N`187`187`\N`1971-12-30 01:00:00.0`1980-03-09 01:00:00.0`493`2012-10-13 02:00:00.0`2013-05-08 02:00:00.0`324
0000000000000000007w`000000000000005`\N`287`287`\N`1970-11-24 01:00:00.0`1980-04-03 01:00:00.0`4829`2012-10-12 02:00:00.0`2013-05-08 02:00:00.0`327
0000000000000000008x`000000000000007`\N`399`399`\N`1970-12-03 01:00:00.0`1980-01-24 01:00:00.0`4866`2012-10-18 02:00:00.0`2013-05-08 02:00:00.0`405
0000000000000000007m`000000000000003`\N`284`284`\N`1970-08-14 02:00:00.0`1980-03-20 01:00:00.0`4819`2012-10-21 02:00:00.0`2013-05-08 02:00:00.0`415
0000000000000000001p`000000000000006`\N`321`321`\N`1971-01-02 01:00:00.0`1980-03-02 01:00:00.0`6282`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`675
0000000000000000006t`000000000000001`\N`274`274`\N`1971-04-12 01:00:00.0`1980-03-07 01:00:00.0`4790`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`372
0000000000000000008s`000000000000002`\N`61`61`\N`1971-08-02 02:00:00.0`1980-03-29 01:00:00.0`4861`2012-10-14 02:00:00.0`2013-05-08 02:00:00.0`566
00000000000000000040`000000000000004`\N`245`245`\N`1971-04-09 01:00:00.0`1980-04-01 01:00:00.0`6187`2012-10-22 02:00:00.0`2013-05-08 02:00:00.0`565
000000000000000000ac`000000000000005`\N`316`316`\N`1971-05-16 01:00:00.0`1980-02-01 01:00:00.0`5`2012-10-19 02:00:00.0`2013-05-08 02:00:00.0`539
0000000000000000006f`000000000000007`\N`144`144`\N`1971-03-30 01:00:00.0`1980-02-28 01:00:00.0`6274`2012-10-15 02:00:00.0`2013-05-08 02:00:00.0`449
0000000000000000000g`000000000000003`\N`372`480`\N`1970-08-29 02:00:00.0`1980-04-04 01:00:00.0`4769`2012-10-20 02:00:00.0`2013-05-08 02:00:00.0`550
000000000000000000bk`000000000000006`\N`231`372`\N`1971-03-01 01:00:00.0`1980-02-24 01:00:00.0`510`2012-10-13 02:00:00.0`2013-05-08 02:00:00.0`149
000000000000000000b6`000000000000001`\N`16`231`\N`1971-05-11 01:00:00.0`1980-02-27 01:00:00.0`496`2012-10-12 02:00:00.0`2013-05-08 02:00:00.0`158
000000000000000000a2`000000000000002`\N`416`16`\N`1970-11-20 01:00:00.0`1980-02-20 01:00:00.0`4909`2012-10-18 02:00:00.0`2013-05-08 02:00:00.0`47
00000000000000000097`000000000000004`\N`402`416`\N`1971-10-22 01:00:00.0`1980-03-03 01:00:00.0`4876`2012-10-21 02:00:00.0`2013-05-08 02:00:00.0`188
0000000000000000006a`000000000000005`\N`362`402`\N`1971-07-06 02:00:00.0`1980-02-07 01:00:00.0`6269`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`288
000000000000000000bl`000000000000007`\N`331`362`\N`1971-02-15 01:00:00.0`1980-04-12 02:00:00.0`511`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`400
000000000000000000al`000000000000003`\N`226`331`\N`1970-07-15 02:00:00.0`1980-01-07 01:00:00.0`475`2012-10-14 02:00:00.0`2013-05-08 02:00:00.0`285
00000000000000000079`000000000000006`\N`417`226`\N`1971-08-19 02:00:00.0`1980-01-22 01:00:00.0`4806`2012-10-22 02:00:00.0`2013-05-08 02:00:00.0`322
000000000000000000bq`000000000000001`\N`381`417`\N`1971-08-05 02:00:00.0`1980-03-08 01:00:00.0`4901`2012-10-19 02:00:00.0`2013-05-08 02:00:00.0`275
0000000000000000000t`000000000000002`\N`261`381`\N`1971-06-26 02:00:00.0`1980-01-25 01:00:00.0`3897`2012-10-15 02:00:00.0`2013-05-08 02:00:00.0`62
0000000000000000004f`000000000000004`\N`422`261`\N`1971-05-26 02:00:00.0`1980-03-24 01:00:00.0`6202`2012-10-20 02:00:00.0`2013-05-08 02:00:00.0`578
0000000000000000002q`000000000000005`\N`428`422`\N`1971-12-15 01:00:00.0`1980-02-12 01:00:00.0`6141`2012-10-13 02:00:00.0`2013-05-08 02:00:00.0`579
0000000000000000002d`000000000000007`\N`29`428`\N`1972-01-02 01:00:00.0`1980-04-18 02:00:00.0`4782`2012-10-12 02:00:00.0`2013-05-08 02:00:00.0`246
0000000000000000005c`000000000000003`\N`433`29`\N`1971-02-10 01:00:00.0`1980-01-27 01:00:00.0`6235`2012-10-18 02:00:00.0`2013-05-08 02:00:00.0`317
0000000000000000008k`000000000000006`\N`159`433`\N`1971-08-20 02:00:00.0`1980-03-30 01:00:00.0`4853`2012-10-21 02:00:00.0`2013-05-08 02:00:00.0`145
0000000000000000009u`000000000000001`\N`98`159`\N`1971-07-15 02:00:00.0`1980-01-03 01:00:00.0`4899`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`718
0000000000000000003f`000000000000002`\N`85`98`\N`1971-03-17 01:00:00.0`1980-03-18 01:00:00.0`6166`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`481
0000000000000000004r`000000000000004`\N`192`85`\N`1971-08-25 02:00:00.0`1980-01-10 01:00:00.0`6214`2012-10-14 02:00:00.0`2013-05-08 02:00:00.0`373
000000000000000000be`000000000000005`\N`308`192`\N`1971-12-13 01:00:00.0`1980-04-10 02:00:00.0`504`2012-10-22 02:00:00.0`2013-05-08 02:00:00.0`592
0000000000000000002x`000000000000007`\N`354`308`\N`1971-08-31 02:00:00.0`1980-04-21 02:00:00.0`6148`2012-10-19 02:00:00.0`2013-05-08 02:00:00.0`232
0000000000000000009q`000000000000003`\N`123`354`\N`1970-07-28 02:00:00.0`1980-02-06 01:00:00.0`4895`2012-10-15 02:00:00.0`2013-05-08 02:00:00.0`17
0000000000000000000j`000000000000006`\N`171`123`\N`1971-09-05 02:00:00.0`1980-03-11 01:00:00.0`4772`2012-10-20 02:00:00.0`2013-05-08 02:00:00.0`417
0000000000000000002r`000000000000001`\N`410`171`\N`1970-12-05 01:00:00.0`1980-03-19 01:00:00.0`6142`2012-10-13 02:00:00.0`2013-05-08 02:00:00.0`727
00000000000000000096`000000000000002`\N`105`410`\N`1970-10-05 01:00:00.0`1980-02-05 01:00:00.0`4875`2012-10-12 02:00:00.0`2013-05-08 02:00:00.0`715
0000000000000000002j`000000000000004`\N`350`105`\N`1971-12-11 01:00:00.0`1980-04-02 01:00:00.0`6134`2012-10-18 02:00:00.0`2013-05-08 02:00:00.0`403
0000000000000000009o`000000000000005`\N`19`350`\N`1970-09-22 02:00:00.0`1980-01-04 01:00:00.0`4893`2012-10-21 02:00:00.0`2013-05-08 02:00:00.0`363
00000000000000000047`000000000000007`\N`99`19`\N`1971-01-07 01:00:00.0`1980-04-13 02:00:00.0`6194`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`332
0000000000000000004n`000000000000003`\N`330`99`\N`1971-11-07 01:00:00.0`1980-04-16 02:00:00.0`6210`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`535
0000000000000000008i`000000000000006`\N`91`330`\N`1971-05-03 01:00:00.0`1980-02-17 01:00:00.0`4851`2012-10-14 02:00:00.0`2013-05-08 02:00:00.0`553
0000000000000000000b`000000000000001`\N`348`91`\N`1971-06-18 02:00:00.0`1980-03-17 01:00:00.0`4764`2012-10-22 02:00:00.0`2013-05-08 02:00:00.0`227
0000000000000000007y`000000000000002`\N`151`348`\N`1970-10-30 01:00:00.0`1980-03-27 01:00:00.0`4831`2012-10-19 02:00:00.0`2013-05-08 02:00:00.0`418
000000000000000000ad`000000000000004`\N`167`151`\N`1970-12-17 01:00:00.0`1980-02-22 01:00:00.0`6`2012-10-15 02:00:00.0`2013-05-08 02:00:00.0`382
000000000000000000af`000000000000005`\N`306`167`\N`1971-08-13 02:00:00.0`1980-03-04 01:00:00.0`4752`2012-10-20 02:00:00.0`2013-05-08 02:00:00.0`262
0000000000000000006p`000000000000007`\N`11`306`\N`1971-12-17 01:00:00.0`1980-02-10 01:00:00.0`4786`2012-10-13 02:00:00.0`2013-05-08 02:00:00.0`733
0000000000000000005w`000000000000003`\N`286`11`\N`1970-10-12 01:00:00.0`1980-02-26 01:00:00.0`6255`2012-10-12 02:00:00.0`2013-05-08 02:00:00.0`423
0000000000000000000y`000000000000006`\N`373`286`\N`1971-06-14 02:00:00.0`1980-02-04 01:00:00.0`3902`2012-10-18 02:00:00.0`2013-05-08 02:00:00.0`735
00000000000000000074`000000000000001`\N`375`373`\N`1970-07-18 02:00:00.0`1980-02-02 01:00:00.0`4801`2012-10-21 02:00:00.0`2013-05-08 02:00:00.0`720
00000000000000000091`000000000000002`\N`241`375`\N`1971-11-05 01:00:00.0`1980-04-19 02:00:00.0`4870`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`533
000000000000000000ai`000000000000004`\N`212`241`\N`1970-10-06 01:00:00.0`1980-04-11 02:00:00.0`472`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`716
0000000000000000006z`000000000000005`\N`467`212`\N`1972-01-06 01:00:00.0`1980-03-16 01:00:00.0`4796`2012-10-14 02:00:00.0`2013-05-08 02:00:00.0`429
0000000000000000004k`000000000000007`\N`34`467`\N`1971-05-25 02:00:00.0`1980-01-14 01:00:00.0`6207`2012-10-22 02:00:00.0`2013-05-08 02:00:00.0`30
0000000000000000006c`000000000000003`\N`256`34`\N`1971-11-19 01:00:00.0`1980-02-13 01:00:00.0`6271`2012-10-19 02:00:00.0`2013-05-08 02:00:00.0`434
0000000000000000004z`000000000000006`\N`325`256`\N`1970-09-28 01:00:00.0`1980-01-15 01:00:00.0`6222`2012-10-15 02:00:00.0`2013-05-08 02:00:00.0`160
00000000000000000016`000000000000001`\N`378`325`\N`1971-06-12 02:00:00.0`1980-02-19 01:00:00.0`3910`2012-10-20 02:00:00.0`2013-05-08 02:00:00.0`99
0000000000000000002b`000000000000002`\N`251`378`\N`1970-11-27 01:00:00.0`1980-01-13 01:00:00.0`6304`2012-10-13 02:00:00.0`2013-05-08 02:00:00.0`531
0000000000000000003w`000000000000004`\N`164`251`\N`1970-12-13 01:00:00.0`1980-03-26 01:00:00.0`6183`2012-10-12 02:00:00.0`2013-05-08 02:00:00.0`664
0000000000000000003o`000000000000005`\N`228`472`\N`1971-05-01 01:00:00.0`1980-02-23 01:00:00.0`6175`2012-10-18 02:00:00.0`2013-05-08 02:00:00.0`86
000000000000000000b9`000000000000007`\N`179`164`\N`1970-07-10 02:00:00.0`1980-01-06 01:00:00.0`499`2012-10-21 02:00:00.0`2013-05-08 02:00:00.0`193
0000000000000000009h`000000000000003`\N`42`228`\N`1971-04-11 01:00:00.0`1980-01-20 01:00:00.0`4886`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`641
000000000000000000bc`000000000000006`\N`83`179`\N`1971-07-07 02:00:00.0`1980-03-14 01:00:00.0`502`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`497
0000000000000000009r`000000000000001`\N`140`42`\N`1971-07-09 02:00:00.0`1980-01-23 01:00:00.0`4896`2012-10-14 02:00:00.0`2013-05-08 02:00:00.0`309
00000000000000000019`000000000000002`\N`132`83`\N`1971-02-25 01:00:00.0`1980-03-12 01:00:00.0`3913`2012-10-22 02:00:00.0`2013-05-08 02:00:00.0`355
0000000000000000004h`000000000000004`\N`405`140`\N`1971-01-27 01:00:00.0`1980-01-08 01:00:00.0`6204`2012-10-19 02:00:00.0`2013-05-08 02:00:00.0`124
00000000000000000046`000000000000005`\N`440`132`\N`1971-10-09 01:00:00.0`1980-02-18 01:00:00.0`6193`2012-10-15 02:00:00.0`2013-05-08 02:00:00.0`172
00000000000000000013`000000000000007`\N`341`405`\N`1970-08-02 02:00:00.0`1980-04-05 01:00:00.0`3907`2012-10-20 02:00:00.0`2013-05-08 02:00:00.0`411
00000000000000000005`000000000000003`\N`464`440`\N`1971-03-12 01:00:00.0`1980-04-15 02:00:00.0`4758`2012-10-13 02:00:00.0`2013-05-08 02:00:00.0`571
0000000000000000003m`000000000000006`\N`408`341`\N`1971-11-28 01:00:00.0`1980-01-17 01:00:00.0`6173`2012-10-12 02:00:00.0`2013-05-08 02:00:00.0`695
0000000000000000009t`000000000000001`\N`351`464`\N`1971-05-20 01:00:00.0`1980-03-22 01:00:00.0`4898`2012-10-18 02:00:00.0`2013-05-08 02:00:00.0`537
0000000000000000002p`000000000000002`\N`45`408`\N`1971-07-12 02:00:00.0`1980-01-21 01:00:00.0`6140`2012-10-21 02:00:00.0`2013-05-08 02:00:00.0`106
00000000000000000085`000000000000004`\N`161`351`\N`1971-03-07 01:00:00.0`1980-03-10 01:00:00.0`4838`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`713
0000000000000000008g`000000000000005`\N`150`45`\N`1971-10-14 01:00:00.0`1980-03-06 01:00:00.0`4849`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`351
0000000000000000006j`000000000000007`\N`39`161`\N`1970-12-10 01:00:00.0`1980-03-15 01:00:00.0`6128`2012-10-14 02:00:00.0`2013-05-08 02:00:00.0`20
0000000000000000001k`000000000000003`\N`5`150`\N`1971-02-12 01:00:00.0`1980-03-05 01:00:00.0`6127`2012-10-22 02:00:00.0`2013-05-08 02:00:00.0`495
000000000000000000b2`000000000000006`\N`130`39`\N`1970-12-25 01:00:00.0`1980-01-28 01:00:00.0`492`2012-10-19 02:00:00.0`2013-05-08 02:00:00.0`737
00000000000000000076`000000000000001`\N`353`5`\N`1970-08-10 02:00:00.0`1980-03-21 01:00:00.0`4803`2012-10-15 02:00:00.0`2013-05-08 02:00:00.0`100
0000000000000000004i`000000000000002`\N`97`130`\N`1970-09-20 02:00:00.0`1980-03-28 01:00:00.0`6205`2012-10-20 02:00:00.0`2013-05-08 02:00:00.0`557
0000000000000000004w`000000000000004`\N`293`353`\N`1970-11-16 01:00:00.0`1980-01-09 01:00:00.0`6219`2012-10-13 02:00:00.0`2013-05-08 02:00:00.0`331
000000000000000000aq`000000000000005`\N`304`97`\N`1970-11-08 01:00:00.0`1980-01-30 01:00:00.0`480`2012-10-12 02:00:00.0`2013-05-08 02:00:00.0`509
000000000000000000a5`000000000000007`\N`449`293`\N`1971-08-08 02:00:00.0`1980-04-09 02:00:00.0`4912`2012-10-18 02:00:00.0`2013-05-08 02:00:00.0`92
000000000000000000bd`000000000000003`\N`235`304`\N`1971-09-12 02:00:00.0`1980-01-01 01:00:00.0`503`2012-10-21 02:00:00.0`2013-05-08 02:00:00.0`349
0000000000000000000i`000000000000006`\N`56`449`\N`1971-06-05 02:00:00.0`1980-01-26 01:00:00.0`4771`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`152
0000000000000000001o`000000000000001`\N`447`235`\N`1971-10-06 01:00:00.0`1980-04-20 02:00:00.0`6281`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`168
0000000000000000005k`000000000000002`\N`398`56`\N`1971-12-07 01:00:00.0`1980-02-16 01:00:00.0`6243`2012-10-14 02:00:00.0`2013-05-08 02:00:00.0`307
0000000000000000004b`000000000000004`\N`258`447`\N`1971-08-11 02:00:00.0`1980-04-17 02:00:00.0`6198`2012-10-22 02:00:00.0`2013-05-08 02:00:00.0`12
00000000000000000002`000000000000005`\N`162`481`\N`1971-11-29 01:00:00.0`1980-03-13 01:00:00.0`4755`2012-10-19 02:00:00.0`2013-05-08 02:00:00.0`287
0000000000000000001g`000000000000007`\N`176`398`\N`1971-06-15 02:00:00.0`1980-01-12 01:00:00.0`3920`2012-10-15 02:00:00.0`2013-05-08 02:00:00.0`374
0000000000000000009j`000000000000003`\N`386`258`\N`1970-08-13 02:00:00.0`1980-02-09 01:00:00.0`4888`2012-10-20 02:00:00.0`2013-05-08 02:00:00.0`618
0000000000000000008v`000000000000006`\N`365`162`\N`1970-12-07 01:00:00.0`1980-01-31 01:00:00.0`4864`2012-10-13 02:00:00.0`2013-05-08 02:00:00.0`376
00000000000000000066`000000000000001`\N`409`176`\N`1970-11-26 01:00:00.0`1980-02-15 01:00:00.0`6265`2012-10-12 02:00:00.0`2013-05-08 02:00:00.0`670
0000000000000000001x`000000000000002`\N`18`386`\N`1971-11-11 01:00:00.0`1980-03-01 01:00:00.0`6290`2012-10-18 02:00:00.0`2013-05-08 02:00:00.0`242
0000000000000000006e`000000000000004`\N`468`365`\N`1971-11-17 01:00:00.0`1980-01-16 01:00:00.0`6273`2012-10-21 02:00:00.0`2013-05-08 02:00:00.0`213
0000000000000000002m`000000000000005`\N`60`409`\N`1970-08-07 02:00:00.0`1980-01-29 01:00:00.0`6137`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`468
000000000000000000bf`000000000000007`\N`200`18`\N`1970-07-04 02:00:00.0`1980-04-07 02:00:00.0`505`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`35
000000000000000000a1`000000000000003`\N`155`468`\N`1970-11-06 01:00:00.0`1980-03-25 01:00:00.0`4908`2012-10-14 02:00:00.0`2013-05-08 02:00:00.0`257
0000000000000000008h`000000000000006`\N`2`60`\N`1971-06-17 02:00:00.0`1980-04-14 02:00:00.0`4850`2012-10-22 02:00:00.0`2013-05-08 02:00:00.0`603
0000000000000000009k`000000000000001`\N`52`200`\N`1970-10-04 01:00:00.0`1980-01-19 01:00:00.0`4889`2012-10-19 02:00:00.0`2013-05-08 02:00:00.0`518
00000000000000000060`000000000000002`\N`343`155`\N`1971-11-15 01:00:00.0`1980-04-08 02:00:00.0`6259`2012-10-15 02:00:00.0`2013-05-08 02:00:00.0`326
000000000000000000am`000000000000004`\N`319`2`\N`1971-04-18 01:00:00.0`1980-03-31 01:00:00.0`476`2012-10-20 02:00:00.0`2013-05-08 02:00:00.0`379
00000000000000000042`000000000000005`\N`222`52`\N`1972-01-05 01:00:00.0`1980-01-11 01:00:00.0`6189`2012-10-13 02:00:00.0`2013-05-08 02:00:00.0`252
0000000000000000005t`000000000000007`\N`69`343`\N`1971-04-29 01:00:00.0`1980-02-03 01:00:00.0`6252`2012-10-12 02:00:00.0`2013-05-08 02:00:00.0`473
000000000000000000at`000000000000003`\N`230`319`\N`1971-09-21 02:00:00.0`1980-02-11 01:00:00.0`483`2012-10-18 02:00:00.0`2013-05-08 02:00:00.0`165
0000000000000000000o`000000000000006`\N`94`222`\N`1971-02-19 01:00:00.0`1980-03-23 01:00:00.0`4777`2012-10-21 02:00:00.0`2013-05-08 02:00:00.0`229
00000000000000000028`000000000000001`\N`426`69`\N`1970-08-24 02:00:00.0`1980-02-14 01:00:00.0`6301`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`590
0000000000000000001q`000000000000002`\N`411`230`\N`1971-09-19 02:00:00.0`1980-02-08 01:00:00.0`6283`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`180
0000000000000000009f`000000000000004`\N`361`94`\N`1971-12-04 01:00:00.0`1980-01-05 01:00:00.0`4884`2012-10-14 02:00:00.0`2013-05-08 02:00:00.0`619
0000000000000000003d`000000000000005`\N`305`426`\N`1971-10-23 01:00:00.0`1980-04-06 01:00:00.0`6164`2012-10-22 02:00:00.0`2013-05-08 02:00:00.0`43
0000000000000000003b`000000000000007`\N`344`411`\N`1971-08-01 02:00:00.0`1980-02-25 01:00:00.0`6162`2012-10-19 02:00:00.0`2013-05-08 02:00:00.0`84
0000000000000000001v`000000000000003`\N`216`361`\N`1971-03-14 01:00:00.0`1980-01-18 01:00:00.0`6288`2012-10-15 02:00:00.0`2013-05-08 02:00:00.0`141
0000000000000000002h`000000000000006`\N`382`305`\N`1970-12-08 01:00:00.0`1980-02-29 01:00:00.0`5340`2012-10-20 02:00:00.0`2013-05-08 02:00:00.0`614
00000000000000000088`000000000000001`\N`146`344`\N`1970-12-22 01:00:00.0`1980-01-02 01:00:00.0`4841`2012-10-13 02:00:00.0`2013-05-08 02:00:00.0`699
0000000000000000008q`000000000000002`\N`209`474`\N`1971-12-21 01:00:00.0`1980-02-21 01:00:00.0`4859`2012-10-12 02:00:00.0`2013-05-08 02:00:00.0`646
0000000000000000002k`000000000000004`\N`389`216`\N`1971-07-20 02:00:00.0`1980-03-09 01:00:00.0`6135`2012-10-18 02:00:00.0`2013-05-08 02:00:00.0`627
000000000000000000ae`000000000000005`\N`24`382`\N`1971-06-29 02:00:00.0`1980-04-03 01:00:00.0`4751`2012-10-21 02:00:00.0`2013-05-08 02:00:00.0`133
0000000000000000003e`000000000000007`\N`80`146`\N`1971-08-12 02:00:00.0`1980-01-24 01:00:00.0`6165`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`406
00000000000000000041`000000000000003`\N`62`209`\N`1971-12-25 01:00:00.0`1980-03-20 01:00:00.0`6188`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`441
00000000000000000043`000000000000006`\N`339`389`\N`1970-07-17 02:00:00.0`1980-03-02 01:00:00.0`6190`2012-10-14 02:00:00.0`2013-05-08 02:00:00.0`342
00000000000000000080`000000000000001`\N`121`24`\N`1971-10-10 01:00:00.0`1980-03-07 01:00:00.0`4833`2012-10-22 02:00:00.0`2013-05-08 02:00:00.0`465
0000000000000000004t`000000000000002`\N`119`80`\N`1970-08-28 02:00:00.0`1980-03-29 01:00:00.0`6216`2012-10-19 02:00:00.0`2013-05-08 02:00:00.0`527
0000000000000000000w`000000000000004`\N`67`62`\N`1972-01-01 01:00:00.0`1980-04-01 01:00:00.0`3900`2012-10-15 02:00:00.0`2013-05-08 02:00:00.0`560
000000000000000000bn`000000000000005`\N`89`339`\N`1971-01-15 01:00:00.0`1980-02-01 01:00:00.0`513`2012-10-20 02:00:00.0`2013-05-08 02:00:00.0`409
0000000000000000001n`000000000000007`\N`296`121`\N`1970-12-01 01:00:00.0`1980-02-28 01:00:00.0`6280`2012-10-13 02:00:00.0`2013-05-08 02:00:00.0`519
0000000000000000002n`000000000000003`\N`314`119`\N`1971-10-31 01:00:00.0`1980-04-04 01:00:00.0`6138`2012-10-12 02:00:00.0`2013-05-08 02:00:00.0`352
0000000000000000001j`000000000000006`\N`92`67`\N`1970-07-01 02:00:00.0`1980-02-24 01:00:00.0`3`2012-10-18 02:00:00.0`2013-05-08 02:00:00.0`46
000000000000000000bp`000000000000001`\N`374`89`\N`1970-08-20 02:00:00.0`1980-02-27 01:00:00.0`515`2012-10-21 02:00:00.0`2013-05-08 02:00:00.0`162
0000000000000000001m`000000000000002`\N`122`296`\N`1971-06-07 02:00:00.0`1980-02-20 01:00:00.0`6279`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`151
