0000000000000000005x`5525`0000000000000000005x`0000000000000000000j`\N`\N`1974-11-28 01:00:00.0`1970-04-19 01:00:00.0`00000000000005x`191`73`00000000000000000001`32`19`\N`000000000000001`23`27`213`\N`22`27`213`\N`213`213`213`213`5`33`2`000000000000001`27`\N`\N`2012-07-28 02:00:00.0`2012-08-08 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000dp`5805`000000000000000000dp`0000000000000000000w`\N`\N`1975-08-07 02:00:00.0`1970-12-27 01:00:00.0`0000000000000dp`73`12`00000000000000000002`22`32`\N`000000000000001`16`10`493`\N`23`10`493`\N`493`493`493`493`7`70`8`000000000000001`10`\N`\N`2012-08-02 02:00:00.0`2012-07-28 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000jq`6022`000000000000000000jq`0000000000000000000m`\N`\N`1975-05-18 01:00:00.0`1970-10-07 01:00:00.0`0000000000000jq`12`312`00000000000000000004`23`22`\N`000000000000001`11`6`298`\N`16`6`298`\N`298`710`710`710`3`47`13`000000000000001`6`\N`\N`2012-07-26 02:00:00.0`2012-08-02 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000008a`5610`0000000000000000008a`0000000000000000000n`\N`\N`1975-02-19 01:00:00.0`1970-07-11 02:00:00.0`00000000000008a`312`40`00000000000000000003`16`23`\N`000000000000001`26`42`657`\N`11`42`657`\N`685`298`298`298`6`39`11`000000000000001`42`\N`\N`2012-08-07 02:00:00.0`2012-07-26 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000j1`5997`000000000000000000j1`0000000000000000000g`\N`\N`1974-10-24 01:00:00.0`1970-03-15 01:00:00.0`0000000000000j1`40`31`00000000000000000001`11`16`\N`000000000000001`8`38`172`\N`26`38`172`\N`657`685`685`685`1`62`7`000000000000001`38`\N`\N`2012-07-25 02:00:00.0`2012-08-07 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000i9`5969`000000000000000000i9`0000000000000000000b`\N`\N`1974-08-24 02:00:00.0`1970-01-13 01:00:00.0`0000000000000i9`31`323`00000000000000000002`34`11`\N`000000000000001`17`44`436`\N`30`44`436`\N`172`657`657`657`2`85`6`000000000000001`44`\N`\N`2012-07-31 02:00:00.0`2012-07-25 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000004s`5484`0000000000000000004s`0000000000000000000y`\N`\N`1975-06-20 02:00:00.0`1970-11-09 01:00:00.0`00000000000004s`323`326`00000000000000000004`26`34`\N`000000000000001`18`5`237`\N`8`5`237`\N`436`172`172`172`4`93`4`000000000000001`5`\N`\N`2012-08-05 02:00:00.0`2012-07-31 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000c4`5748`000000000000000000c4`00000000000000000010`\N`\N`1974-09-21 02:00:00.0`1970-02-10 01:00:00.0`0000000000000c4`326`148`00000000000000000003`30`26`\N`000000000000001`25`35`108`\N`17`35`108`\N`237`436`436`436`8`31`12`000000000000001`35`\N`\N`2012-08-03 02:00:00.0`2012-08-05 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000006l`5549`0000000000000000006l`0000000000000000000q`\N`\N`1974-09-12 02:00:00.0`1970-02-01 01:00:00.0`00000000000006l`148`157`00000000000000000001`8`30`\N`000000000000001`13`43`360`\N`18`43`360`\N`108`237`237`237`5`96`9`000000000000001`43`\N`\N`2012-07-30 02:00:00.0`2012-08-03 02:00:00.0`2013-05-08 02:00:00.0
00000000000000000030`5420`00000000000000000030`0000000000000000000u`\N`\N`1975-07-01 02:00:00.0`1970-11-20 01:00:00.0`000000000000030`157`46`00000000000000000002`17`8`\N`000000000000001`15`3`279`\N`25`3`279`\N`360`108`108`108`7`90`5`000000000000001`3`\N`\N`2012-07-29 02:00:00.0`2012-07-30 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000ly`6102`000000000000000000ly`00000000000000000008`\N`\N`1975-07-04 02:00:00.0`1970-11-23 01:00:00.0`0000000000000ly`46`187`00000000000000000004`18`17`\N`000000000000001`4`21`191`\N`13`21`191`\N`279`360`360`360`3`56`10`000000000000001`21`\N`\N`2012-07-27 02:00:00.0`2012-07-29 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000a0`5672`000000000000000000a0`0000000000000000000h`\N`\N`1975-09-20 02:00:00.0`1971-02-09 01:00:00.0`0000000000000a0`187`287`00000000000000000003`25`18`\N`000000000000001`9`46`73`\N`31`46`73`\N`191`279`279`279`6`45`3`000000000000001`46`\N`\N`2012-08-09 02:00:00.0`2012-07-27 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000007r`5591`0000000000000000007r`0000000000000000000i`\N`\N`1975-08-18 02:00:00.0`1971-01-07 01:00:00.0`00000000000007r`287`284`00000000000000000001`13`25`\N`000000000000001`2`19`609`\N`15`19`609`\N`73`191`191`191`1`4`2`000000000000001`19`\N`\N`2012-08-04 02:00:00.0`2012-08-09 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000005b`5503`0000000000000000005b`0000000000000000000p`\N`\N`1975-01-07 01:00:00.0`1970-05-29 01:00:00.0`00000000000005b`284`321`00000000000000000002`31`13`\N`000000000000001`14`32`12`\N`4`32`12`\N`609`73`73`73`2`69`8`000000000000001`32`\N`\N`2012-08-01 02:00:00.0`2012-08-04 02:00:00.0`2013-05-08 02:00:00.0
00000000000000000021`5385`00000000000000000021`0000000000000000000d`\N`\N`1975-01-16 01:00:00.0`1970-06-07 02:00:00.0`000000000000021`321`274`00000000000000000004`15`31`\N`000000000000001`1`22`312`000000000000001`28`22`312`000000000000001`12`609`609`609`4`8`13`000000000000001`22`\N`\N`2012-08-06 02:00:00.0`2012-08-01 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000gx`5921`000000000000000000gx`0000000000000000000v`\N`\N`1974-09-27 02:00:00.0`1970-02-16 01:00:00.0`0000000000000gx`274`61`00000000000000000003`4`15`\N`000000000000001`7`53`40`000000000000001`9`53`40`000000000000002`312`699`699`699`8`53`11`000000000000001`53`\N`\N`2012-08-08 02:00:00.0`2012-08-10 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000jf`6011`000000000000000000jf`0000000000000000000f`\N`\N`1975-02-15 01:00:00.0`1970-07-07 02:00:00.0`0000000000000jf`61`245`00000000000000000001`28`4`\N`000000000000001`24`52`31`000000000000001`2`52`31`000000000000001`40`12`12`12`5`103`7`000000000000001`52`\N`\N`2012-07-28 02:00:00.0`2012-08-06 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000000c`4765`0000000000000000000c`00000000000000000004`\N`\N`1975-05-26 01:00:00.0`1970-10-15 01:00:00.0`00000000000000c`245`316`00000000000000000002`9`28`\N`000000000000001`20`23`323`000000000000001`14`23`323`000000000000002`31`312`312`312`7`17`6`000000000000001`23`\N`\N`2012-08-02 02:00:00.0`2012-08-08 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000008o`5624`0000000000000000008o`0000000000000000000s`\N`\N`1975-09-15 02:00:00.0`1971-02-04 01:00:00.0`00000000000008o`316`144`00000000000000000004`2`9`\N`000000000000001`12`60`326`000000000000001`29`60`326`000000000000001`323`40`40`40`3`42`4`000000000000001`16`\N`\N`2012-07-26 02:00:00.0`2012-07-28 02:00:00.0`2013-05-08 02:00:00.0
00000000000000000014`5352`00000000000000000014`00000000000000000009`\N`\N`1975-05-23 01:00:00.0`1970-10-12 01:00:00.0`000000000000014`144`231`00000000000000000003`14`2`\N`000000000000001`10`16`404`000000000000001`1`16`404`000000000000002`326`31`31`31`6`75`12`000000000000001`11`\N`\N`2012-08-07 02:00:00.0`2012-08-02 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000000v`5343`0000000000000000000v`00000000000000000002`\N`\N`1975-06-29 02:00:00.0`1970-11-18 01:00:00.0`00000000000000v`231`16`00000000000000000001`33`14`\N`000000000000001`6`11`414`000000000000001`7`11`414`000000000000001`404`323`323`323`1`28`9`000000000000001`34`\N`\N`2012-07-25 02:00:00.0`2012-07-26 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000me`6118`000000000000000000me`0000000000000000000e`\N`\N`1975-05-13 01:00:00.0`1970-10-02 01:00:00.0`0000000000000me`16`226`00000000000000000002`29`33`\N`000000000000001`5`34`674`000000000000001`24`34`674`000000000000002`414`326`326`326`2`10`5`000000000000001`36`\N`\N`2012-07-31 02:00:00.0`2012-08-07 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000lk`6088`000000000000000000lk`0000000000000000000x`\N`\N`1974-10-12 01:00:00.0`1970-03-03 01:00:00.0`0000000000000lk`331`261`00000000000000000004`1`29`\N`000000000000001`3`36`371`000000000000001`20`36`371`000000000000001`674`404`404`404`4`15`10`000000000000001`50`\N`\N`2012-08-05 02:00:00.0`2012-07-25 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000008z`5635`0000000000000000008z`0000000000000000000t`\N`\N`1975-04-14 01:00:00.0`1970-09-03 02:00:00.0`00000000000008z`226`29`00000000000000000003`7`1`\N`000000000000001`21`50`565`000000000000001`12`50`565`000000000000002`371`414`414`414`8`37`3`000000000000001`47`\N`\N`2012-08-03 02:00:00.0`2012-07-31 02:00:00.0`2013-05-08 02:00:00.0
00000000000000000092`5638`00000000000000000092`00000000000000000001`\N`\N`1975-06-24 02:00:00.0`1970-11-13 01:00:00.0`000000000000092`261`159`00000000000000000001`24`7`\N`000000000000001`19`47`564`000000000000001`27`47`564`000000000000001`565`674`674`674`5`40`2`000000000000001`26`\N`\N`2012-07-30 02:00:00.0`2012-08-05 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000b8`5716`000000000000000000b8`00000000000000000007`\N`\N`1975-01-03 01:00:00.0`1970-05-25 01:00:00.0`0000000000000b8`29`98`00000000000000000002`20`24`\N`000000000000001`22`26`538`000000000000001`10`26`538`000000000000002`564`371`371`371`7`83`8`000000000000001`30`\N`\N`2012-07-29 02:00:00.0`2012-08-03 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000bi`5726`000000000000000000bi`0000000000000000000o`\N`\N`1975-08-19 02:00:00.0`1971-01-08 01:00:00.0`0000000000000bi`159`85`00000000000000000004`12`20`\N`000000000000001`23`30`448`000000000000001`6`30`448`000000000000001`538`565`565`565`3`7`13`000000000000001`8`\N`\N`2012-07-27 02:00:00.0`2012-07-30 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000iq`5986`000000000000000000iq`0000000000000000000k`\N`\N`1975-03-31 01:00:00.0`1970-08-20 02:00:00.0`0000000000000iq`98`192`00000000000000000003`27`12`\N`000000000000001`16`8`549`000000000000001`5`8`549`000000000000002`448`564`564`564`6`43`11`000000000000001`56`\N`\N`2012-08-09 02:00:00.0`2012-07-29 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000ab`5683`000000000000000000ab`0000000000000000000c`\N`\N`1974-08-28 02:00:00.0`1970-01-17 01:00:00.0`0000000000000ab`85`308`00000000000000000001`10`27`\N`000000000000001`11`56`148`000000000000001`3`56`148`000000000000001`549`538`538`538`1`3`7`000000000000001`17`\N`\N`2012-08-04 02:00:00.0`2012-07-27 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000fp`5877`000000000000000000fp`0000000000000000000r`\N`\N`1975-09-18 02:00:00.0`1971-02-07 01:00:00.0`0000000000000fp`192`123`00000000000000000002`6`10`\N`000000000000001`26`17`157`000000000000001`21`17`157`000000000000002`148`448`448`448`2`6`6`000000000000001`18`\N`\N`2012-08-01 02:00:00.0`2012-08-09 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000fo`5876`000000000000000000fo`0000000000000000000a`\N`\N`1975-08-09 02:00:00.0`1970-12-29 01:00:00.0`0000000000000fo`308`171`00000000000000000004`5`6`\N`000000000000001`8`18`46`000000000000001`19`18`46`000000000000001`157`549`549`549`4`102`4`000000000000001`25`\N`\N`2012-08-06 02:00:00.0`2012-08-04 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000ey`5850`000000000000000000ey`00000000000000000006`\N`\N`1975-07-09 02:00:00.0`1970-11-28 01:00:00.0`0000000000000ey`354`105`00000000000000000003`3`5`\N`000000000000001`17`25`187`000000000000001`22`25`187`000000000000002`46`148`148`148`8`11`12`000000000000001`13`\N`\N`2012-08-08 02:00:00.0`2012-08-01 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000cg`5760`000000000000000000cg`00000000000000000005`\N`\N`1975-03-26 01:00:00.0`1970-08-15 02:00:00.0`0000000000000cg`123`19`00000000000000000001`21`35`\N`000000000000001`18`13`287`000000000000001`23`13`287`000000000000001`187`157`157`157`5`89`9`000000000000001`31`\N`\N`2012-07-28 02:00:00.0`2012-08-10 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000f9`5861`000000000000000000f9`0000000000000000000z`\N`\N`1975-08-28 02:00:00.0`1971-01-17 01:00:00.0`0000000000000f9`171`99`00000000000000000002`19`3`\N`000000000000001`25`31`399`000000000000001`16`31`399`000000000000002`287`46`46`46`7`51`5`000000000000001`15`\N`\N`2012-08-02 02:00:00.0`2012-08-06 02:00:00.0`2013-05-08 02:00:00.0
00000000000000000044`5460`00000000000000000044`00000000000000000003`\N`\N`1975-04-30 01:00:00.0`1970-09-19 02:00:00.0`000000000000044`105`91`00000000000000000004`32`21`\N`000000000000001`13`15`284`000000000000001`11`15`284`000000000000001`399`187`187`187`3`58`10`000000000000001`4`\N`\N`2012-07-26 02:00:00.0`2012-08-08 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000mt`6285`000000000000000000mt`0000000000000000000l`\N`\N`1974-09-10 02:00:00.0`1970-01-30 01:00:00.0`0000000000000mt`350`151`00000000000000000003`22`19`\N`000000000000001`15`4`321`000000000000001`26`4`321`000000000000002`284`287`287`287`6`73`3`000000000000001`28`\N`\N`2012-08-07 02:00:00.0`2012-07-28 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000004d`5469`0000000000000000004d`0000000000000000000j`\N`\N`1975-01-18 01:00:00.0`1970-06-09 02:00:00.0`00000000000004d`19`167`00000000000000000001`23`32`\N`000000000000001`4`28`274`000000000000001`30`28`274`000000000000001`321`399`399`399`1`16`2`000000000000001`9`\N`\N`2012-07-25 02:00:00.0`2012-08-02 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000001a`5358`0000000000000000001a`0000000000000000000w`\N`\N`1974-11-18 01:00:00.0`1970-04-09 01:00:00.0`00000000000001a`99`306`00000000000000000002`16`22`\N`000000000000001`9`59`61`000000000000001`8`59`61`000000000000002`274`284`284`284`2`76`8`000000000000001`37`\N`\N`2012-07-31 02:00:00.0`2012-07-26 02:00:00.0`2013-05-08 02:00:00.0
00000000000000000057`5499`00000000000000000057`0000000000000000000m`\N`\N`1974-11-05 01:00:00.0`1970-03-27 01:00:00.0`000000000000057`330`11`00000000000000000004`11`23`\N`000000000000001`2`9`577`000000000000001`17`9`577`000000000000001`61`321`321`321`4`32`13`000000000000001`57`\N`\N`2012-08-05 02:00:00.0`2012-08-07 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000my`6290`000000000000000000my`0000000000000000000n`\N`\N`1975-02-20 01:00:00.0`1970-07-12 02:00:00.0`0000000000000my`91`286`00000000000000000003`34`16`\N`000000000000001`14`37`578`000000000000001`18`37`578`000000000000002`577`274`274`274`8`94`11`000000000000001`58`\N`\N`2012-08-03 02:00:00.0`2012-07-25 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000007z`5599`0000000000000000007z`0000000000000000000g`\N`\N`1975-06-16 02:00:00.0`1970-11-05 01:00:00.0`00000000000007z`348`241`00000000000000000001`26`11`\N`000000000000001`1`57`245`000000000000001`25`57`245`000000000000001`578`61`61`61`5`78`7`000000000000001`2`\N`\N`2012-07-30 02:00:00.0`2012-07-31 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000b3`5711`000000000000000000b3`0000000000000000000b`\N`\N`1975-08-01 02:00:00.0`1970-12-21 01:00:00.0`0000000000000b3`151`212`00000000000000000002`30`34`\N`000000000000001`7`58`316`000000000000001`13`58`316`000000000000002`245`577`577`577`7`38`6`000000000000001`14`\N`\N`2012-07-29 02:00:00.0`2012-08-05 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000007w`5596`0000000000000000007w`0000000000000000000y`\N`\N`1974-12-13 01:00:00.0`1970-05-04 01:00:00.0`00000000000007w`167`34`00000000000000000004`8`26`\N`000000000000001`24`2`144`000000000000001`31`2`144`000000000000001`316`578`578`578`3`54`4`000000000000001`55`\N`\N`2012-07-27 02:00:00.0`2012-08-03 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000008x`5633`0000000000000000008x`00000000000000000010`\N`\N`1975-01-30 01:00:00.0`1970-06-21 02:00:00.0`00000000000008x`306`256`00000000000000000003`17`30`\N`000000000000001`20`14`480`000000000000001`15`14`480`000000000000002`144`245`245`245`6`26`12`000000000000001`48`\N`\N`2012-08-09 02:00:00.0`2012-07-30 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000007m`5586`0000000000000000007m`0000000000000000000q`\N`\N`1974-11-25 01:00:00.0`1971-02-15 01:00:00.0`00000000000007m`11`325`00000000000000000001`18`8`\N`000000000000001`12`55`372`000000000000001`4`55`372`000000000000001`480`316`316`316`1`61`9`000000000000001`33`\N`\N`2012-08-04 02:00:00.0`2012-07-29 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000001p`5373`0000000000000000001p`0000000000000000000u`\N`\N`1975-07-28 02:00:00.0`1970-04-16 01:00:00.0`00000000000001p`286`251`00000000000000000002`25`17`\N`000000000000001`10`48`591`000000000000001`28`48`591`000000000000002`372`144`144`144`2`49`5`000000000000001`29`\N`\N`2012-08-01 02:00:00.0`2012-07-27 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000g1`5889`000000000000000000g1`00000000000000000008`\N`\N`1974-08-31 02:00:00.0`1970-12-17 01:00:00.0`0000000000000g1`241`164`00000000000000000004`13`18`\N`000000000000001`6`33`231`000000000000001`9`33`231`000000000000001`591`480`717`717`4`88`10`000000000000001`1`\N`\N`2012-08-06 02:00:00.0`2012-08-09 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000g2`5890`000000000000000000g2`0000000000000000000h`\N`\N`1974-11-19 01:00:00.0`1970-01-20 01:00:00.0`0000000000000g2`212`228`00000000000000000003`31`25`\N`000000000000001`5`29`16`000000000000001`2`29`16`000000000000002`231`372`480`480`8`19`3`000000000000001`7`\N`\N`2012-08-08 02:00:00.0`2012-08-04 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000006t`5557`0000000000000000006t`0000000000000000000i`\N`\N`1975-07-08 02:00:00.0`1970-04-10 01:00:00.0`00000000000006t`34`179`00000000000000000001`15`13`\N`000000000000001`3`1`416`000000000000001`14`1`416`000000000000001`16`591`372`372`5`27`2`000000000000001`49`\N`\N`2012-07-28 02:00:00.0`2012-08-01 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000008s`5628`0000000000000000008s`0000000000000000000p`\N`\N`1974-11-11 01:00:00.0`1970-11-27 01:00:00.0`00000000000008s`256`42`00000000000000000002`4`31`\N`000000000000001`21`7`402`000000000000001`29`7`402`000000000000002`416`231`591`591`7`87`8`000000000000001`40`\N`\N`2012-08-02 02:00:00.0`2012-08-10 02:00:00.0`2013-05-08 02:00:00.0
00000000000000000040`5456`00000000000000000040`0000000000000000000d`\N`\N`1975-07-26 02:00:00.0`1970-04-02 01:00:00.0`000000000000040`325`83`00000000000000000004`28`15`\N`000000000000001`19`49`362`000000000000001`1`49`362`000000000000001`402`16`231`231`3`41`13`000000000000001`41`\N`\N`2012-07-26 02:00:00.0`2012-08-06 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000jx`6029`000000000000000000jx`0000000000000000000v`\N`\N`1975-01-10 01:00:00.0`1970-12-15 01:00:00.0`0000000000000jx`251`140`00000000000000000003`9`4`\N`000000000000001`22`40`331`000000000000001`7`40`331`000000000000002`362`416`770`16`6`55`11`000000000000001`24`\N`\N`2012-08-07 02:00:00.0`2012-08-08 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000dc`5792`000000000000000000dc`0000000000000000000f`\N`\N`1975-01-26 01:00:00.0`1970-06-01 02:00:00.0`0000000000000dc`164`132`00000000000000000001`2`28`\N`000000000000001`23`41`534`000000000000001`24`41`534`000000000000001`331`402`16`416`1`99`7`000000000000001`51`\N`\N`2012-07-25 02:00:00.0`2012-07-28 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000ac`5684`000000000000000000ac`00000000000000000004`\N`\N`1975-06-14 02:00:00.0`1970-06-17 02:00:00.0`0000000000000ac`228`45`00000000000000000002`14`9`\N`000000000000001`16`24`552`000000000000001`20`24`552`000000000000002`534`362`416`726`2`25`6`000000000000001`54`\N`\N`2012-07-31 02:00:00.0`2012-08-02 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000gf`5903`000000000000000000gf`0000000000000000000s`\N`\N`1974-08-23 02:00:00.0`1970-11-03 01:00:00.0`0000000000000gf`179`161`00000000000000000004`33`2`\N`000000000000001`11`51`226`000000000000001`12`51`226`000000000000001`552`331`726`714`4`35`4`000000000000001`20`\N`\N`2012-08-05 02:00:00.0`2012-07-26 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000006f`5543`0000000000000000006f`00000000000000000009`\N`\N`1975-05-25 01:00:00.0`1970-01-12 01:00:00.0`00000000000006f`42`150`00000000000000000003`29`14`\N`000000000000001`26`54`417`000000000000001`27`54`417`000000000000002`226`534`714`402`8`104`12`000000000000001`39`\N`\N`2012-08-03 02:00:00.0`2012-08-07 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000le`6082`000000000000000000le`00000000000000000002`\N`\N`1975-08-20 02:00:00.0`1970-10-14 01:00:00.0`0000000000000le`83`39`00000000000000000001`1`33`\N`000000000000001`8`20`381`000000000000001`10`20`381`000000000000001`417`552`402`362`5`12`9`000000000000001`45`\N`\N`2012-07-30 02:00:00.0`2012-07-25 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000mk`6124`000000000000000000mk`0000000000000000000e`\N`\N`1975-08-22 02:00:00.0`1971-01-09 01:00:00.0`0000000000000mk`140`5`00000000000000000002`7`29`\N`000000000000001`17`39`261`000000000000001`6`39`261`000000000000002`381`226`362`331`7`92`5`000000000000001`12`\N`\N`2012-07-29 02:00:00.0`2012-07-31 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000000g`4769`0000000000000000000g`0000000000000000000x`\N`\N`1975-04-10 01:00:00.0`1971-01-11 01:00:00.0`00000000000000g`132`130`00000000000000000004`24`1`\N`000000000000001`18`45`422`000000000000001`5`45`422`000000000000001`261`417`331`534`3`5`10`000000000000001`27`\N`\N`2012-07-27 02:00:00.0`2012-08-05 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000bk`5728`000000000000000000bk`0000000000000000000t`\N`\N`1975-03-12 01:00:00.0`1970-08-30 02:00:00.0`0000000000000bk`341`97`00000000000000000003`20`7`\N`000000000000001`25`12`532`000000000000001`3`12`532`000000000000002`422`381`534`767`6`86`3`000000000000001`10`\N`\N`2012-08-09 02:00:00.0`2012-08-03 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000k6`6038`000000000000000000k6`00000000000000000001`\N`\N`1974-09-15 02:00:00.0`1970-08-01 02:00:00.0`0000000000000k6`351`293`00000000000000000001`12`24`\N`000000000000001`13`27`428`000000000000001`21`27`428`000000000000001`532`261`767`552`1`84`2`000000000000001`6`\N`\N`2012-08-04 02:00:00.0`2012-07-30 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000ju`6026`000000000000000000ju`00000000000000000007`\N`\N`1975-04-25 01:00:00.0`1970-02-04 01:00:00.0`0000000000000ju`45`304`00000000000000000002`27`20`\N`000000000000001`15`10`29`000000000000001`19`10`29`000000000000002`428`422`771`226`2`50`8`000000000000001`42`\N`\N`2012-08-01 02:00:00.0`2012-07-29 02:00:00.0`2013-05-08 02:00:00.0
