000000000000000002d4`1970-08-26 02:00:00.0`5064`00000000000000000003`00000000000000000003`00000000000000000001`\N`0000000000000000000t`1970-04-19 01:00:00.0`1970-08-26 02:00:00.0`1970-08-26 02:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000000i2`1970-04-19 01:00:00.0`2650`00000000000000000001`00000000000000000001`00000000000000000002`\N`0000000000000000002q`1970-12-27 01:00:00.0`1970-04-19 01:00:00.0`1970-04-19 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000000to`1970-12-27 01:00:00.0`3068`00000000000000000002`00000000000000000002`00000000000000000004`\N`0000000000000000002d`1970-10-07 01:00:00.0`1970-12-27 01:00:00.0`1970-12-27 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000002ai`1970-10-07 01:00:00.0`4970`00000000000000000004`00000000000000000004`00000000000000000005`\N`0000000000000000003f`1970-07-11 02:00:00.0`1970-10-07 01:00:00.0`1970-10-07 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
00000000000000000117`1970-07-11 02:00:00.0`3339`00000000000000000005`00000000000000000005`00000000000000000007`\N`0000000000000000002x`1970-03-15 01:00:00.0`1970-07-11 02:00:00.0`1970-07-11 02:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
00000000000000000036`1970-03-15 01:00:00.0`2114`00000000000000000003`00000000000000000003`00000000000000000003`\N`0000000000000000000j`1970-01-13 01:00:00.0`1970-03-15 01:00:00.0`1970-03-15 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
0000000000000000027n`1970-01-13 01:00:00.0`4867`00000000000000000001`00000000000000000001`00000000000000000006`\N`0000000000000000002r`1970-11-09 01:00:00.0`1970-01-13 01:00:00.0`1970-01-13 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000002co`1970-11-09 01:00:00.0`5048`00000000000000000002`00000000000000000002`00000000000000000001`\N`0000000000000000002j`1970-02-10 01:00:00.0`1970-11-09 01:00:00.0`1970-11-09 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
00000000000000000224`1970-02-10 01:00:00.0`4668`00000000000000000004`00000000000000000004`00000000000000000002`\N`0000000000000000000b`1970-02-01 01:00:00.0`1970-02-10 01:00:00.0`1970-02-10 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000000mk`1970-02-01 01:00:00.0`2812`00000000000000000005`00000000000000000005`00000000000000000004`\N`0000000000000000000y`1970-11-20 01:00:00.0`1970-02-01 01:00:00.0`1970-02-01 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000000ud`1970-11-20 01:00:00.0`3093`00000000000000000003`00000000000000000003`00000000000000000005`\N`00000000000000000016`1970-11-23 01:00:00.0`1970-11-20 01:00:00.0`1970-11-20 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000001ll`1970-11-23 01:00:00.0`4073`00000000000000000001`00000000000000000001`00000000000000000007`\N`0000000000000000002b`1971-02-09 01:00:00.0`1970-11-23 01:00:00.0`1970-11-23 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000001pr`1971-02-09 01:00:00.0`4223`00000000000000000002`00000000000000000002`00000000000000000003`\N`0000000000000000003w`1971-02-19 01:00:00.0`1971-02-09 01:00:00.0`1971-02-09 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000000tm`1971-02-19 01:00:00.0`3066`00000000000000000004`00000000000000000004`00000000000000000006`\N`0000000000000000003o`1971-01-07 01:00:00.0`1971-02-19 01:00:00.0`1971-02-19 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
00000000000000000278`1971-01-07 01:00:00.0`4852`00000000000000000005`00000000000000000005`00000000000000000001`\N`00000000000000000019`1971-03-25 01:00:00.0`1971-01-07 01:00:00.0`1971-01-07 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000000o4`1971-03-25 01:00:00.0`2868`00000000000000000003`00000000000000000003`00000000000000000002`\N`00000000000000000013`1970-05-29 01:00:00.0`1971-06-23 02:00:00.0`1971-03-25 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000000wp`1970-05-29 01:00:00.0`3177`00000000000000000001`00000000000000000001`00000000000000000004`\N`00000000000000000005`1970-06-07 02:00:00.0`1971-03-25 01:00:00.0`1970-05-29 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000001jb`1970-06-07 02:00:00.0`3991`00000000000000000002`00000000000000000002`00000000000000000005`\N`0000000000000000003m`1970-02-16 01:00:00.0`1970-05-29 01:00:00.0`1970-06-07 02:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
0000000000000000018y`1970-02-16 01:00:00.0`3618`00000000000000000004`00000000000000000004`00000000000000000007`\N`0000000000000000002p`1970-07-07 02:00:00.0`1970-06-07 02:00:00.0`1970-02-16 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000000lh`1970-07-07 02:00:00.0`2773`00000000000000000005`00000000000000000005`00000000000000000003`\N`0000000000000000001k`1970-10-15 01:00:00.0`1970-02-16 01:00:00.0`1970-07-07 02:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000002jb`1970-10-15 01:00:00.0`5287`00000000000000000003`00000000000000000003`00000000000000000006`\N`0000000000000000000i`1971-02-04 01:00:00.0`1970-07-07 02:00:00.0`1970-10-15 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000001o8`1971-02-04 01:00:00.0`4168`00000000000000000001`00000000000000000001`00000000000000000001`\N`0000000000000000001o`1970-10-12 01:00:00.0`1970-10-15 01:00:00.0`1971-02-04 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
0000000000000000016i`1970-10-12 01:00:00.0`3530`00000000000000000002`00000000000000000002`00000000000000000002`\N`00000000000000000002`1970-11-18 01:00:00.0`1971-02-04 01:00:00.0`1970-10-12 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
0000000000000000005r`1970-11-18 01:00:00.0`2207`00000000000000000004`00000000000000000004`00000000000000000004`\N`0000000000000000001g`1970-10-02 01:00:00.0`1970-10-12 01:00:00.0`1970-11-18 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000001pa`1970-10-02 01:00:00.0`4206`00000000000000000005`00000000000000000005`00000000000000000005`\N`0000000000000000001x`1970-03-03 01:00:00.0`1970-11-18 01:00:00.0`1970-10-02 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
0000000000000000001r`1970-03-03 01:00:00.0`2063`00000000000000000003`00000000000000000003`00000000000000000007`\N`0000000000000000002m`1970-09-03 02:00:00.0`1970-10-02 01:00:00.0`1970-03-03 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000001ac`1970-09-03 02:00:00.0`3668`00000000000000000001`00000000000000000001`00000000000000000003`\N`00000000000000000042`1970-11-13 01:00:00.0`1970-03-03 01:00:00.0`1970-09-03 02:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000001qg`1970-11-13 01:00:00.0`4248`00000000000000000002`00000000000000000002`00000000000000000006`\N`0000000000000000000o`1970-05-25 01:00:00.0`1970-09-03 02:00:00.0`1970-11-13 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000001yl`1970-05-25 01:00:00.0`4541`00000000000000000004`00000000000000000004`00000000000000000001`\N`00000000000000000028`1971-01-08 01:00:00.0`1970-11-13 01:00:00.0`1970-05-25 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000002b1`1971-04-26 01:00:00.0`4989`00000000000000000005`00000000000000000005`00000000000000000002`\N`0000000000000000001q`1970-08-20 02:00:00.0`1970-05-25 01:00:00.0`1971-04-26 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000001v5`1971-01-08 01:00:00.0`4417`00000000000000000003`00000000000000000003`00000000000000000004`\N`0000000000000000003d`1970-01-17 01:00:00.0`1971-04-26 01:00:00.0`1971-01-08 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000001xl`1970-08-20 02:00:00.0`4505`00000000000000000001`00000000000000000001`00000000000000000005`\N`0000000000000000003b`1971-02-21 01:00:00.0`1971-01-08 01:00:00.0`1970-08-20 02:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000002i7`1970-01-17 01:00:00.0`5247`00000000000000000002`00000000000000000002`00000000000000000007`\N`0000000000000000001v`1971-02-07 01:00:00.0`1970-08-20 02:00:00.0`1970-01-17 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
00000000000000000140`1971-02-21 01:00:00.0`3440`00000000000000000004`00000000000000000004`00000000000000000003`\N`0000000000000000002h`1970-12-29 01:00:00.0`1970-01-17 01:00:00.0`1971-02-21 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000000qt`1971-02-07 01:00:00.0`2965`00000000000000000005`00000000000000000005`00000000000000000006`\N`0000000000000000002k`1970-11-28 01:00:00.0`1971-02-21 01:00:00.0`1971-02-07 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000001mc`1970-12-29 01:00:00.0`4100`00000000000000000003`00000000000000000003`00000000000000000001`\N`0000000000000000003e`1970-08-15 02:00:00.0`1971-02-07 01:00:00.0`1970-12-29 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
0000000000000000028j`1970-11-28 01:00:00.0`4899`00000000000000000001`00000000000000000001`00000000000000000002`\N`00000000000000000041`1971-02-22 01:00:00.0`1970-12-29 01:00:00.0`1970-11-28 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000000pm`1970-08-15 02:00:00.0`2922`00000000000000000002`00000000000000000002`00000000000000000004`\N`00000000000000000043`1971-01-17 01:00:00.0`1970-11-28 01:00:00.0`1970-08-15 02:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000001d5`1971-02-22 01:00:00.0`3769`00000000000000000004`00000000000000000004`00000000000000000005`\N`0000000000000000000w`1970-09-19 02:00:00.0`1971-06-19 02:00:00.0`1971-02-22 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
0000000000000000010d`1971-01-17 01:00:00.0`3309`00000000000000000005`00000000000000000005`00000000000000000007`\N`0000000000000000001n`1971-02-27 01:00:00.0`1970-08-15 02:00:00.0`1971-01-17 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000002cw`1970-09-19 02:00:00.0`5056`00000000000000000003`00000000000000000003`00000000000000000003`\N`0000000000000000002n`1971-03-05 01:00:00.0`1971-02-22 01:00:00.0`1970-09-19 02:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
0000000000000000004y`1971-02-27 01:00:00.0`2178`00000000000000000001`00000000000000000001`00000000000000000006`\N`0000000000000000001j`1970-01-30 01:00:00.0`1971-01-17 01:00:00.0`1971-02-27 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000000dr`1971-03-05 01:00:00.0`2495`00000000000000000002`00000000000000000002`00000000000000000001`\N`0000000000000000001m`1971-03-10 01:00:00.0`1970-09-19 02:00:00.0`1971-03-05 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000001gj`1970-01-30 01:00:00.0`3891`00000000000000000004`00000000000000000004`00000000000000000002`\N`0000000000000000001f`1970-06-09 02:00:00.0`1971-02-27 01:00:00.0`1970-01-30 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
0000000000000000015g`1971-03-10 01:00:00.0`3492`00000000000000000005`00000000000000000005`00000000000000000004`\N`0000000000000000003n`1970-04-09 01:00:00.0`1971-06-17 02:00:00.0`1971-03-10 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
0000000000000000000j`1970-06-09 02:00:00.0`2019`00000000000000000003`00000000000000000003`00000000000000000005`\N`0000000000000000001r`1970-03-27 01:00:00.0`1971-03-05 01:00:00.0`1970-06-09 02:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000000v5`1970-04-09 01:00:00.0`3121`00000000000000000001`00000000000000000001`00000000000000000007`\N`00000000000000000012`1970-07-12 02:00:00.0`1970-01-30 01:00:00.0`1970-04-09 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000000e4`1970-03-27 01:00:00.0`2508`00000000000000000002`00000000000000000002`00000000000000000003`\N`0000000000000000002v`1970-11-05 01:00:00.0`1971-03-10 01:00:00.0`1970-03-27 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000001fe`1970-07-12 02:00:00.0`3850`00000000000000000004`00000000000000000004`00000000000000000006`\N`00000000000000000007`1970-12-21 01:00:00.0`1970-06-09 02:00:00.0`1970-07-12 02:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000001fs`1971-05-12 01:00:00.0`3864`00000000000000000005`00000000000000000005`00000000000000000001`\N`0000000000000000000m`1970-05-04 01:00:00.0`1970-04-09 01:00:00.0`1971-05-12 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000000y8`1970-11-05 01:00:00.0`3232`00000000000000000003`00000000000000000003`00000000000000000002`\N`0000000000000000001w`1970-06-21 02:00:00.0`1971-06-15 02:00:00.0`1970-11-05 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
0000000000000000021b`1970-12-21 01:00:00.0`4639`00000000000000000001`00000000000000000001`00000000000000000004`\N`0000000000000000000p`1971-02-15 01:00:00.0`1970-03-27 01:00:00.0`1970-12-21 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
0000000000000000026d`1970-05-04 01:00:00.0`4821`00000000000000000002`00000000000000000002`00000000000000000005`\N`0000000000000000002c`1970-04-16 01:00:00.0`1970-07-12 02:00:00.0`1970-05-04 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000002ca`1970-06-21 02:00:00.0`5034`00000000000000000004`00000000000000000004`00000000000000000007`\N`00000000000000000017`1970-12-17 01:00:00.0`1971-05-12 01:00:00.0`1970-06-21 02:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
00000000000000000073`1971-02-15 01:00:00.0`2255`00000000000000000005`00000000000000000005`00000000000000000003`\N`00000000000000000031`1970-01-20 01:00:00.0`1970-11-05 01:00:00.0`1971-02-15 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
0000000000000000016e`1970-04-16 01:00:00.0`3526`00000000000000000003`00000000000000000003`00000000000000000006`\N`0000000000000000000r`1970-04-10 01:00:00.0`1970-12-21 01:00:00.0`1970-04-16 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000001t3`1970-12-17 01:00:00.0`4343`00000000000000000001`00000000000000000001`00000000000000000001`\N`0000000000000000002i`1970-11-27 01:00:00.0`1970-05-04 01:00:00.0`1970-12-17 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
0000000000000000007q`1970-01-20 01:00:00.0`2278`00000000000000000002`00000000000000000002`00000000000000000002`\N`00000000000000000003`1970-04-02 01:00:00.0`1970-06-21 02:00:00.0`1970-01-20 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000001o6`1971-05-10 01:00:00.0`4166`00000000000000000004`00000000000000000004`00000000000000000004`\N`00000000000000000026`1970-12-15 01:00:00.0`1971-02-15 01:00:00.0`1971-05-10 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000001a4`1970-04-10 01:00:00.0`3660`00000000000000000005`00000000000000000005`00000000000000000005`\N`0000000000000000000a`1970-06-01 02:00:00.0`1971-06-21 02:00:00.0`1970-04-10 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000000i9`1970-11-27 01:00:00.0`2657`00000000000000000003`00000000000000000003`00000000000000000007`\N`0000000000000000002t`1970-06-17 02:00:00.0`1970-04-16 01:00:00.0`1970-11-27 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000000kx`1971-05-24 02:00:00.0`2753`00000000000000000001`00000000000000000001`00000000000000000003`\N`0000000000000000003x`1970-11-03 01:00:00.0`1970-12-17 01:00:00.0`1970-04-02 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000001pd`1970-04-02 01:00:00.0`4209`00000000000000000002`00000000000000000002`00000000000000000006`\N`00000000000000000034`1970-01-12 01:00:00.0`1970-01-20 01:00:00.0`1970-12-15 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
0000000000000000006o`1970-12-15 01:00:00.0`2240`00000000000000000004`00000000000000000004`00000000000000000001`\N`00000000000000000011`1970-10-14 01:00:00.0`1971-05-10 01:00:00.0`1970-06-01 02:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000001t9`1970-06-01 02:00:00.0`4349`00000000000000000005`00000000000000000005`00000000000000000002`\N`0000000000000000001z`1971-01-09 01:00:00.0`1970-04-10 01:00:00.0`1970-06-17 02:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000000vy`1970-06-17 02:00:00.0`3150`00000000000000000003`00000000000000000003`00000000000000000004`\N`00000000000000000027`1971-01-11 01:00:00.0`1970-11-27 01:00:00.0`1970-11-03 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
0000000000000000009q`1970-11-03 01:00:00.0`2350`00000000000000000001`00000000000000000001`00000000000000000005`\N`00000000000000000010`1970-08-30 02:00:00.0`1971-05-24 02:00:00.0`1970-01-12 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000000ho`1970-01-12 01:00:00.0`2636`00000000000000000002`00000000000000000002`00000000000000000007`\N`0000000000000000003c`1970-08-01 02:00:00.0`1970-04-02 01:00:00.0`1970-10-14 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000001tt`1970-10-14 01:00:00.0`4369`00000000000000000004`00000000000000000004`00000000000000000003`\N`0000000000000000002l`1970-02-04 01:00:00.0`1970-12-15 01:00:00.0`1971-01-09 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000000k1`1971-01-09 01:00:00.0`2721`00000000000000000005`00000000000000000005`00000000000000000006`\N`00000000000000000004`1970-09-14 02:00:00.0`1970-06-01 02:00:00.0`1971-01-11 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000001xr`1971-01-11 01:00:00.0`4511`00000000000000000003`00000000000000000003`00000000000000000001`\N`0000000000000000002w`1970-11-22 01:00:00.0`1970-06-17 02:00:00.0`1970-08-30 02:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
00000000000000000122`1970-08-30 02:00:00.0`3370`00000000000000000001`00000000000000000001`00000000000000000002`\N`0000000000000000003u`1971-01-14 01:00:00.0`1970-11-03 01:00:00.0`1970-08-01 02:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000000li`1970-08-01 02:00:00.0`2774`00000000000000000002`00000000000000000002`00000000000000000004`\N`0000000000000000003p`1970-09-09 02:00:00.0`1970-01-12 01:00:00.0`1971-04-13 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000001uz`1971-04-13 01:00:00.0`4411`00000000000000000004`00000000000000000004`00000000000000000005`\N`0000000000000000002z`1970-06-14 02:00:00.0`1970-10-14 01:00:00.0`1970-02-04 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000001nr`1970-02-04 01:00:00.0`4151`00000000000000000005`00000000000000000005`00000000000000000007`\N`0000000000000000001c`1970-08-17 02:00:00.0`1971-01-09 01:00:00.0`1970-09-14 02:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000001uj`1970-09-14 02:00:00.0`4395`00000000000000000003`00000000000000000003`00000000000000000003`\N`0000000000000000003g`1970-06-29 02:00:00.0`1971-01-11 01:00:00.0`1970-11-22 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000000xj`1971-06-02 02:00:00.0`3207`00000000000000000001`00000000000000000001`00000000000000000006`\N`00000000000000000025`1970-02-12 01:00:00.0`1970-08-30 02:00:00.0`1971-01-14 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000000wc`1970-11-22 01:00:00.0`3164`00000000000000000002`00000000000000000002`00000000000000000001`\N`0000000000000000003q`1970-03-25 01:00:00.0`1970-08-01 02:00:00.0`1970-09-09 02:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000001ge`1971-01-14 01:00:00.0`3886`00000000000000000004`00000000000000000004`00000000000000000002`\N`0000000000000000003v`1970-05-21 01:00:00.0`1971-04-13 01:00:00.0`1971-04-18 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000000x9`1970-09-09 02:00:00.0`3197`00000000000000000005`00000000000000000005`00000000000000000004`\N`0000000000000000003j`1970-05-13 01:00:00.0`1970-02-04 01:00:00.0`1970-06-14 02:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000000fy`1971-04-18 01:00:00.0`2574`00000000000000000003`00000000000000000003`00000000000000000005`\N`0000000000000000002f`1971-02-10 01:00:00.0`1970-09-14 02:00:00.0`1970-08-17 02:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000001j3`1970-06-14 02:00:00.0`3983`00000000000000000001`00000000000000000001`00000000000000000007`\N`0000000000000000001h`1971-03-17 01:00:00.0`1971-06-02 02:00:00.0`1970-06-29 02:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000001af`1970-08-17 02:00:00.0`3671`00000000000000000002`00000000000000000002`00000000000000000003`\N`0000000000000000001s`1970-12-08 01:00:00.0`1970-11-22 01:00:00.0`1970-02-12 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
0000000000000000022k`1970-06-29 02:00:00.0`4684`00000000000000000004`00000000000000000004`00000000000000000006`\N`0000000000000000003a`1971-02-13 01:00:00.0`1971-01-14 01:00:00.0`1970-03-25 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
0000000000000000019l`1970-02-12 01:00:00.0`3641`00000000000000000005`00000000000000000005`00000000000000000001`\N`00000000000000000015`1970-12-18 01:00:00.0`1970-09-09 02:00:00.0`1970-05-21 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000000wy`1970-03-25 01:00:00.0`3186`00000000000000000003`00000000000000000003`00000000000000000002`\N`0000000000000000001l`1970-02-15 01:00:00.0`1971-04-18 01:00:00.0`1970-05-13 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
000000000000000001rz`1970-05-21 01:00:00.0`4303`00000000000000000001`00000000000000000001`00000000000000000004`\N`0000000000000000000z`1970-06-11 02:00:00.0`1970-06-14 02:00:00.0`1971-02-10 01:00:00.0`\N`\N`\N`\N`\N`\N`2013-05-08 02:00:00.0
