000000000000000000lk`000000000000000000jr`0000000000000000000c`1973-01-20 00:00:00.0`1976-05-26 00:00:00.0`1977-08-14 01:00:00.0`1979-04-16 00:00:00.0`000000000000000000xo`3041`\N`44213`1103`2012-10-26 00:00:00.0`2013-05-14 00:00:00.0
000000000000000000p5`000000000000000000l4`0000000000000000000a`1973-08-17 01:00:00.0`1976-07-23 01:00:00.0`1973-07-15 01:00:00.0`1980-10-28 00:00:00.0`0000000000000000014j`655`\N`44342`1176`2012-10-22 00:00:00.0`2013-05-13 00:00:00.0
0000000000000000008z`0000000000000000008i`00000000000000000006`1972-04-27 00:00:00.0`1976-03-02 00:00:00.0`1979-09-24 01:00:00.0`1977-10-14 00:00:00.0`000000000000000000mc`2350`\N`43760`1052`2012-11-16 23:00:00.0`2013-05-11 00:00:00.0
00000000000000000092`000000000000000000dx`00000000000000000005`1973-04-11 00:00:00.0`1976-05-23 00:00:00.0`1975-08-29 01:00:00.0`1981-04-07 01:00:00.0`0000000000000000014d`4631`\N`43763`54`2012-10-28 00:00:00.0`2013-05-16 00:00:00.0
000000000000000000b8`00000000000000000080`00000000000000000003`1973-08-16 01:00:00.0`1976-07-13 01:00:00.0`1972-12-14 00:00:00.0`1981-06-04 01:00:00.0`0000000000000000009o`3040`\N`43841`1214`2012-09-19 00:00:00.0`2013-05-12 00:00:00.0
000000000000000000bi`0000000000000000005d`0000000000000000000j`1973-05-09 00:00:00.0`1976-01-21 00:00:00.0`1977-03-03 00:00:00.0`1978-10-19 00:00:00.0`000000000000000000ee`4841`\N`43851`87`2012-10-19 00:00:00.0`2013-05-17 00:00:00.0
000000000000000000iq`000000000000000000bo`0000000000000000000g`1974-05-19 00:00:00.0`1976-03-27 00:00:00.0`1972-09-10 01:00:00.0`1980-05-09 01:00:00.0`000000000000000000f1`5423`\N`44111`928`2012-10-27 00:00:00.0`2013-05-10 00:00:00.0
000000000000000000ab`000000000000000000rq`0000000000000000000b`1974-04-05 00:00:00.0`1976-01-05 00:00:00.0`1975-12-11 00:00:00.0`1978-06-22 01:00:00.0`000000000000000000ac`4261`\N`43808`424`2012-09-17 00:00:00.0`2013-05-09 00:00:00.0
000000000000000000fp`0000000000000000002r`00000000000000000008`1974-06-13 01:00:00.0`1976-03-08 00:00:00.0`1975-11-25 00:00:00.0`1979-02-03 00:00:00.0`0000000000000000002m`1224`\N`44002`131`2012-10-05 00:00:00.0`2013-05-15 00:00:00.0
000000000000000000fo`000000000000000000aa`0000000000000000000h`1974-02-19 00:00:00.0`1976-07-25 01:00:00.0`1973-04-25 00:00:00.0`1978-12-20 00:00:00.0`000000000000000000qz`2167`\N`44001`597`2012-10-29 23:00:00.0`2013-05-18 00:00:00.0
000000000000000000ey`000000000000000000q3`0000000000000000000i`1975-01-15 00:00:00.0`1975-12-12 00:00:00.0`1974-11-24 00:00:00.0`1978-01-19 00:00:00.0`0000000000000000005j`4975`\N`43975`1272`2012-10-03 00:00:00.0`2013-05-14 00:00:00.0
000000000000000000o7`000000000000000000ma`0000000000000000000d`1973-06-05 01:00:00.0`1976-02-25 00:00:00.0`1976-07-27 01:00:00.0`1980-07-15 01:00:00.0`0000000000000000000r`3322`\N`44308`1380`2012-10-16 00:00:00.0`2013-05-13 00:00:00.0
000000000000000000cg`0000000000000000001f`0000000000000000000f`1972-05-29 01:00:00.0`1975-12-19 00:00:00.0`1975-03-19 00:00:00.0`1980-01-06 00:00:00.0`0000000000000000011n`5865`\N`43885`1163`2012-10-06 00:00:00.0`2013-05-11 00:00:00.0
000000000000000000f9`000000000000000000pf`00000000000000000004`1974-03-17 00:00:00.0`1976-06-20 01:00:00.0`1976-08-31 01:00:00.0`1977-01-08 00:00:00.0`000000000000000000jz`5797`\N`43986`728`2012-11-05 23:00:00.0`2013-05-16 00:00:00.0
00000000000000000044`00000000000000000098`00000000000000000009`1972-11-10 00:00:00.0`1976-03-19 00:00:00.0`1977-09-28 00:00:00.0`1980-07-25 01:00:00.0`000000000000000000u9`1785`\N`43585`952`2012-11-20 23:00:00.0`2013-05-12 00:00:00.0
000000000000000000mt`0000000000000000001c`00000000000000000002`1974-09-12 01:00:00.0`1976-04-28 00:00:00.0`1972-06-08 01:00:00.0`1979-12-28 00:00:00.0`000000000000000000zl`5245`\N`44258`1466`2012-11-24 23:00:00.0`2013-05-17 00:00:00.0
0000000000000000004d`0000000000000000006e`0000000000000000000e`1974-09-19 01:00:00.0`1976-03-30 00:00:00.0`1977-12-03 00:00:00.0`1979-11-28 00:00:00.0`00000000000000000131`5077`\N`43594`1340`2012-11-04 23:00:00.0`2013-05-10 00:00:00.0
0000000000000000001a`0000000000000000001y`00000000000000000001`1973-11-07 00:00:00.0`1976-01-15 00:00:00.0`1973-03-06 00:00:00.0`1979-04-29 00:00:00.0`000000000000000000te`675`\N`43483`1085`2012-11-13 23:00:00.0`2013-05-09 00:00:00.0
00000000000000000057`000000000000000000q0`00000000000000000007`1974-04-03 00:00:00.0`1976-02-18 00:00:00.0`1977-02-19 00:00:00.0`1977-03-27 00:00:00.0`0000000000000000008y`3854`\N`43624`1537`2012-10-07 00:00:00.0`2013-05-15 00:00:00.0
000000000000000000my`0000000000000000007m`0000000000000000000k`1972-07-18 01:00:00.0`1976-07-15 01:00:00.0`1974-09-26 01:00:00.0`1980-03-07 00:00:00.0`0000000000000000002q`6394`\N`44263`898`2012-11-12 23:00:00.0`2013-05-18 00:00:00.0
0000000000000000007z`000000000000000000db`0000000000000000000c`1974-06-09 01:00:00.0`1976-02-26 00:00:00.0`1977-08-10 01:00:00.0`1979-09-26 01:00:00.0`000000000000000000p0`1946`\N`43724`975`2012-09-30 00:00:00.0`2013-05-14 00:00:00.0
000000000000000000b3`000000000000000000ld`0000000000000000000a`1972-06-29 01:00:00.0`1976-01-14 00:00:00.0`1974-05-12 00:00:00.0`1980-10-20 00:00:00.0`000000000000000000jp`4737`\N`43836`613`2012-09-25 00:00:00.0`2013-05-13 00:00:00.0
0000000000000000007w`000000000000000000dn`00000000000000000006`1973-09-27 01:00:00.0`1976-04-07 00:00:00.0`1972-04-21 00:00:00.0`1979-10-20 00:00:00.0`000000000000000000h5`5155`\N`43721`1294`2012-11-29 23:00:00.0`2013-05-11 00:00:00.0
0000000000000000008x`000000000000000000fa`00000000000000000005`1972-08-23 01:00:00.0`1976-03-11 00:00:00.0`1978-12-05 00:00:00.0`1976-06-30 01:00:00.0`0000000000000000005m`3935`\N`43758`1068`2012-10-18 00:00:00.0`2013-05-16 00:00:00.0
0000000000000000007m`000000000000000000px`00000000000000000003`1973-01-13 00:00:00.0`1976-06-29 01:00:00.0`1977-10-18 00:00:00.0`1980-05-30 01:00:00.0`0000000000000000003q`2004`\N`43711`998`2012-10-20 00:00:00.0`2013-05-12 00:00:00.0
0000000000000000001p`000000000000000000eh`0000000000000000000j`1974-01-15 00:00:00.0`1976-07-29 01:00:00.0`1975-09-01 01:00:00.0`1980-03-06 00:00:00.0`0000000000000000016o`1045`\N`43498`819`2012-11-02 23:00:00.0`2013-05-17 00:00:00.0
000000000000000000g1`000000000000000000jy`0000000000000000000g`1973-03-23 00:00:00.0`1975-12-13 00:00:00.0`1976-05-21 00:00:00.0`1979-07-29 01:00:00.0`000000000000000000fl`1613`\N`44014`708`2012-10-30 23:00:00.0`2013-05-10 00:00:00.0
000000000000000000oc`000000000000000000p2`0000000000000000000b`1973-10-04 00:00:00.0`1976-03-22 00:00:00.0`1974-09-02 01:00:00.0`1976-11-07 00:00:00.0`00000000000000000150`5104`\N`44313`183`2012-10-10 00:00:00.0`2013-05-09 00:00:00.0
000000000000000000g2`00000000000000000075`00000000000000000008`1974-09-30 00:00:00.0`1976-04-25 00:00:00.0`1973-01-27 00:00:00.0`1980-12-24 00:00:00.0`0000000000000000001m`926`\N`44015`99`2012-11-14 23:00:00.0`2013-05-15 00:00:00.0
000000000000000000p2`00000000000000000008`0000000000000000000h`1972-12-13 00:00:00.0`1976-06-14 01:00:00.0`1978-01-21 00:00:00.0`1976-06-18 01:00:00.0`0000000000000000001q`4599`\N`44339`331`2012-10-14 00:00:00.0`2013-05-18 00:00:00.0
0000000000000000006t`000000000000000000d4`0000000000000000000i`1973-10-15 00:00:00.0`1976-06-09 01:00:00.0`1972-04-18 00:00:00.0`1979-07-22 01:00:00.0`000000000000000000nt`1152`\N`43682`822`2012-09-22 00:00:00.0`2013-05-14 00:00:00.0
0000000000000000008s`0000000000000000004c`0000000000000000000d`1973-09-20 01:00:00.0`1976-04-20 00:00:00.0`1975-09-19 01:00:00.0`1978-06-16 01:00:00.0`000000000000000000eo`1107`\N`43753`1144`2012-11-08 23:00:00.0`2013-05-13 00:00:00.0
00000000000000000040`000000000000000000qx`0000000000000000000f`1974-12-14 00:00:00.0`1976-03-25 00:00:00.0`1976-10-26 00:00:00.0`1976-09-14 01:00:00.0`000000000000000000vf`5271`\N`43581`1242`2012-10-01 00:00:00.0`2013-05-11 00:00:00.0
000000000000000000jx`000000000000000000ka`00000000000000000004`1972-03-21 00:00:00.0`1976-01-26 00:00:00.0`1972-10-17 00:00:00.0`1977-12-20 00:00:00.0`000000000000000000wd`772`\N`44154`1257`2012-10-02 00:00:00.0`2013-05-16 00:00:00.0
000000000000000000dc`000000000000000000nw`00000000000000000009`1972-04-23 00:00:00.0`1976-08-04 01:00:00.0`1972-05-10 00:00:00.0`1978-12-09 00:00:00.0`000000000000000000le`5520`\N`43917`1112`2012-10-09 00:00:00.0`2013-05-12 00:00:00.0
000000000000000000ac`000000000000000000jl`00000000000000000002`1974-08-12 01:00:00.0`1976-05-17 00:00:00.0`1977-06-19 01:00:00.0`1981-03-08 00:00:00.0`000000000000000000xl`5456`\N`43809`414`2012-11-26 23:00:00.0`2013-05-17 00:00:00.0
000000000000000000gf`000000000000000000pc`0000000000000000000e`1973-03-26 00:00:00.0`1976-04-11 00:00:00.0`1974-09-23 01:00:00.0`1978-05-30 01:00:00.0`000000000000000000zm`1680`\N`44028`187`2012-09-27 00:00:00.0`2013-05-10 00:00:00.0
0000000000000000006f`000000000000000000at`00000000000000000001`1972-06-06 01:00:00.0`1976-06-23 01:00:00.0`1972-11-30 00:00:00.0`1979-01-27 00:00:00.0`00000000000000000081`3992`\N`43668`1041`2012-10-15 00:00:00.0`2013-05-09 00:00:00.0
000000000000000000qp`000000000000000000aj`00000000000000000007`1973-09-15 01:00:00.0`1976-02-24 00:00:00.0`1975-11-26 00:00:00.0`1979-08-28 01:00:00.0`000000000000000000i6`5367`\N`44398`1508`2012-09-29 00:00:00.0`2013-05-15 00:00:00.0
000000000000000000le`000000000000000000e0`0000000000000000000k`1974-01-24 00:00:00.0`1976-08-03 01:00:00.0`1973-06-23 01:00:00.0`1976-02-13 00:00:00.0`000000000000000000hz`4621`\N`44207`938`2012-09-18 00:00:00.0`2013-05-18 00:00:00.0
000000000000000000nl`000000000000000000kf`0000000000000000000c`1974-09-05 01:00:00.0`1976-04-21 00:00:00.0`1974-04-09 00:00:00.0`1979-10-11 00:00:00.0`000000000000000000hk`2450`\N`44286`1030`2012-10-12 00:00:00.0`2013-05-14 00:00:00.0
000000000000000000ol`0000000000000000008q`0000000000000000000a`1974-07-13 01:00:00.0`1976-06-04 01:00:00.0`1978-09-24 01:00:00.0`1979-06-18 01:00:00.0`0000000000000000007k`4452`\N`44322`672`2012-11-11 23:00:00.0`2013-05-13 00:00:00.0
000000000000000000mk`0000000000000000000q`00000000000000000006`1974-09-28 01:00:00.0`1976-06-10 01:00:00.0`1975-12-15 00:00:00.0`1977-08-26 01:00:00.0`00000000000000000046`2486`\N`44249`178`2012-09-23 00:00:00.0`2013-05-11 00:00:00.0
000000000000000000pw`000000000000000000cb`00000000000000000005`1973-10-01 00:00:00.0`1976-04-26 00:00:00.0`1976-07-18 01:00:00.0`1981-01-25 00:00:00.0`0000000000000000008l`5047`\N`44369`948`2012-11-15 23:00:00.0`2013-05-16 00:00:00.0
0000000000000000000g`000000000000000000rx`00000000000000000003`1974-12-30 00:00:00.0`1976-04-14 00:00:00.0`1976-03-11 00:00:00.0`1977-04-11 00:00:00.0`000000000000000000se`6322`\N`43453`724`2012-10-21 00:00:00.0`2013-05-12 00:00:00.0
000000000000000000bk`000000000000000000e3`0000000000000000000j`1974-10-21 00:00:00.0`1976-03-05 00:00:00.0`1975-05-24 00:00:00.0`1978-09-23 01:00:00.0`00000000000000000074`2739`\N`43853`716`2012-11-09 23:00:00.0`2013-05-17 00:00:00.0
000000000000000000k6`000000000000000000cc`0000000000000000000g`1974-04-25 00:00:00.0`1976-01-31 00:00:00.0`1975-07-13 01:00:00.0`1976-02-26 00:00:00.0`000000000000000000e9`1489`\N`44163`244`2012-11-18 23:00:00.0`2013-05-10 00:00:00.0
000000000000000000ju`000000000000000000c3`0000000000000000000b`1974-01-04 00:00:00.0`1976-07-17 01:00:00.0`1978-11-27 00:00:00.0`1981-02-19 00:00:00.0`0000000000000000006u`5418`\N`44151`533`2012-11-10 23:00:00.0`2013-05-09 00:00:00.0
000000000000000000b6`000000000000000000cx`00000000000000000008`1972-07-28 01:00:00.0`1976-02-11 00:00:00.0`1979-05-08 00:00:00.0`1981-04-25 01:00:00.0`000000000000000000it`5050`\N`43839`856`2012-09-16 00:00:00.0`2013-05-15 00:00:00.0
000000000000000000a2`00000000000000000048`0000000000000000000h`1972-05-05 00:00:00.0`1976-04-05 00:00:00.0`1973-07-05 01:00:00.0`1981-02-23 00:00:00.0`00000000000000000085`396`\N`43799`1471`2012-09-28 00:00:00.0`2013-05-18 00:00:00.0
00000000000000000097`000000000000000000dj`0000000000000000000i`1972-12-23 00:00:00.0`1976-01-19 00:00:00.0`1973-09-02 01:00:00.0`1976-01-12 00:00:00.0`000000000000000000xg`3350`\N`43768`219`2012-12-02 23:00:00.0`2013-05-14 00:00:00.0
000000000000000000eu`000000000000000000cz`0000000000000000000d`1974-04-28 00:00:00.0`1976-02-04 00:00:00.0`1978-10-25 00:00:00.0`1981-06-06 01:00:00.0`000000000000000000rf`3195`\N`43971`942`2012-11-07 23:00:00.0`2013-05-13 00:00:00.0
000000000000000000lb`000000000000000000g5`0000000000000000000f`1973-03-16 00:00:00.0`1976-06-16 01:00:00.0`1975-04-08 00:00:00.0`1977-02-20 00:00:00.0`0000000000000000002g`4018`\N`44204`1028`2012-11-21 23:00:00.0`2013-05-11 00:00:00.0
000000000000000000lf`0000000000000000007o`00000000000000000004`1972-08-01 01:00:00.0`1976-01-13 00:00:00.0`1975-06-29 01:00:00.0`1977-01-31 00:00:00.0`000000000000000000jq`5581`\N`44208`1507`2012-12-01 23:00:00.0`2013-05-16 00:00:00.0
000000000000000000ob`0000000000000000002c`00000000000000000009`1974-12-03 00:00:00.0`1976-01-11 00:00:00.0`1976-08-23 01:00:00.0`1977-10-02 00:00:00.0`000000000000000000wm`3874`\N`44312`435`2012-10-31 23:00:00.0`2013-05-12 00:00:00.0
000000000000000000fc`00000000000000000022`00000000000000000002`1974-08-22 01:00:00.0`1976-03-28 00:00:00.0`1974-09-20 01:00:00.0`1978-10-02 00:00:00.0`000000000000000000kd`5965`\N`43989`1597`2012-10-17 00:00:00.0`2013-05-17 00:00:00.0
0000000000000000006a`000000000000000000qh`0000000000000000000e`1974-11-22 00:00:00.0`1976-04-03 00:00:00.0`1973-08-04 01:00:00.0`1977-08-10 01:00:00.0`00000000000000000031`1690`\N`43663`1269`2012-10-13 00:00:00.0`2013-05-10 00:00:00.0
000000000000000000n3`000000000000000000kj`00000000000000000001`1973-11-29 00:00:00.0`1976-03-20 00:00:00.0`1974-02-17 00:00:00.0`1981-03-18 00:00:00.0`000000000000000000i4`5283`\N`44268`805`2012-09-15 00:00:00.0`2013-05-09 00:00:00.0
000000000000000000bl`000000000000000000ic`00000000000000000007`1972-07-23 01:00:00.0`1976-04-12 00:00:00.0`1978-07-22 01:00:00.0`1976-10-11 00:00:00.0`0000000000000000008t`1480`\N`43854`200`2012-09-21 00:00:00.0`2013-05-15 00:00:00.0
000000000000000000kw`000000000000000000dq`0000000000000000000k`1974-09-01 01:00:00.0`1976-07-19 01:00:00.0`1977-04-25 00:00:00.0`1976-01-10 00:00:00.0`000000000000000000um`3756`\N`44189`1110`2012-11-01 23:00:00.0`2013-05-18 00:00:00.0
000000000000000000al`00000000000000000053`0000000000000000000c`1974-01-20 00:00:00.0`1976-04-13 00:00:00.0`1974-08-20 01:00:00.0`1981-02-08 00:00:00.0`000000000000000000sl`1450`\N`43818`58`2012-10-24 00:00:00.0`2013-05-14 00:00:00.0
000000000000000000mx`000000000000000000ly`0000000000000000000a`1974-01-12 00:00:00.0`1976-02-23 00:00:00.0`1978-05-23 00:00:00.0`1979-07-16 01:00:00.0`000000000000000000il`5494`\N`44262`1450`2012-11-30 23:00:00.0`2013-05-13 00:00:00.0
00000000000000000079`0000000000000000009g`00000000000000000006`1972-09-27 01:00:00.0`1976-07-02 01:00:00.0`1972-11-13 00:00:00.0`1978-08-18 01:00:00.0`000000000000000000wq`3922`\N`43698`884`2012-10-25 00:00:00.0`2013-05-11 00:00:00.0
000000000000000000kc`0000000000000000001a`00000000000000000005`1973-07-13 01:00:00.0`1975-12-23 00:00:00.0`1976-09-11 01:00:00.0`1977-08-24 01:00:00.0`0000000000000000000p`1237`\N`44169`149`2012-10-08 00:00:00.0`2013-05-16 00:00:00.0
000000000000000000o6`0000000000000000000e`00000000000000000003`1974-06-01 01:00:00.0`1976-07-11 01:00:00.0`1972-03-09 00:00:00.0`1977-08-25 01:00:00.0`0000000000000000014z`2934`\N`44307`69`2012-11-19 23:00:00.0`2013-05-12 00:00:00.0
000000000000000000bq`000000000000000000my`0000000000000000000j`1972-09-02 01:00:00.0`1976-01-22 00:00:00.0`1973-06-16 01:00:00.0`1978-06-06 01:00:00.0`000000000000000000ok`2987`\N`43859`1002`2012-11-17 23:00:00.0`2013-05-17 00:00:00.0
000000000000000000oi`000000000000000000p1`0000000000000000000g`1974-08-26 01:00:00.0`1976-04-22 00:00:00.0`1977-04-28 00:00:00.0`1975-12-20 00:00:00.0`00000000000000000133`6114`\N`44319`502`2012-11-03 23:00:00.0`2013-05-10 00:00:00.0
000000000000000000ke`000000000000000000ox`0000000000000000000b`1974-11-20 00:00:00.0`1976-04-23 00:00:00.0`1975-02-13 00:00:00.0`1977-09-18 01:00:00.0`000000000000000000on`474`\N`44171`171`2012-11-06 23:00:00.0`2013-05-09 00:00:00.0
000000000000000000pm`0000000000000000007l`00000000000000000008`1973-04-06 00:00:00.0`1976-04-04 00:00:00.0`1978-08-16 01:00:00.0`1978-09-29 01:00:00.0`000000000000000000m9`1550`\N`44359`1428`2012-11-27 23:00:00.0`2013-05-15 00:00:00.0
000000000000000000l9`000000000000000000oc`0000000000000000000h`1974-04-11 00:00:00.0`1975-12-24 00:00:00.0`1972-08-04 01:00:00.0`1977-02-14 00:00:00.0`00000000000000000015`1387`\N`44202`1233`2012-10-04 00:00:00.0`2013-05-18 00:00:00.0
000000000000000000jz`000000000000000000rw`0000000000000000000i`1972-08-14 01:00:00.0`1976-01-28 00:00:00.0`1979-06-11 01:00:00.0`1979-02-04 00:00:00.0`000000000000000000gx`1777`\N`44156`726`2012-10-23 00:00:00.0`2013-05-14 00:00:00.0
000000000000000000es`0000000000000000008w`0000000000000000000d`1972-03-25 00:00:00.0`1975-12-22 00:00:00.0`1974-10-26 00:00:00.0`1978-02-02 00:00:00.0`000000000000000000n4`4773`\N`43969`834`2012-11-23 23:00:00.0`2013-05-13 00:00:00.0
000000000000000000jv`000000000000000000nk`0000000000000000000f`1974-06-29 01:00:00.0`1976-05-25 00:00:00.0`1974-03-01 00:00:00.0`1980-07-16 01:00:00.0`000000000000000000i3`1411`\N`44152`1265`2012-10-28 23:00:00.0`2013-05-11 00:00:00.0
000000000000000000bw`000000000000000000ni`00000000000000000004`1972-06-24 01:00:00.0`1976-06-11 01:00:00.0`1977-01-30 00:00:00.0`1977-07-30 01:00:00.0`000000000000000000jm`3193`\N`43865`1346`2012-09-26 00:00:00.0`2013-05-16 00:00:00.0
0000000000000000000t`00000000000000000032`00000000000000000009`1972-04-05 00:00:00.0`1976-05-06 00:00:00.0`1979-06-17 01:00:00.0`1981-05-16 01:00:00.0`0000000000000000007y`6430`\N`43466`309`2012-11-28 23:00:00.0`2013-05-12 00:00:00.0
000000000000000000ky`0000000000000000006r`00000000000000000002`1974-10-25 00:00:00.0`1976-03-04 00:00:00.0`1979-09-19 01:00:00.0`1978-11-30 00:00:00.0`000000000000000000t4`3208`\N`44191`852`2012-10-11 00:00:00.0`2013-05-17 00:00:00.0
000000000000000000c1`000000000000000000mn`0000000000000000000e`1973-06-12 01:00:00.0`1976-07-14 01:00:00.0`1979-04-24 00:00:00.0`1979-03-24 00:00:00.0`000000000000000000yr`4959`\N`43870`393`2012-09-24 00:00:00.0`2013-05-10 00:00:00.0
0000000000000000004f`00000000000000000097`00000000000000000001`1972-07-16 01:00:00.0`1976-02-01 00:00:00.0`1977-05-27 01:00:00.0`1978-02-26 00:00:00.0`000000000000000000bq`2378`\N`43596`1201`2012-11-22 23:00:00.0`2013-05-09 00:00:00.0
0000000000000000002q`000000000000000000nz`00000000000000000007`1974-01-22 00:00:00.0`1976-06-06 01:00:00.0`1974-07-09 01:00:00.0`1977-08-22 01:00:00.0`000000000000000000u0`204`\N`43535`485`2012-11-25 23:00:00.0`2013-05-15 00:00:00.0
000000000000000000eq`000000000000000000oi`0000000000000000000k`1974-05-10 00:00:00.0`1975-12-15 00:00:00.0`1974-02-04 00:00:00.0`1980-03-13 00:00:00.0`000000000000000000xh`2029`\N`43967`1171`2012-09-20 00:00:00.0`2013-05-18 00:00:00.0
000000000000000000if`00000000000000000042`0000000000000000000c`1972-12-01 00:00:00.0`1976-05-13 00:00:00.0`1976-06-15 01:00:00.0`1980-09-14 01:00:00.0`000000000000000000t2`2497`\N`44100`1546`2012-10-26 00:00:00.0`2013-05-14 00:00:00.0
