274800`8`\N`000000000000000002qr`0000000000000000005k`\N`\N`\N`1903-05-18 00:00:00.0`1651`\N`24`000000000000000002qr`000000000000000002qr
272863`h`\N`0000000000000000018y`0000000000000000004b`\N`\N`\N`1907-03-25 00:00:00.0`1009`\N`80`0000000000000000018y`0000000000000000018y
276644`i`\N`0000000000000000045z`00000000000000000002`\N`\N`\N`1907-09-23 00:00:00.0`1663`\N`62`0000000000000000045z`0000000000000000045z
272018`p`\N`000000000000000000lh`0000000000000000001g`\N`\N`\N`1900-09-13 00:00:00.0`1363`\N`121`000000000000000000lh`000000000000000000lh
276824`d`\N`000000000000000004az`00000000000000000066`\N`\N`\N`1904-03-07 00:00:00.0`361`\N`119`000000000000000004az`000000000000000004az
274532`v`\N`000000000000000002jb`0000000000000000001x`\N`\N`\N`1906-06-02 00:00:00.0`1285`\N`67`000000000000000002jb`000000000000000002jb
275045`f`\N`000000000000000002xk`0000000000000000006e`\N`\N`\N`1900-10-06 00:00:00.0`1457`\N`89`000000000000000002xk`000000000000000002xk
275291`4`\N`0000000000000000034e`0000000000000000002m`\N`\N`\N`1905-12-07 00:00:00.0`1561`\N`92`0000000000000000034e`0000000000000000034e
275522`s`\N`000000000000000003at`00000000000000000060`\N`\N`\N`1904-07-19 00:00:00.0`40`\N`122`000000000000000003at`000000000000000003at
273413`9`\N`000000000000000001o8`00000000000000000042`\N`\N`\N`1901-10-20 00:00:00.0`106`\N`145`000000000000000001o8`000000000000000001o8
272775`2`\N`0000000000000000016i`0000000000000000005t`\N`\N`\N`1902-01-24 00:00:00.0`1788`\N`147`0000000000000000016i`0000000000000000016i
271452`e`\N`0000000000000000005r`0000000000000000000o`\N`\N`\N`1906-01-19 00:00:00.0`780`\N`173`0000000000000000005r`0000000000000000005r
273451`x`\N`000000000000000001pa`00000000000000000028`\N`\N`\N`1900-08-29 00:00:00.0`129`\N`32`000000000000000001pa`000000000000000001pa
271308`t`\N`0000000000000000001r`0000000000000000001q`\N`\N`\N`1906-06-08 00:00:00.0`194`\N`59`0000000000000000001r`0000000000000000001r
274962`1`\N`000000000000000002v9`0000000000000000003d`\N`\N`\N`1903-02-25 00:00:00.0`1439`\N`95`000000000000000002v9`000000000000000002v9
275978`7`\N`000000000000000003nh`0000000000000000003b`\N`\N`\N`1900-12-17 00:00:00.0`1421`\N`55`000000000000000003nh`000000000000000003nh
275296`o`\N`0000000000000000034j`0000000000000000001v`\N`\N`\N`1901-09-29 00:00:00.0`1126`\N`58`0000000000000000034j`0000000000000000034j
272913`k`\N`000000000000000001ac`0000000000000000002h`\N`\N`\N`1906-06-28 00:00:00.0`1519`\N`51`000000000000000001ac`000000000000000001ac
273493`c`\N`000000000000000001qg`0000000000000000002k`\N`\N`\N`1901-12-23 00:00:00.0`1388`\N`170`000000000000000001qg`000000000000000001qg
273786`r`\N`000000000000000001yl`0000000000000000003e`\N`\N`\N`1906-11-17 00:00:00.0`841`\N`131`000000000000000001yl`000000000000000001yl
274234`a`\N`000000000000000002b1`00000000000000000041`\N`\N`\N`1903-10-03 00:00:00.0`899`\N`63`000000000000000002b1`000000000000000002b1
277477`6`\N`000000000000000004t4`00000000000000000043`\N`\N`\N`1902-02-14 00:00:00.0`1389`\N`38`000000000000000004t4`000000000000000004t4
275187`5`\N`0000000000000000031i`0000000000000000004t`\N`\N`\N`1906-08-09 00:00:00.0`1728`\N`103`0000000000000000031i`0000000000000000031i
273662`z`\N`000000000000000001v5`0000000000000000000w`\N`\N`\N`1905-11-22 00:00:00.0`961`\N`7`000000000000000001v5`000000000000000001v5
273750`3`\N`000000000000000001xl`0000000000000000001n`\N`\N`\N`1906-07-24 00:00:00.0`1158`\N`182`000000000000000001xl`000000000000000001xl
275053`l`\N`000000000000000002xs`0000000000000000002n`\N`\N`\N`1903-04-23 00:00:00.0`1570`\N`22`000000000000000002xs`000000000000000002xs
275763`j`\N`000000000000000003hi`0000000000000000001j`\N`\N`\N`1903-03-11 00:00:00.0`1348`\N`68`000000000000000003hi`000000000000000003hi
277406`w`\N`000000000000000004r5`0000000000000000001m`\N`\N`\N`1905-03-02 00:00:00.0`298`\N`25`000000000000000004r5`000000000000000004r5
274492`m`\N`000000000000000002i7`0000000000000000005g`\N`\N`\N`1903-04-13 00:00:00.0`130`\N`169`000000000000000002i7`000000000000000002i7
272685`n`\N`00000000000000000140`0000000000000000001f`\N`\N`\N`1901-07-29 00:00:00.0`594`\N`84`00000000000000000140`00000000000000000140
276149`g`\N`000000000000000003s8`0000000000000000004q`\N`\N`\N`1905-06-07 00:00:00.0`1576`\N`166`000000000000000003s8`000000000000000003s8
275332`b`\N`0000000000000000035j`0000000000000000003n`\N`\N`\N`1904-07-30 00:00:00.0`889`\N`43`0000000000000000035j`0000000000000000035j
272210`y`\N`000000000000000000qt`0000000000000000001r`\N`\N`\N`1907-05-09 00:00:00.0`711`\N`109`000000000000000000qt`000000000000000000qt
273345`q`\N`000000000000000001mc`0000000000000000005u`\N`\N`\N`1904-06-30 00:00:00.0`760`\N`27`000000000000000001mc`000000000000000001mc
275061`u`\N`000000000000000002y0`00000000000000000012`\N`\N`\N`1903-04-02 00:00:00.0`306`\N`90`000000000000000002y0`000000000000000002y0
276235`8`\N`000000000000000003um`0000000000000000005i`\N`\N`\N`1906-04-23 00:00:00.0`1808`\N`3`000000000000000003um`000000000000000003um
275452`h`\N`0000000000000000038v`0000000000000000002v`\N`\N`\N`1903-02-11 00:00:00.0`501`\N`78`0000000000000000038v`0000000000000000038v
275571`i`\N`000000000000000003c6`00000000000000000007`\N`\N`\N`1904-07-10 00:00:00.0`1276`\N`10`000000000000000003c6`000000000000000003c6
276304`p`\N`000000000000000003wj`00000000000000000052`\N`\N`\N`1902-10-07 00:00:00.0`288`\N`101`000000000000000003wj`000000000000000003wj
276810`d`\N`000000000000000004al`0000000000000000000m`\N`\N`\N`1906-09-22 00:00:00.0`1828`\N`141`000000000000000004al`000000000000000004al
275889`v`\N`000000000000000003l0`00000000000000000069`\N`\N`\N`1907-07-14 00:00:00.0`193`\N`112`000000000000000003l0`000000000000000003l0
275052`f`\N`000000000000000002xr`0000000000000000001w`\N`\N`\N`1905-11-09 00:00:00.0`1380`\N`37`000000000000000002xr`000000000000000002xr
275704`4`\N`000000000000000003fv`0000000000000000005f`\N`\N`\N`1906-04-04 00:00:00.0`1364`\N`71`000000000000000003fv`000000000000000003fv
274144`s`\N`0000000000000000028j`0000000000000000000p`\N`\N`\N`1907-10-13 00:00:00.0`420`\N`79`0000000000000000028j`0000000000000000028j
272167`9`\N`000000000000000000pm`0000000000000000004p`\N`\N`\N`1907-02-19 00:00:00.0`998`\N`36`000000000000000000pm`000000000000000000pm
275608`2`\N`000000000000000003d7`0000000000000000006b`\N`\N`\N`1904-07-22 00:00:00.0`1609`\N`120`000000000000000003d7`000000000000000003d7
273014`e`\N`000000000000000001d5`0000000000000000002c`\N`\N`\N`1903-09-26 00:00:00.0`1113`\N`93`000000000000000001d5`000000000000000001d5
275546`x`\N`000000000000000003bh`0000000000000000004m`\N`\N`\N`1900-12-28 00:00:00.0`1644`\N`4`000000000000000003bh`000000000000000003bh
274829`t`\N`000000000000000002rk`00000000000000000061`\N`\N`\N`1903-07-10 00:00:00.0`99`\N`104`000000000000000002rk`000000000000000002rk
272554`1`\N`0000000000000000010d`00000000000000000017`\N`\N`\N`1903-12-29 00:00:00.0`370`\N`138`0000000000000000010d`0000000000000000010d
274689`7`\N`000000000000000002no`00000000000000000031`\N`\N`\N`1906-07-30 00:00:00.0`1816`\N`188`000000000000000002no`000000000000000002no
274301`o`\N`000000000000000002cw`0000000000000000000r`\N`\N`\N`1904-04-11 00:00:00.0`939`\N`183`000000000000000002cw`000000000000000002cw
271423`k`\N`0000000000000000004y`0000000000000000002i`\N`\N`\N`1905-07-30 00:00:00.0`802`\N`133`0000000000000000004y`0000000000000000004y
271740`c`\N`000000000000000000dr`0000000000000000006d`\N`\N`\N`1900-02-10 00:00:00.0`51`\N`107`000000000000000000dr`000000000000000000dr
273136`r`\N`000000000000000001gj`00000000000000000003`\N`\N`\N`1906-06-19 00:00:00.0`1279`\N`48`000000000000000001gj`000000000000000001gj
272737`a`\N`0000000000000000015g`00000000000000000026`\N`\N`\N`1900-04-17 00:00:00.0`1542`\N`160`0000000000000000015g`0000000000000000015g
271264`6`\N`0000000000000000000j`0000000000000000000a`\N`\N`\N`1904-11-24 00:00:00.0`915`\N`124`0000000000000000000j`0000000000000000000j
272366`5`\N`000000000000000000v5`0000000000000000005e`\N`\N`\N`1902-02-20 00:00:00.0`332`\N`77`000000000000000000v5`000000000000000000v5
277342`z`\N`000000000000000004pd`0000000000000000002t`\N`\N`\N`1900-05-10 00:00:00.0`48`\N`134`000000000000000004pd`000000000000000004pd
271753`3`\N`000000000000000000e4`0000000000000000003x`\N`\N`\N`1905-08-30 00:00:00.0`1297`\N`178`000000000000000000e4`000000000000000000e4
274716`l`\N`000000000000000002of`00000000000000000034`\N`\N`\N`1905-02-13 00:00:00.0`1700`\N`184`000000000000000002of`000000000000000002of
275894`j`\N`000000000000000003l5`00000000000000000011`\N`\N`\N`1900-07-14 00:00:00.0`230`\N`139`000000000000000003l5`000000000000000003l5
275347`w`\N`0000000000000000035y`0000000000000000001z`\N`\N`\N`1903-12-11 00:00:00.0`70`\N`127`0000000000000000035y`0000000000000000035y
273095`m`\N`000000000000000001fe`00000000000000000063`\N`\N`\N`1903-11-23 00:00:00.0`936`\N`87`000000000000000001fe`000000000000000001fe
276594`n`\N`0000000000000000044l`00000000000000000027`\N`\N`\N`1903-02-01 00:00:00.0`274`\N`53`0000000000000000044l`0000000000000000044l
276619`g`\N`0000000000000000045a`00000000000000000010`\N`\N`\N`1904-02-29 00:00:00.0`1365`\N`64`0000000000000000045a`0000000000000000045a
275056`b`\N`000000000000000002xv`0000000000000000003c`\N`\N`\N`1906-10-13 00:00:00.0`479`\N`118`000000000000000002xv`000000000000000002xv
275940`y`\N`000000000000000003mf`0000000000000000002l`\N`\N`\N`1907-05-17 00:00:00.0`769`\N`41`000000000000000003mf`000000000000000003mf
273109`q`\N`000000000000000001fs`0000000000000000005n`\N`\N`\N`1905-04-28 00:00:00.0`1384`\N`57`000000000000000001fs`000000000000000001fs
275293`u`\N`0000000000000000034g`00000000000000000004`\N`\N`\N`1906-03-09 00:00:00.0`1600`\N`190`0000000000000000034g`0000000000000000034g
272477`8`\N`000000000000000000y8`0000000000000000002w`\N`\N`\N`1903-10-21 00:00:00.0`1471`\N`35`000000000000000000y8`000000000000000000y8
273884`h`\N`0000000000000000021b`0000000000000000003u`\N`\N`\N`1905-01-11 00:00:00.0`1179`\N`33`0000000000000000021b`0000000000000000021b
276841`i`\N`000000000000000004bg`00000000000000000058`\N`\N`\N`1905-09-09 00:00:00.0`1229`\N`110`000000000000000004bg`000000000000000004bg
277299`p`\N`000000000000000004o6`00000000000000000053`\N`\N`\N`1906-09-26 00:00:00.0`491`\N`116`000000000000000004o6`000000000000000004o6
275968`d`\N`000000000000000003n7`0000000000000000003p`\N`\N`\N`1907-11-05 00:00:00.0`550`\N`102`000000000000000003n7`000000000000000003n7
274066`v`\N`0000000000000000026d`0000000000000000002z`\N`\N`\N`1907-02-26 00:00:00.0`1133`\N`125`0000000000000000026d`0000000000000000026d
274279`f`\N`000000000000000002ca`0000000000000000001c`\N`\N`\N`1902-04-22 00:00:00.0`1215`\N`126`000000000000000002ca`000000000000000002ca
275214`4`\N`00000000000000000329`0000000000000000004g`\N`\N`\N`1905-10-04 00:00:00.0`1636`\N`76`00000000000000000329`00000000000000000329
275255`s`\N`0000000000000000033e`0000000000000000003g`\N`\N`\N`1905-04-30 00:00:00.0`933`\N`14`0000000000000000033e`0000000000000000033e
274942`9`\N`000000000000000002up`0000000000000000005h`\N`\N`\N`1907-06-23 00:00:00.0`521`\N`44`000000000000000002up`000000000000000002up
271500`2`\N`00000000000000000073`00000000000000000025`\N`\N`\N`1902-06-19 00:00:00.0`718`\N`135`00000000000000000073`00000000000000000073
276283`e`\N`000000000000000003vy`0000000000000000003q`\N`\N`\N`1903-10-22 00:00:00.0`902`\N`136`000000000000000003vy`000000000000000003vy
276259`x`\N`000000000000000003va`0000000000000000004y`\N`\N`\N`1905-03-11 00:00:00.0`257`\N`117`000000000000000003va`000000000000000003va
276868`t`\N`000000000000000004c7`00000000000000000054`\N`\N`\N`1904-09-25 00:00:00.0`1655`\N`15`000000000000000004c7`000000000000000004c7
272771`1`\N`0000000000000000016e`0000000000000000003v`\N`\N`\N`1905-02-26 00:00:00.0`8`\N`50`0000000000000000016e`0000000000000000016e
273588`7`\N`000000000000000001t3`0000000000000000003j`\N`\N`\N`1902-08-20 00:00:00.0`472`\N`13`000000000000000001t3`000000000000000001t3
271523`o`\N`0000000000000000007q`0000000000000000002f`\N`\N`\N`1907-12-14 00:00:00.0`1079`\N`168`0000000000000000007q`0000000000000000007q
276672`k`\N`0000000000000000046r`0000000000000000001h`\N`\N`\N`1903-03-05 00:00:00.0`156`\N`185`0000000000000000046r`0000000000000000046r
273411`c`\N`000000000000000001o6`00000000000000000065`\N`\N`\N`1906-11-26 00:00:00.0`969`\N`149`000000000000000001o6`000000000000000001o6
275820`r`\N`000000000000000003j3`0000000000000000001s`\N`\N`\N`1905-08-31 00:00:00.0`730`\N`86`000000000000000003j3`000000000000000003j3
275683`a`\N`000000000000000003fa`0000000000000000003a`\N`\N`\N`1905-04-13 00:00:00.0`1796`\N`54`000000000000000003fa`000000000000000003fa
272905`6`\N`000000000000000001a4`00000000000000000015`\N`\N`\N`1904-04-20 00:00:00.0`860`\N`180`000000000000000001a4`000000000000000001a4
275666`5`\N`000000000000000003et`0000000000000000001l`\N`\N`\N`1907-01-12 00:00:00.0`705`\N`6`000000000000000003et`000000000000000003et
271902`z`\N`000000000000000000i9`0000000000000000005a`\N`\N`\N`1903-09-11 00:00:00.0`1567`\N`156`000000000000000000i9`000000000000000000i9
276666`3`\N`0000000000000000046l`0000000000000000000z`\N`\N`\N`1900-10-26 00:00:00.0`912`\N`20`0000000000000000046l`0000000000000000046l
271998`l`\N`000000000000000000kx`0000000000000000000x`\N`\N`\N`1900-05-11 00:00:00.0`1330`\N`163`000000000000000000kx`000000000000000000kx
275644`j`\N`000000000000000003e7`00000000000000000032`\N`\N`\N`1906-01-25 00:00:00.0`389`\N`74`000000000000000003e7`000000000000000003e7
273454`w`\N`000000000000000001pd`00000000000000000038`\N`\N`\N`1901-08-18 00:00:00.0`1447`\N`23`000000000000000001pd`000000000000000001pd
271485`m`\N`0000000000000000006o`0000000000000000002u`\N`\N`\N`1907-02-25 00:00:00.0`379`\N`142`0000000000000000006o`0000000000000000006o
275398`n`\N`0000000000000000037d`0000000000000000003h`\N`\N`\N`1906-12-11 00:00:00.0`1656`\N`137`0000000000000000037d`0000000000000000037d
276104`g`\N`000000000000000003qz`00000000000000000067`\N`\N`\N`1904-04-26 00:00:00.0`504`\N`158`000000000000000003qz`000000000000000003qz
273594`b`\N`000000000000000001t9`0000000000000000003i`\N`\N`\N`1906-01-30 00:00:00.0`735`\N`72`000000000000000001t9`000000000000000001t9
272395`y`\N`000000000000000000vy`00000000000000000024`\N`\N`\N`1902-06-09 00:00:00.0`314`\N`186`000000000000000000vy`000000000000000000vy
271595`q`\N`0000000000000000009q`0000000000000000005q`\N`\N`\N`1906-08-14 00:00:00.0`1515`\N`8`0000000000000000009q`0000000000000000009q
271881`u`\N`000000000000000000ho`0000000000000000000e`\N`\N`\N`1906-09-13 00:00:00.0`26`\N`181`000000000000000000ho`000000000000000000ho
273614`8`\N`000000000000000001tt`0000000000000000005z`\N`\N`\N`1905-12-16 00:00:00.0`1534`\N`113`000000000000000001tt`000000000000000001tt
271966`h`\N`000000000000000000k1`00000000000000000018`\N`\N`\N`1901-12-13 00:00:00.0`443`\N`49`000000000000000000k1`000000000000000000k1
273756`i`\N`000000000000000001xr`0000000000000000003r`\N`\N`\N`1905-04-06 00:00:00.0`1005`\N`96`000000000000000001xr`000000000000000001xr
275925`p`\N`000000000000000003m0`0000000000000000003s`\N`\N`\N`1906-05-15 00:00:00.0`1513`\N`154`000000000000000003m0`000000000000000003m0
277176`d`\N`000000000000000004kr`00000000000000000039`\N`\N`\N`1905-11-27 00:00:00.0`1063`\N`177`000000000000000004kr`000000000000000004kr
272615`v`\N`00000000000000000122`0000000000000000000f`\N`\N`\N`1902-01-31 00:00:00.0`507`\N`175`00000000000000000122`00000000000000000122
272019`f`\N`000000000000000000li`0000000000000000001e`\N`\N`\N`1906-09-02 00:00:00.0`444`\N`165`000000000000000000li`000000000000000000li
276883`4`\N`000000000000000004cm`0000000000000000000d`\N`\N`\N`1900-11-03 00:00:00.0`435`\N`174`000000000000000004cm`000000000000000004cm
273656`s`\N`000000000000000001uz`0000000000000000004o`\N`\N`\N`1905-07-08 00:00:00.0`465`\N`153`000000000000000001uz`000000000000000001uz
273396`9`\N`000000000000000001nr`00000000000000000055`\N`\N`\N`1906-05-25 00:00:00.0`1424`\N`143`000000000000000001nr`000000000000000001nr
273640`2`\N`000000000000000001uj`00000000000000000045`\N`\N`\N`1906-09-18 00:00:00.0`152`\N`106`000000000000000001uj`000000000000000001uj
272452`e`\N`000000000000000000xj`0000000000000000002e`\N`\N`\N`1904-12-14 00:00:00.0`487`\N`17`000000000000000000xj`000000000000000000xj
272409`x`\N`000000000000000000wc`00000000000000000062`\N`\N`\N`1905-06-16 00:00:00.0`467`\N`128`000000000000000000wc`000000000000000000wc
275178`t`\N`00000000000000000319`0000000000000000001i`\N`\N`\N`1901-05-17 00:00:00.0`1098`\N`189`00000000000000000319`00000000000000000319
273131`1`\N`000000000000000001ge`00000000000000000050`\N`\N`\N`1907-07-27 00:00:00.0`581`\N`82`000000000000000001ge`000000000000000001ge
272442`7`\N`000000000000000000x9`00000000000000000006`\N`\N`\N`1907-12-16 00:00:00.0`1047`\N`114`000000000000000000x9`000000000000000000x9
271819`o`\N`000000000000000000fy`0000000000000000004c`\N`\N`\N`1903-07-01 00:00:00.0`1731`\N`21`000000000000000000fy`000000000000000000fy
275090`k`\N`000000000000000002yt`0000000000000000000k`\N`\N`\N`1900-10-16 00:00:00.0`1397`\N`70`000000000000000002yt`000000000000000002yt
276331`c`\N`000000000000000003xa`0000000000000000004j`\N`\N`\N`1905-01-03 00:00:00.0`276`\N`66`000000000000000003xa`000000000000000003xa
273228`r`\N`000000000000000001j3`0000000000000000005m`\N`\N`\N`1900-07-13 00:00:00.0`84`\N`75`000000000000000001j3`000000000000000001j3
272916`a`\N`000000000000000001af`0000000000000000005r`\N`\N`\N`1903-10-13 00:00:00.0`1125`\N`65`000000000000000001af`000000000000000001af
273929`6`\N`0000000000000000022k`00000000000000000068`\N`\N`\N`1903-09-27 00:00:00.0`1638`\N`152`0000000000000000022k`0000000000000000022k
272886`5`\N`0000000000000000019l`00000000000000000022`\N`\N`\N`1901-02-25 00:00:00.0`74`\N`28`0000000000000000019l`0000000000000000019l
272431`z`\N`000000000000000000wy`0000000000000000000n`\N`\N`\N`1902-09-26 00:00:00.0`953`\N`129`000000000000000000wy`000000000000000000wy
276827`3`\N`000000000000000004b2`0000000000000000003y`\N`\N`\N`1904-05-29 00:00:00.0`1443`\N`81`000000000000000004b2`000000000000000004b2
274889`l`\N`000000000000000002t8`0000000000000000003t`\N`\N`\N`1903-01-19 00:00:00.0`739`\N`88`000000000000000002t8`000000000000000002t8
276094`j`\N`000000000000000003qp`0000000000000000004e`\N`\N`\N`1904-07-03 00:00:00.0`660`\N`9`000000000000000003qp`000000000000000003qp
277140`w`\N`000000000000000004jr`00000000000000000020`\N`\N`\N`1907-11-15 00:00:00.0`1458`\N`30`000000000000000004jr`000000000000000004jr
