2390`000000000000000000mk`000000000000000001g4`\N`\N`000000000000002`00000000000000000003`000000000000002`\N`\N`1978-05-07 01:00:00.0`1978-05-07 01:00:00.0`\N`\N`8`\N`323`000000000000000002n4`\N`000000000000002
1121`000000000000000000ud`000000000000000000gv`\N`\N`000000000000003`0000000000000000000l`000000000000001`\N`\N`1977-04-22 01:00:00.0`1977-04-22 01:00:00.0`\N`\N`17`\N`326`000000000000000001g4`\N`000000000000001
5121`000000000000000001ll`000000000000000004gw`\N`\N`000000000000001`0000000000000000001a`000000000000002`\N`\N`1972-03-23 01:00:00.0`1972-03-23 01:00:00.0`\N`\N`18`\N`404`000000000000000000gv`\N`000000000000002
2004`000000000000000001pr`0000000000000000015e`\N`\N`000000000000002`0000000000000000000j`000000000000001`\N`\N`1972-12-29 01:00:00.0`1972-12-29 01:00:00.0`\N`\N`13`\N`414`000000000000000004gw`\N`000000000000001
3578`000000000000000000tm`000000000000000002d4`\N`\N`000000000000003`0000000000000000000w`000000000000002`\N`\N`1982-03-04 01:00:00.0`1982-03-04 01:00:00.0`\N`\N`15`\N`674`0000000000000000015e`\N`000000000000002
1164`00000000000000000278`000000000000000000i2`\N`\N`000000000000001`0000000000000000000m`000000000000001`\N`\N`1975-09-05 02:00:00.0`1975-09-05 02:00:00.0`\N`\N`4`\N`371`000000000000000002d4`\N`000000000000001
1582`000000000000000000o4`000000000000000000to`\N`\N`000000000000002`0000000000000000001h`000000000000002`\N`\N`1976-02-02 01:00:00.0`1976-02-02 01:00:00.0`\N`\N`9`\N`565`000000000000000000i2`\N`000000000000002
3484`000000000000000000wp`000000000000000002ai`\N`\N`000000000000003`0000000000000000001w`000000000000001`\N`\N`1972-12-02 01:00:00.0`1972-12-02 01:00:00.0`\N`\N`2`\N`564`000000000000000000to`\N`000000000000001
4276`000000000000000003aq`000000000000000003xz`\N`\N`000000000000001`00000000000000000020`000000000000002`\N`\N`1977-10-23 01:00:00.0`1977-10-23 01:00:00.0`\N`\N`14`\N`538`000000000000000002ai`\N`000000000000002
1853`000000000000000001jb`00000000000000000117`\N`\N`000000000000002`0000000000000000001g`000000000000001`\N`\N`1972-05-18 01:00:00.0`1972-05-18 01:00:00.0`\N`\N`1`\N`448`000000000000000003xz`\N`000000000000001
628`000000000000000002qr`00000000000000000036`\N`\N`000000000000003`0000000000000000001p`000000000000002`\N`\N`1973-03-23 01:00:00.0`1973-03-23 01:00:00.0`\N`\N`7`\N`549`00000000000000000117`\N`000000000000002
3381`0000000000000000018y`0000000000000000027n`\N`\N`000000000000001`0000000000000000000n`000000000000001`\N`\N`1981-09-14 02:00:00.0`1981-09-14 02:00:00.0`\N`\N`12`\N`148`00000000000000000036`\N`000000000000001
3562`000000000000000000lh`000000000000000002co`\N`\N`000000000000002`0000000000000000001o`000000000000002`\N`\N`1975-06-15 02:00:00.0`1975-06-15 02:00:00.0`\N`\N`10`\N`157`0000000000000000027n`\N`000000000000002
3182`000000000000000002jb`00000000000000000224`\N`\N`000000000000003`0000000000000000000g`000000000000001`\N`\N`1979-09-26 02:00:00.0`1979-09-26 02:00:00.0`\N`\N`6`\N`46`000000000000000002co`\N`000000000000001
1326`000000000000000002xk`000000000000000000mk`\N`\N`000000000000001`0000000000000000000b`000000000000002`\N`\N`1974-06-07 02:00:00.0`1974-06-07 02:00:00.0`\N`\N`5`\N`187`00000000000000000224`\N`000000000000002
6056`0000000000000000034e`000000000000000003jq`\N`\N`000000000000002`00000000000000000025`000000000000001`\N`\N`1972-02-13 01:00:00.0`1972-02-13 01:00:00.0`\N`\N`3`\N`287`000000000000000000mk`\N`000000000000001
1607`000000000000000003at`000000000000000000ud`\N`\N`000000000000003`0000000000000000000y`000000000000002`\N`\N`1979-01-01 01:00:00.0`1979-01-01 01:00:00.0`\N`\N`19`\N`399`000000000000000003jq`\N`000000000000002
5903`000000000000000001o8`000000000000000003fh`\N`\N`000000000000001`00000000000000000010`000000000000001`\N`\N`1980-05-28 02:00:00.0`1980-05-28 02:00:00.0`\N`\N`16`\N`284`000000000000000000ud`\N`000000000000001
2587`0000000000000000016i`000000000000000001ll`\N`\N`000000000000002`0000000000000000001e`000000000000002`\N`\N`1981-01-29 01:00:00.0`1981-01-29 01:00:00.0`\N`\N`11`\N`321`000000000000000003fh`\N`000000000000002
2737`0000000000000000005r`000000000000000001pr`\N`\N`000000000000003`0000000000000000001b`000000000000001`\N`\N`1981-09-17 02:00:00.0`1981-09-17 02:00:00.0`\N`\N`8`\N`274`000000000000000001ll`\N`000000000000001
1580`000000000000000001pa`000000000000000000tm`\N`\N`000000000000001`0000000000000000000q`000000000000002`\N`\N`1975-12-09 01:00:00.0`1975-12-09 01:00:00.0`\N`\N`17`\N`61`000000000000000001pr`\N`000000000000002
3366`0000000000000000001r`00000000000000000278`\N`\N`000000000000002`0000000000000000001q`000000000000001`\N`\N`1974-03-11 01:00:00.0`1974-03-11 01:00:00.0`\N`\N`18`\N`577`000000000000000000tm`\N`000000000000001
1382`000000000000000002v9`000000000000000000o4`\N`\N`000000000000003`0000000000000000000u`000000000000002`\N`\N`1970-07-27 02:00:00.0`1970-07-27 02:00:00.0`\N`\N`13`\N`578`00000000000000000278`\N`000000000000002
1691`0000000000000000034j`000000000000000000wp`\N`\N`000000000000001`00000000000000000008`000000000000001`\N`\N`1976-01-16 01:00:00.0`1976-01-16 01:00:00.0`\N`\N`15`\N`245`000000000000000000o4`\N`000000000000001
5732`000000000000000001ac`000000000000000003aq`\N`\N`000000000000002`0000000000000000001k`000000000000002`\N`\N`1970-03-05 01:00:00.0`1970-03-05 01:00:00.0`\N`\N`4`\N`316`000000000000000000wp`\N`000000000000002
2505`000000000000000001qg`000000000000000001jb`\N`\N`000000000000003`0000000000000000000h`000000000000001`\N`\N`1980-03-06 01:00:00.0`1980-03-06 01:00:00.0`\N`\N`9`\N`144`000000000000000003aq`\N`000000000000001
5156`000000000000000001yl`000000000000000004hv`\N`\N`000000000000001`0000000000000000000i`000000000000002`\N`\N`1981-02-03 01:00:00.0`1981-02-03 01:00:00.0`\N`\N`2`\N`480`000000000000000001jb`\N`000000000000002
179`000000000000000002b1`000000000000000002qr`\N`\N`000000000000002`0000000000000000000p`000000000000001`\N`\N`1974-07-27 02:00:00.0`1974-07-27 02:00:00.0`\N`\N`14`\N`372`000000000000000004hv`\N`000000000000001
2132`0000000000000000031i`0000000000000000018y`\N`\N`000000000000003`00000000000000000022`000000000000002`\N`\N`1976-02-27 01:00:00.0`1976-02-27 01:00:00.0`\N`\N`1`\N`591`000000000000000002qr`\N`000000000000002
4564`000000000000000001v5`0000000000000000045z`\N`\N`000000000000001`0000000000000000000d`000000000000001`\N`\N`1976-12-16 01:00:00.0`1976-12-16 01:00:00.0`\N`\N`7`\N`231`0000000000000000018y`\N`000000000000001
1287`000000000000000001xl`000000000000000000lh`\N`\N`000000000000002`0000000000000000000v`000000000000002`\N`\N`1978-03-09 01:00:00.0`1978-03-09 01:00:00.0`\N`\N`12`\N`16`0000000000000000045z`\N`000000000000002
4744`000000000000000002xs`000000000000000004az`\N`\N`000000000000003`0000000000000000000f`000000000000001`\N`\N`1980-10-17 01:00:00.0`1980-10-17 01:00:00.0`\N`\N`10`\N`416`000000000000000000lh`\N`000000000000001
3801`000000000000000002i7`000000000000000002jb`\N`\N`000000000000001`00000000000000000004`000000000000002`\N`\N`1976-08-14 02:00:00.0`1976-08-14 02:00:00.0`\N`\N`6`\N`402`000000000000000004az`\N`000000000000002
424`00000000000000000140`000000000000000002xk`\N`\N`000000000000002`0000000000000000000s`000000000000001`\N`\N`1976-11-10 01:00:00.0`1976-11-10 01:00:00.0`\N`\N`5`\N`362`000000000000000002jb`\N`000000000000001
5504`0000000000000000035j`0000000000000000034e`\N`\N`000000000000003`0000000000000000001n`000000000000002`\N`\N`1980-06-05 02:00:00.0`1980-06-05 02:00:00.0`\N`\N`3`\N`331`000000000000000002xk`\N`000000000000002
5735`000000000000000000qt`000000000000000003at`\N`\N`000000000000001`00000000000000000009`000000000000001`\N`\N`1982-05-16 02:00:00.0`1978-11-22 01:00:00.0`\N`\N`19`\N`534`0000000000000000034e`\N`000000000000001
2682`000000000000000001mc`000000000000000001o8`\N`\N`000000000000002`0000000000000000001r`000000000000002`\N`\N`1978-11-22 01:00:00.0`1973-12-11 01:00:00.0`\N`\N`16`\N`552`000000000000000003at`\N`000000000000002
2044`000000000000000002y0`0000000000000000016i`\N`\N`000000000000003`00000000000000000011`000000000000001`\N`\N`1973-12-11 01:00:00.0`1981-03-11 01:00:00.0`\N`\N`11`\N`226`000000000000000001o8`\N`000000000000001
721`0000000000000000038v`0000000000000000005r`\N`\N`000000000000001`0000000000000000001l`000000000000002`\N`\N`1981-03-11 01:00:00.0`1972-08-23 02:00:00.0`\N`\N`8`\N`417`0000000000000000016i`\N`000000000000002
2720`000000000000000002xr`000000000000000001pa`\N`\N`000000000000002`0000000000000000001u`000000000000001`\N`\N`1972-08-23 02:00:00.0`1975-10-02 01:00:00.0`\N`\N`17`\N`381`0000000000000000005r`\N`000000000000001
577`0000000000000000028j`0000000000000000001r`\N`\N`000000000000003`0000000000000000001m`000000000000002`\N`\N`1975-10-02 01:00:00.0`1980-06-13 02:00:00.0`\N`\N`18`\N`261`000000000000000001pa`\N`000000000000002
341`000000000000000000pm`000000000000000002v9`\N`\N`000000000000001`00000000000000000002`000000000000001`\N`\N`1980-06-13 02:00:00.0`1981-07-09 02:00:00.0`\N`\N`13`\N`422`0000000000000000001r`\N`000000000000001
3913`000000000000000001d5`000000000000000003nh`\N`\N`000000000000002`0000000000000000000e`000000000000002`\N`\N`1981-07-09 02:00:00.0`1981-11-05 01:00:00.0`\N`\N`15`\N`532`000000000000000002v9`\N`000000000000002
5509`000000000000000002rk`0000000000000000034j`\N`\N`000000000000003`0000000000000000001j`000000000000001`\N`\N`1981-11-05 01:00:00.0`1980-06-04 02:00:00.0`\N`\N`4`\N`428`000000000000000003nh`\N`000000000000001
2182`0000000000000000010d`000000000000000001ac`\N`\N`000000000000001`0000000000000000001x`000000000000002`\N`\N`1980-06-04 02:00:00.0`1982-03-18 01:00:00.0`\N`\N`9`\N`29`0000000000000000034j`\N`000000000000002
2762`000000000000000002no`000000000000000001qg`\N`\N`000000000000002`0000000000000000001c`000000000000001`\N`\N`1982-03-18 01:00:00.0`1977-12-09 01:00:00.0`\N`\N`2`\N`433`000000000000000001ac`\N`000000000000001
3055`000000000000000002cw`000000000000000001yl`\N`\N`000000000000003`0000000000000000000x`000000000000002`\N`\N`1977-12-09 01:00:00.0`1972-07-11 02:00:00.0`\N`\N`14`\N`159`000000000000000001qg`\N`000000000000002
3503`0000000000000000004y`000000000000000002b1`\N`\N`000000000000001`0000000000000000000t`000000000000001`\N`\N`1972-07-11 02:00:00.0`1981-12-12 01:00:00.0`\N`\N`1`\N`98`000000000000000001yl`\N`000000000000001
6233`000000000000000000dr`000000000000000004t4`\N`\N`000000000000002`00000000000000000001`000000000000002`\N`\N`1981-12-12 01:00:00.0`1974-11-05 01:00:00.0`\N`\N`7`\N`530`000000000000000002b1`\N`000000000000002
5400`000000000000000001gj`0000000000000000031i`\N`\N`000000000000003`00000000000000000007`000000000000001`\N`\N`1974-11-05 01:00:00.0`1981-10-11 01:00:00.0`\N`\N`12`\N`663`000000000000000004t4`\N`000000000000001
2931`0000000000000000015g`000000000000000001v5`\N`\N`000000000000001`0000000000000000001d`000000000000002`\N`\N`1981-10-11 01:00:00.0`1979-10-25 01:00:00.0`\N`\N`10`\N`85`0000000000000000031i`\N`000000000000002
3019`0000000000000000000j`000000000000000001xl`\N`\N`000000000000002`00000000000000000014`000000000000001`\N`\N`1979-10-25 01:00:00.0`1973-08-02 02:00:00.0`\N`\N`6`\N`192`000000000000000001v5`\N`000000000000001
432`000000000000000000v5`000000000000000002xs`\N`\N`000000000000003`00000000000000000015`000000000000002`\N`\N`1973-08-02 02:00:00.0`1979-06-07 02:00:00.0`\N`\N`5`\N`640`000000000000000001xl`\N`000000000000002
5976`000000000000000000e4`000000000000000003hi`\N`\N`000000000000001`0000000000000000000o`000000000000001`\N`\N`1979-06-07 02:00:00.0`1978-05-15 01:00:00.0`\N`\N`3`\N`496`000000000000000002xs`\N`000000000000001
6162`000000000000000002of`000000000000000004r5`\N`\N`000000000000002`0000000000000000001v`000000000000002`\N`\N`1978-05-15 01:00:00.0`1970-06-28 02:00:00.0`\N`\N`19`\N`308`000000000000000003hi`\N`000000000000002
3761`0000000000000000035y`000000000000000002i7`\N`\N`000000000000003`0000000000000000001t`000000000000001`\N`\N`1970-06-28 02:00:00.0`1971-05-11 01:00:00.0`\N`\N`16`\N`354`000000000000000004r5`\N`000000000000001
1954`000000000000000001fe`00000000000000000140`\N`\N`000000000000001`0000000000000000001f`000000000000002`\N`\N`1971-05-11 01:00:00.0`1975-03-07 01:00:00.0`\N`\N`11`\N`123`000000000000000002i7`\N`000000000000002
4069`000000000000000002xv`000000000000000003s8`\N`\N`000000000000002`0000000000000000001i`000000000000001`\N`\N`1975-03-07 01:00:00.0`1974-02-01 01:00:00.0`\N`\N`8`\N`171`00000000000000000140`\N`000000000000001
5545`000000000000000001fs`0000000000000000035j`\N`\N`000000000000003`00000000000000000023`000000000000002`\N`\N`1974-02-01 01:00:00.0`1970-01-20 01:00:00.0`\N`\N`17`\N`410`000000000000000003s8`\N`000000000000002
1479`0000000000000000034g`000000000000000000qt`\N`\N`000000000000001`0000000000000000000k`000000000000001`\N`\N`1970-01-20 01:00:00.0`1973-01-26 01:00:00.0`\N`\N`18`\N`570`0000000000000000035j`\N`000000000000001
2614`000000000000000000y8`000000000000000001mc`\N`\N`000000000000002`00000000000000000013`000000000000002`\N`\N`1973-01-26 01:00:00.0`1971-05-24 02:00:00.0`\N`\N`13`\N`536`000000000000000000qt`\N`000000000000002
440`0000000000000000021b`000000000000000002y0`\N`\N`000000000000003`0000000000000000001z`000000000000001`\N`\N`1971-05-24 02:00:00.0`1979-07-04 02:00:00.0`\N`\N`15`\N`105`000000000000000001mc`\N`000000000000001
4155`0000000000000000026d`000000000000000003um`\N`\N`000000000000001`00000000000000000019`000000000000002`\N`\N`1979-07-04 02:00:00.0`1981-03-26 01:00:00.0`\N`\N`4`\N`350`000000000000000002y0`\N`000000000000002
5665`000000000000000002ca`0000000000000000038v`\N`\N`000000000000002`0000000000000000000c`000000000000001`\N`\N`1981-03-26 01:00:00.0`1975-01-25 01:00:00.0`\N`\N`9`\N`19`000000000000000003um`\N`000000000000001
5784`00000000000000000329`000000000000000003c6`\N`\N`000000000000003`00000000000000000024`000000000000002`\N`\N`1975-01-25 01:00:00.0`1980-06-08 02:00:00.0`\N`\N`2`\N`494`0000000000000000038v`\N`000000000000002
4224`0000000000000000033e`000000000000000003wj`\N`\N`000000000000001`0000000000000000000r`000000000000001`\N`\N`1980-06-08 02:00:00.0`1975-02-08 01:00:00.0`\N`\N`14`\N`99`000000000000000003c6`\N`000000000000001
4730`000000000000000002up`000000000000000004al`\N`\N`000000000000002`0000000000000000000a`000000000000002`\N`\N`1975-02-08 01:00:00.0`1981-01-31 01:00:00.0`\N`\N`1`\N`556`000000000000000003wj`\N`000000000000002
6102`00000000000000000073`000000000000000003l0`\N`\N`000000000000003`0000000000000000001y`000000000000001`\N`\N`1981-01-31 01:00:00.0`1973-05-17 01:00:00.0`\N`\N`7`\N`330`000000000000000004al`\N`000000000000001
431`0000000000000000016e`000000000000000002xr`\N`\N`000000000000001`00000000000000000021`000000000000002`\N`\N`1973-05-17 01:00:00.0`1977-03-24 01:00:00.0`\N`\N`12`\N`508`000000000000000003l0`\N`000000000000002
5917`000000000000000001t3`000000000000000003fv`\N`\N`000000000000002`00000000000000000006`000000000000001`\N`\N`1977-03-24 01:00:00.0`1977-09-22 02:00:00.0`\N`\N`10`\N`91`000000000000000002xr`\N`000000000000001
3413`0000000000000000007q`0000000000000000028j`\N`\N`000000000000003`00000000000000000016`000000000000002`\N`\N`1977-09-22 02:00:00.0`1978-04-23 01:00:00.0`\N`\N`6`\N`348`000000000000000003fv`\N`000000000000002
1436`000000000000000001o6`000000000000000000pm`\N`\N`000000000000001`00000000000000000012`000000000000001`\N`\N`1978-04-23 01:00:00.0`1980-11-13 01:00:00.0`\N`\N`5`\N`151`0000000000000000028j`\N`000000000000001
5821`000000000000000001a4`000000000000000003d7`\N`\N`000000000000002`0000000000000000001s`000000000000002`\N`\N`1980-11-13 01:00:00.0`1980-12-24 01:00:00.0`\N`\N`3`\N`167`000000000000000000pm`\N`000000000000002
2283`000000000000000000i9`000000000000000001d5`\N`\N`000000000000003`00000000000000000018`000000000000001`\N`\N`1980-12-24 01:00:00.0`1980-02-15 01:00:00.0`\N`\N`19`\N`306`000000000000000003d7`\N`000000000000001
5759`000000000000000000kx`000000000000000003bh`\N`\N`000000000000001`00000000000000000005`000000000000002`\N`\N`1980-02-15 01:00:00.0`1970-09-13 02:00:00.0`\N`\N`16`\N`11`000000000000000001d5`\N`000000000000002
208`000000000000000001pd`000000000000000002rk`\N`\N`000000000000002`0000000000000000000z`000000000000001`\N`\N`1970-09-13 02:00:00.0`1974-03-07 01:00:00.0`\N`\N`11`\N`286`000000000000000003bh`\N`000000000000001
1823`0000000000000000006o`0000000000000000010d`\N`\N`000000000000003`00000000000000000017`000000000000002`\N`\N`1974-03-07 01:00:00.0`1976-06-01 02:00:00.0`\N`\N`8`\N`373`000000000000000002rk`\N`000000000000002
68`0000000000000000037d`000000000000000002no`\N`\N`000000000000001`00000000000000000003`000000000000001`\N`\N`1976-06-01 02:00:00.0`1970-10-06 01:00:00.0`\N`\N`17`\N`617`0000000000000000010d`\N`000000000000001
3570`000000000000000001t9`000000000000000002cw`\N`\N`000000000000002`0000000000000000000l`000000000000002`\N`\N`1970-10-06 01:00:00.0`1975-12-07 01:00:00.0`\N`\N`18`\N`375`000000000000000002no`\N`000000000000002
692`000000000000000000vy`0000000000000000004y`\N`\N`000000000000003`0000000000000000001a`000000000000001`\N`\N`1975-12-07 01:00:00.0`1982-02-25 01:00:00.0`\N`\N`13`\N`669`000000000000000002cw`\N`000000000000001
1009`0000000000000000009q`000000000000000000dr`\N`\N`000000000000001`0000000000000000000j`000000000000002`\N`\N`1982-02-25 01:00:00.0`1974-07-19 02:00:00.0`\N`\N`15`\N`241`0000000000000000004y`\N`000000000000002
2405`000000000000000000ho`000000000000000001gj`\N`\N`000000000000002`0000000000000000000w`000000000000001`\N`\N`1974-07-19 02:00:00.0`1982-02-08 01:00:00.0`\N`\N`4`\N`212`000000000000000000dr`\N`000000000000001
2006`000000000000000001tt`0000000000000000015g`\N`\N`000000000000003`0000000000000000000m`000000000000002`\N`\N`1982-02-08 01:00:00.0`1971-10-20 01:00:00.0`\N`\N`9`\N`467`000000000000000001gj`\N`000000000000002
533`000000000000000000k1`0000000000000000000j`\N`\N`000000000000001`0000000000000000001h`000000000000001`\N`\N`1971-10-20 01:00:00.0`1972-01-24 01:00:00.0`\N`\N`2`\N`34`0000000000000000015g`\N`000000000000001
1635`000000000000000001xr`000000000000000000v5`\N`\N`000000000000002`0000000000000000001w`000000000000002`\N`\N`1972-01-24 01:00:00.0`1982-01-17 01:00:00.0`\N`\N`14`\N`256`0000000000000000000j`\N`000000000000002
4866`00000000000000000122`000000000000000004pd`\N`\N`000000000000003`00000000000000000020`000000000000001`\N`\N`1982-01-17 01:00:00.0`1976-01-19 01:00:00.0`\N`\N`1`\N`602`000000000000000000v5`\N`000000000000001
1022`000000000000000000li`000000000000000000e4`\N`\N`000000000000001`0000000000000000001g`000000000000002`\N`\N`1976-01-19 01:00:00.0`1970-08-29 02:00:00.0`\N`\N`7`\N`517`000000000000000004pd`\N`000000000000002
95`000000000000000001uz`000000000000000002of`\N`\N`000000000000002`0000000000000000001p`000000000000001`\N`\N`1970-08-29 02:00:00.0`1981-05-16 02:00:00.0`\N`\N`12`\N`325`000000000000000000e4`\N`000000000000001
6107`000000000000000001nr`000000000000000003l5`\N`\N`000000000000003`0000000000000000000n`000000000000002`\N`\N`1981-05-16 02:00:00.0`1976-06-07 02:00:00.0`\N`\N`10`\N`378`000000000000000002of`\N`000000000000002
5560`000000000000000001uj`0000000000000000035y`\N`\N`000000000000001`0000000000000000001o`000000000000001`\N`\N`1976-06-07 02:00:00.0`1973-02-24 01:00:00.0`\N`\N`6`\N`251`000000000000000003l5`\N`000000000000001
2364`000000000000000000xj`000000000000000001fe`\N`\N`000000000000002`0000000000000000000g`000000000000002`\N`\N`1973-02-24 01:00:00.0`1970-12-17 01:00:00.0`\N`\N`5`\N`472`0000000000000000035y`\N`000000000000002
4514`000000000000000000wc`0000000000000000044l`\N`\N`000000000000003`0000000000000000000b`000000000000001`\N`\N`1970-12-17 01:00:00.0`1971-09-29 01:00:00.0`\N`\N`3`\N`164`000000000000000001fe`\N`000000000000001
4539`00000000000000000319`0000000000000000045a`\N`\N`000000000000001`00000000000000000025`000000000000002`\N`\N`1971-09-29 01:00:00.0`1976-06-27 02:00:00.0`\N`\N`19`\N`228`0000000000000000044l`\N`000000000000002
435`000000000000000001ge`000000000000000002xv`\N`\N`000000000000002`0000000000000000000y`000000000000001`\N`\N`1976-06-27 02:00:00.0`1971-12-23 01:00:00.0`\N`\N`16`\N`589`0000000000000000045a`\N`000000000000001
494`000000000000000000x9`000000000000000003mf`\N`\N`000000000000003`00000000000000000010`000000000000002`\N`\N`1971-12-23 01:00:00.0`1976-11-16 01:00:00.0`\N`\N`11`\N`179`000000000000000002xv`\N`000000000000002
