000000000000000000ox`1970-07-11 02:00:00.0`1971-12-16 01:00:00.0`00000000000000000004`1970-01-17 01:00:00.0`1972-08-24 02:00:00.0`1971-09-30 01:00:00.0`00000000000000000001`21644`2012-07-20 02:00:00.0`2013-05-08 02:00:00.0
00000000000000000037`1970-03-15 01:00:00.0`1972-08-24 02:00:00.0`00000000000000000005`1970-01-30 01:00:00.0`1972-06-04 02:00:00.0`1972-01-25 01:00:00.0`00000000000000000002`20833`2012-07-16 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000001b`1970-01-13 01:00:00.0`1972-06-04 02:00:00.0`00000000000000000003`1970-04-09 01:00:00.0`1972-03-08 01:00:00.0`1972-02-03 01:00:00.0`00000000000000000001`20765`2012-07-22 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000005x`1970-11-09 01:00:00.0`1972-03-08 01:00:00.0`00000000000000000001`1970-03-27 01:00:00.0`1971-11-11 01:00:00.0`1971-10-15 01:00:00.0`00000000000000000002`20931`2012-06-13 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000dp`1970-02-10 01:00:00.0`1971-11-11 01:00:00.0`00000000000000000002`1970-05-04 01:00:00.0`1971-09-11 02:00:00.0`1972-03-04 01:00:00.0`00000000000000000001`21211`2012-07-13 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000jq`1970-02-01 01:00:00.0`1971-09-11 02:00:00.0`00000000000000000004`1970-04-16 01:00:00.0`1972-07-07 02:00:00.0`1971-10-30 01:00:00.0`00000000000000000002`21457`2012-07-21 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000008a`1970-11-20 01:00:00.0`1972-07-07 02:00:00.0`00000000000000000005`1970-01-20 01:00:00.0`1971-10-09 01:00:00.0`1972-01-21 01:00:00.0`00000000000000000001`21016`2012-06-11 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000j1`1970-11-23 01:00:00.0`1971-10-09 01:00:00.0`00000000000000000003`1970-04-10 01:00:00.0`1971-09-30 01:00:00.0`1972-04-17 01:00:00.0`00000000000000000002`21432`2012-06-29 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000i9`1970-05-29 01:00:00.0`1971-09-30 01:00:00.0`00000000000000000001`1970-04-02 01:00:00.0`1972-07-18 02:00:00.0`1971-09-15 02:00:00.0`00000000000000000001`21404`2012-06-27 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000004s`1970-06-07 02:00:00.0`1972-07-18 02:00:00.0`00000000000000000002`1970-01-12 01:00:00.0`1972-07-21 02:00:00.0`1972-04-12 01:00:00.0`00000000000000000002`20890`2012-07-10 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000c4`1970-02-16 01:00:00.0`1972-07-21 02:00:00.0`00000000000000000004`1970-02-04 01:00:00.0`1972-09-04 02:00:00.0`1971-09-28 01:00:00.0`00000000000000000001`21154`2012-06-30 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000006l`1970-07-07 02:00:00.0`1972-10-07 01:00:00.0`00000000000000000005`1970-02-12 01:00:00.0`1972-01-25 01:00:00.0`1972-02-05 01:00:00.0`00000000000000000002`20955`2012-07-01 02:00:00.0`2013-05-08 02:00:00.0
00000000000000000030`1970-10-15 01:00:00.0`1972-10-17 01:00:00.0`00000000000000000003`1970-03-25 01:00:00.0`1972-02-03 01:00:00.0`1971-12-06 01:00:00.0`00000000000000000001`20826`2012-06-24 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000ly`1970-10-12 01:00:00.0`1972-09-04 02:00:00.0`00000000000000000001`1970-02-15 01:00:00.0`1971-10-15 01:00:00.0`1971-11-23 01:00:00.0`00000000000000000002`21537`2012-06-19 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000a0`1970-11-18 01:00:00.0`1972-01-25 01:00:00.0`00000000000000000002`1970-02-09 01:00:00.0`1972-03-04 01:00:00.0`1972-03-09 01:00:00.0`00000000000000000001`21078`2012-07-12 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000007r`1970-10-02 01:00:00.0`1972-02-03 01:00:00.0`00000000000000000004`1970-01-06 01:00:00.0`1972-06-12 02:00:00.0`1971-12-31 01:00:00.0`00000000000000000002`20997`2012-07-14 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000005b`1970-03-03 01:00:00.0`1971-10-15 01:00:00.0`00000000000000000005`1970-04-08 01:00:00.0`1972-06-09 02:00:00.0`1972-02-17 01:00:00.0`00000000000000000001`20909`2012-07-04 02:00:00.0`2013-05-08 02:00:00.0
00000000000000000021`1970-09-03 02:00:00.0`1972-03-04 01:00:00.0`00000000000000000003`1970-02-26 01:00:00.0`1972-07-16 02:00:00.0`1971-12-13 01:00:00.0`00000000000000000002`20791`2012-07-08 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000op`1970-11-13 01:00:00.0`1972-06-12 02:00:00.0`00000000000000000001`1970-01-19 01:00:00.0`1972-05-30 02:00:00.0`1971-09-18 02:00:00.0`00000000000000000001`21636`2012-06-16 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000gx`1970-05-25 01:00:00.0`1972-10-02 01:00:00.0`00000000000000000002`1970-03-02 01:00:00.0`1971-10-30 01:00:00.0`1971-12-07 01:00:00.0`00000000000000000002`21356`2012-06-25 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000jf`1970-08-20 02:00:00.0`1972-06-09 02:00:00.0`00000000000000000004`1970-01-03 01:00:00.0`1972-05-01 01:00:00.0`1971-11-29 01:00:00.0`00000000000000000001`21446`2012-06-26 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000000c`1970-01-17 01:00:00.0`1972-07-16 02:00:00.0`00000000000000000005`1970-02-22 01:00:00.0`1972-07-11 02:00:00.0`1972-01-28 01:00:00.0`00000000000000000002`21273`2012-07-03 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000008o`1970-11-28 01:00:00.0`1972-05-30 02:00:00.0`00000000000000000003`1970-03-11 01:00:00.0`1972-01-21 01:00:00.0`1972-02-13 01:00:00.0`00000000000000000001`21030`2012-06-21 02:00:00.0`2013-05-08 02:00:00.0
00000000000000000014`1970-08-15 02:00:00.0`1971-10-30 01:00:00.0`00000000000000000001`1970-04-05 01:00:00.0`1972-09-05 02:00:00.0`1971-09-10 02:00:00.0`00000000000000000002`20758`2012-07-09 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000000v`1970-09-19 02:00:00.0`1972-05-01 01:00:00.0`00000000000000000002`1970-01-25 01:00:00.0`1972-04-17 01:00:00.0`1972-03-29 01:00:00.0`00000000000000000001`21292`2012-06-23 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000me`1970-01-30 01:00:00.0`1972-07-11 02:00:00.0`00000000000000000004`1970-03-22 01:00:00.0`1971-09-15 02:00:00.0`1971-10-03 01:00:00.0`00000000000000000002`21553`2012-06-12 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000lk`1970-06-09 02:00:00.0`1972-01-21 01:00:00.0`00000000000000000005`1970-03-04 01:00:00.0`1972-08-26 02:00:00.0`1972-02-10 01:00:00.0`00000000000000000001`21523`2012-07-06 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000p5`1970-04-09 01:00:00.0`1972-09-05 02:00:00.0`00000000000000000003`1970-05-02 01:00:00.0`1972-07-26 02:00:00.0`1972-04-14 01:00:00.0`00000000000000000002`21652`2012-06-17 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000008z`1970-03-27 01:00:00.0`1972-04-17 01:00:00.0`00000000000000000001`1970-04-30 01:00:00.0`1972-04-12 01:00:00.0`1972-02-25 01:00:00.0`00000000000000000001`21041`2012-07-15 02:00:00.0`2013-05-08 02:00:00.0
00000000000000000092`1970-07-12 02:00:00.0`1971-09-15 02:00:00.0`00000000000000000002`1970-03-09 01:00:00.0`1972-09-14 02:00:00.0`1971-10-11 01:00:00.0`00000000000000000002`21044`2012-06-10 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000b8`1970-11-05 01:00:00.0`1972-10-19 01:00:00.0`00000000000000000004`1970-03-31 01:00:00.0`1972-05-17 01:00:00.0`1971-11-21 01:00:00.0`00000000000000000001`21122`2012-06-22 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000bi`1970-05-04 01:00:00.0`1972-10-05 01:00:00.0`00000000000000000005`1970-04-03 01:00:00.0`1971-09-28 01:00:00.0`1972-01-17 01:00:00.0`00000000000000000002`21132`2012-07-11 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000iq`1970-06-21 02:00:00.0`1972-08-26 02:00:00.0`00000000000000000003`1970-05-03 01:00:00.0`1972-02-05 01:00:00.0`1972-01-09 01:00:00.0`00000000000000000001`21421`2012-07-07 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000ab`1970-04-16 01:00:00.0`1972-07-26 02:00:00.0`00000000000000000001`1970-02-02 01:00:00.0`1971-12-06 01:00:00.0`1971-10-14 01:00:00.0`00000000000000000002`21089`2012-06-09 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000fp`1970-01-20 01:00:00.0`1972-04-12 01:00:00.0`00000000000000000002`1970-03-01 01:00:00.0`1971-11-23 01:00:00.0`1972-02-07 01:00:00.0`00000000000000000001`21312`2012-06-15 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000fo`1970-04-10 01:00:00.0`1972-10-20 01:00:00.0`00000000000000000004`1970-04-06 01:00:00.0`1972-03-09 01:00:00.0`1972-01-27 01:00:00.0`00000000000000000002`21311`2012-07-18 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000ey`1970-11-27 01:00:00.0`1972-09-14 02:00:00.0`00000000000000000005`1970-02-25 01:00:00.0`1972-07-03 02:00:00.0`1971-10-08 01:00:00.0`00000000000000000001`21256`2012-07-19 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000o7`1970-04-02 01:00:00.0`1972-05-17 01:00:00.0`00000000000000000003`1970-02-28 01:00:00.0`1972-08-18 02:00:00.0`1971-09-04 02:00:00.0`00000000000000000002`21618`2012-07-02 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000cg`1970-12-15 01:00:00.0`1971-09-28 01:00:00.0`00000000000000000001`1970-02-21 01:00:00.0`1971-12-31 01:00:00.0`1972-01-07 01:00:00.0`00000000000000000001`21166`2012-06-28 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000f9`1970-06-01 02:00:00.0`1972-02-05 01:00:00.0`00000000000000000002`1970-03-05 01:00:00.0`1972-02-17 01:00:00.0`1971-12-05 01:00:00.0`00000000000000000002`21663`2012-07-17 02:00:00.0`2013-05-08 02:00:00.0
00000000000000000044`1970-06-17 02:00:00.0`1971-12-06 01:00:00.0`00000000000000000004`1970-02-08 01:00:00.0`1971-12-13 01:00:00.0`1971-10-25 01:00:00.0`00000000000000000001`20866`2012-07-23 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000mt`1970-11-03 01:00:00.0`1971-11-23 01:00:00.0`00000000000000000005`1970-04-14 01:00:00.0`1972-08-14 02:00:00.0`1972-02-08 01:00:00.0`00000000000000000002`21568`2012-06-20 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000004d`1970-01-12 01:00:00.0`1972-03-09 01:00:00.0`00000000000000000003`1970-01-08 01:00:00.0`1971-09-18 02:00:00.0`1972-02-22 01:00:00.0`00000000000000000001`20875`2012-07-05 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000001a`1970-10-14 01:00:00.0`1972-07-03 02:00:00.0`00000000000000000001`1970-01-23 01:00:00.0`1971-12-07 01:00:00.0`1971-09-17 02:00:00.0`00000000000000000002`20764`2012-06-18 02:00:00.0`2013-05-08 02:00:00.0
00000000000000000057`1970-08-30 02:00:00.0`1972-08-18 02:00:00.0`00000000000000000002`1970-03-10 01:00:00.0`1972-07-25 02:00:00.0`1971-10-29 01:00:00.0`00000000000000000001`20905`2012-06-14 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000my`1970-08-01 02:00:00.0`1971-12-31 01:00:00.0`00000000000000000004`1970-01-26 01:00:00.0`1971-11-29 01:00:00.0`1972-03-17 01:00:00.0`00000000000000000002`21573`2012-07-20 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000007z`1970-02-04 01:00:00.0`1972-02-17 01:00:00.0`00000000000000000005`1970-03-26 01:00:00.0`1972-08-12 02:00:00.0`1972-02-01 01:00:00.0`00000000000000000001`21005`2012-07-16 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000b3`1970-09-14 02:00:00.0`1972-10-13 01:00:00.0`00000000000000000003`1970-02-13 01:00:00.0`1972-01-28 01:00:00.0`1971-09-01 02:00:00.0`00000000000000000002`21117`2012-07-22 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000007w`1970-11-22 01:00:00.0`1971-12-13 01:00:00.0`00000000000000000001`1970-04-20 01:00:00.0`1972-02-13 01:00:00.0`1971-10-21 01:00:00.0`00000000000000000001`21002`2012-06-13 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000008x`1970-09-09 02:00:00.0`1972-08-14 02:00:00.0`00000000000000000002`1970-01-28 01:00:00.0`1972-07-01 02:00:00.0`1972-04-08 01:00:00.0`00000000000000000002`21039`2012-07-13 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000007m`1970-06-14 02:00:00.0`1971-09-18 02:00:00.0`00000000000000000004`1970-04-01 01:00:00.0`1971-09-10 02:00:00.0`1971-11-07 01:00:00.0`00000000000000000001`20992`2012-07-21 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000001p`1970-08-17 02:00:00.0`1971-12-07 01:00:00.0`00000000000000000005`1970-01-04 01:00:00.0`1972-06-11 02:00:00.0`1972-04-16 01:00:00.0`00000000000000000002`20779`2012-06-11 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000g1`1970-06-29 02:00:00.0`1972-07-25 02:00:00.0`00000000000000000003`1970-03-20 01:00:00.0`1972-09-06 02:00:00.0`1971-12-02 01:00:00.0`00000000000000000001`21324`2012-06-29 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000oc`1970-02-12 01:00:00.0`1971-11-29 01:00:00.0`00000000000000000001`1970-01-11 01:00:00.0`1972-09-08 02:00:00.0`1972-04-02 01:00:00.0`00000000000000000002`21623`2012-06-27 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000g2`1970-03-25 01:00:00.0`1972-08-12 02:00:00.0`00000000000000000002`1970-04-12 01:00:00.0`1972-04-27 01:00:00.0`1972-01-23 01:00:00.0`00000000000000000001`21325`2012-07-10 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000p2`1970-05-21 01:00:00.0`1972-01-28 01:00:00.0`00000000000000000004`1970-04-23 01:00:00.0`1972-03-29 01:00:00.0`1972-03-26 01:00:00.0`00000000000000000002`21649`2012-06-30 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000006t`1970-05-13 01:00:00.0`1972-02-13 01:00:00.0`00000000000000000005`1970-02-07 01:00:00.0`1971-10-03 01:00:00.0`1971-09-23 02:00:00.0`00000000000000000001`20963`2012-07-01 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000008s`1970-12-08 01:00:00.0`1972-07-01 02:00:00.0`00000000000000000003`1970-03-13 01:00:00.0`1972-05-12 01:00:00.0`1971-11-18 01:00:00.0`00000000000000000002`21034`2012-06-24 02:00:00.0`2013-05-08 02:00:00.0
00000000000000000040`1970-02-15 01:00:00.0`1971-09-10 02:00:00.0`00000000000000000001`1970-03-21 01:00:00.0`1972-07-20 02:00:00.0`1971-10-31 01:00:00.0`00000000000000000001`20862`2012-06-19 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000jx`1970-06-11 02:00:00.0`1972-06-11 02:00:00.0`00000000000000000002`1970-02-06 01:00:00.0`1972-09-11 02:00:00.0`1971-12-29 01:00:00.0`00000000000000000002`21464`2012-07-12 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000dc`1970-05-31 02:00:00.0`1972-09-06 02:00:00.0`00000000000000000004`1970-05-01 01:00:00.0`1972-05-07 01:00:00.0`1971-12-27 01:00:00.0`00000000000000000001`21198`2012-07-14 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000ac`1970-02-09 01:00:00.0`1972-09-08 02:00:00.0`00000000000000000005`1970-04-04 01:00:00.0`1972-02-10 01:00:00.0`1971-11-05 01:00:00.0`00000000000000000002`21090`2012-07-04 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000gf`1970-01-06 01:00:00.0`1972-04-27 01:00:00.0`00000000000000000003`1970-01-05 01:00:00.0`1972-04-14 01:00:00.0`1971-11-27 01:00:00.0`00000000000000000001`21338`2012-07-08 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000006f`1970-05-11 01:00:00.0`1972-03-29 01:00:00.0`00000000000000000001`1970-04-15 01:00:00.0`1972-02-25 01:00:00.0`1971-11-30 01:00:00.0`00000000000000000002`20949`2012-06-16 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000le`1970-04-08 01:00:00.0`1971-10-03 01:00:00.0`00000000000000000002`1970-04-18 01:00:00.0`1971-10-11 01:00:00.0`1971-12-30 01:00:00.0`00000000000000000001`21517`2012-06-25 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000nl`1970-10-21 01:00:00.0`1972-05-12 01:00:00.0`00000000000000000004`1970-02-18 01:00:00.0`1971-11-21 01:00:00.0`1972-01-22 01:00:00.0`00000000000000000002`21596`2012-06-26 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000ol`1970-11-01 01:00:00.0`1972-07-20 02:00:00.0`00000000000000000005`1970-05-05 01:00:00.0`1972-01-17 01:00:00.0`1972-01-24 01:00:00.0`00000000000000000001`21632`2012-07-03 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000mk`1970-08-24 02:00:00.0`1972-09-11 02:00:00.0`00000000000000000003`1970-03-19 01:00:00.0`1972-01-09 01:00:00.0`1972-02-19 01:00:00.0`00000000000000000002`21559`2012-06-21 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000000g`1970-02-26 01:00:00.0`1972-05-07 01:00:00.0`00000000000000000001`1970-03-29 01:00:00.0`1972-08-05 02:00:00.0`1971-10-01 01:00:00.0`00000000000000000001`21277`2012-07-09 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000bk`1970-09-16 02:00:00.0`1972-02-10 01:00:00.0`00000000000000000002`1970-02-23 01:00:00.0`1972-08-15 02:00:00.0`1971-10-28 01:00:00.0`00000000000000000002`21134`2012-06-23 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000k6`1970-06-12 02:00:00.0`1972-04-14 01:00:00.0`00000000000000000004`1970-03-06 01:00:00.0`1971-10-14 01:00:00.0`1971-12-03 01:00:00.0`00000000000000000001`21473`2012-06-12 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000ju`1970-06-26 02:00:00.0`1972-02-25 01:00:00.0`00000000000000000005`1970-04-29 01:00:00.0`1972-02-07 01:00:00.0`1971-10-24 01:00:00.0`00000000000000000002`21461`2012-07-06 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000b6`1970-01-19 01:00:00.0`1971-10-11 01:00:00.0`00000000000000000003`1970-02-11 01:00:00.0`1972-01-27 01:00:00.0`1971-10-27 01:00:00.0`00000000000000000001`21120`2012-06-17 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000a2`1970-03-02 01:00:00.0`1971-11-21 01:00:00.0`00000000000000000001`1970-02-27 01:00:00.0`1971-10-08 01:00:00.0`1972-03-13 01:00:00.0`00000000000000000002`21080`2012-07-15 02:00:00.0`2013-05-08 02:00:00.0
00000000000000000097`1970-07-20 02:00:00.0`1972-01-17 01:00:00.0`00000000000000000002`1970-02-05 01:00:00.0`1971-09-04 02:00:00.0`1971-10-20 01:00:00.0`00000000000000000001`21049`2012-06-10 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000eu`1970-06-05 02:00:00.0`1972-01-09 01:00:00.0`00000000000000000004`1970-02-03 01:00:00.0`1972-01-07 01:00:00.0`1972-02-16 01:00:00.0`00000000000000000002`21252`2012-06-22 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000lb`1970-01-03 01:00:00.0`1972-10-08 01:00:00.0`00000000000000000005`1970-04-21 01:00:00.0`1972-08-17 02:00:00.0`1972-01-08 01:00:00.0`00000000000000000001`21514`2012-07-11 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000lf`1970-02-22 01:00:00.0`1972-08-05 02:00:00.0`00000000000000000003`1970-04-27 01:00:00.0`1971-12-05 01:00:00.0`1971-11-01 01:00:00.0`00000000000000000002`21518`2012-07-07 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000ob`1970-12-10 01:00:00.0`1972-10-11 01:00:00.0`00000000000000000001`1970-04-13 01:00:00.0`1972-06-18 02:00:00.0`1972-03-27 01:00:00.0`00000000000000000001`21622`2012-06-09 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000fc`1970-11-16 01:00:00.0`1972-08-15 02:00:00.0`00000000000000000002`1970-03-18 01:00:00.0`1972-06-29 02:00:00.0`1971-10-07 01:00:00.0`00000000000000000002`21666`2012-06-15 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000006a`1970-08-11 02:00:00.0`1971-10-14 01:00:00.0`00000000000000000004`1970-01-15 01:00:00.0`1972-04-21 01:00:00.0`1972-03-15 01:00:00.0`00000000000000000001`20944`2012-07-18 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000n3`1970-03-11 01:00:00.0`1972-02-07 01:00:00.0`00000000000000000005`1970-02-14 01:00:00.0`1971-10-25 01:00:00.0`1971-12-11 01:00:00.0`00000000000000000002`21578`2012-07-19 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000bl`1970-08-19 02:00:00.0`1972-01-27 01:00:00.0`00000000000000000003`1970-04-28 01:00:00.0`1972-05-14 01:00:00.0`1971-09-06 02:00:00.0`00000000000000000001`21135`2012-07-02 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000kw`1970-04-05 01:00:00.0`1971-10-08 01:00:00.0`00000000000000000001`1970-01-16 01:00:00.0`1972-02-08 01:00:00.0`1972-02-28 01:00:00.0`00000000000000000002`21499`2012-06-28 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000al`1970-11-02 01:00:00.0`1971-09-04 02:00:00.0`00000000000000000002`1970-02-20 01:00:00.0`1972-02-22 01:00:00.0`1971-09-21 02:00:00.0`00000000000000000001`21099`2012-07-17 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000mx`1970-12-11 01:00:00.0`1972-01-07 01:00:00.0`00000000000000000004`1970-01-14 01:00:00.0`1972-08-29 02:00:00.0`1972-04-11 01:00:00.0`00000000000000000002`21572`2012-07-23 02:00:00.0`2013-05-08 02:00:00.0
00000000000000000079`1970-08-05 02:00:00.0`1972-08-17 02:00:00.0`00000000000000000005`1970-03-28 01:00:00.0`1971-09-17 02:00:00.0`1971-11-06 01:00:00.0`00000000000000000001`20979`2012-06-20 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000kc`1970-05-27 01:00:00.0`1971-12-05 01:00:00.0`00000000000000000003`1970-02-24 01:00:00.0`1971-10-29 01:00:00.0`1972-03-12 01:00:00.0`00000000000000000002`21479`2012-07-05 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000o6`1970-07-29 02:00:00.0`1972-06-18 02:00:00.0`00000000000000000001`1970-01-07 01:00:00.0`1972-03-17 01:00:00.0`1971-09-24 02:00:00.0`00000000000000000001`21617`2012-06-18 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000bq`1970-01-25 01:00:00.0`1972-06-29 02:00:00.0`00000000000000000002`1970-01-21 01:00:00.0`1972-02-01 01:00:00.0`1972-02-15 01:00:00.0`00000000000000000002`21140`2012-06-14 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000oi`1970-03-22 01:00:00.0`1972-04-21 01:00:00.0`00000000000000000004`1970-03-16 01:00:00.0`1971-09-01 02:00:00.0`1972-04-13 01:00:00.0`00000000000000000001`21629`2012-07-20 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000ke`1970-03-04 01:00:00.0`1971-10-25 01:00:00.0`00000000000000000005`1970-01-24 01:00:00.0`1971-10-21 01:00:00.0`1971-11-22 01:00:00.0`00000000000000000002`21481`2012-07-16 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000l9`1970-12-06 01:00:00.0`1972-10-01 01:00:00.0`00000000000000000003`1970-03-14 01:00:00.0`1972-08-07 02:00:00.0`1972-02-12 01:00:00.0`00000000000000000001`21512`2012-07-22 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000jz`1970-05-02 01:00:00.0`1972-05-14 01:00:00.0`00000000000000000001`1970-01-09 01:00:00.0`1972-07-14 02:00:00.0`1972-04-03 01:00:00.0`00000000000000000002`21466`2012-06-13 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000es`1970-04-30 01:00:00.0`1972-02-08 01:00:00.0`00000000000000000002`1970-04-24 01:00:00.0`1972-04-08 01:00:00.0`1971-10-12 01:00:00.0`00000000000000000001`21250`2012-07-13 02:00:00.0`2013-05-08 02:00:00.0
