0000000000000000005r`44`\N`3299`\N`493`27`000000000000002`213`2012-08-28 02:00:00.0`2013-05-08 02:00:00.0`3300
0000000000000000001r`4`\N`4508`\N`710`31`000000000000001`69`2012-09-02 02:00:00.0`2013-05-08 02:00:00.0`4509
00000000000000000140`22`\N`5790`\N`298`9`000000000000002`4866`2012-08-31 02:00:00.0`2013-05-08 02:00:00.0`5791
000000000000000000qt`47`\N`1372`\N`685`18`000000000000001`4360`2012-08-27 02:00:00.0`2013-05-08 02:00:00.0`1373
000000000000000000pm`20`\N`892`\N`657`19`000000000000002`4317`2012-08-26 02:00:00.0`2013-05-08 02:00:00.0`893
0000000000000000010d`33`\N`2593`\N`938`26`000000000000001`4704`2012-08-24 02:00:00.0`2013-05-08 02:00:00.0`2594
0000000000000000004y`23`\N`2882`\N`172`14`000000000000002`184`2012-09-06 02:00:00.0`2013-05-08 02:00:00.0`2883
000000000000000000dr`24`\N`5228`\N`436`32`000000000000001`4778`2012-09-01 02:00:00.0`2013-05-08 02:00:00.0`5229
0000000000000000000j`17`\N`5942`\N`237`16`000000000000002`25`2012-08-29 02:00:00.0`2013-05-08 02:00:00.0`5943
000000000000000000v5`12`\N`333`\N`108`5`000000000000001`4516`2012-09-03 02:00:00.0`2013-05-08 02:00:00.0`334
000000000000000000e4`35`\N`3369`\N`790`29`000000000000002`3903`2012-09-05 02:00:00.0`2013-05-08 02:00:00.0`3370
000000000000000000y8`37`\N`2828`\N`360`10`000000000000001`4627`2012-08-25 02:00:00.0`2013-05-08 02:00:00.0`2829
00000000000000000073`48`\N`5532`\N`279`3`000000000000002`261`2012-08-30 02:00:00.0`2013-05-08 02:00:00.0`6741
0000000000000000007q`27`\N`6164`\N`191`15`000000000000001`284`2012-08-23 02:00:00.0`2013-05-08 02:00:00.0`7388
000000000000000000i9`31`\N`3424`\N`930`30`000000000000002`4052`2012-09-04 02:00:00.0`2013-05-08 02:00:00.0`5533
000000000000000000kx`9`\N`1876`\N`973`2`000000000000001`4148`2012-08-22 02:00:00.0`2013-05-08 02:00:00.0`6165
0000000000000000006o`18`\N`607`\N`73`8`000000000000002`246`2012-08-28 02:00:00.0`2013-05-08 02:00:00.0`3425
000000000000000000vy`19`\N`5792`\N`889`25`000000000000001`4545`2012-09-02 02:00:00.0`2013-05-08 02:00:00.0`1877
0000000000000000009q`26`\N`1490`\N`916`21`000000000000002`356`2012-08-31 02:00:00.0`2013-05-08 02:00:00.0`608
000000000000000000ho`14`\N`3064`\N`609`13`000000000000001`4031`2012-08-27 02:00:00.0`2013-05-08 02:00:00.0`5793
000000000000000000k1`32`\N`650`\N`699`28`000000000000002`4116`2012-08-26 02:00:00.0`2013-05-08 02:00:00.0`1491
00000000000000000122`16`\N`1068`\N`12`11`000000000000001`4796`2012-08-24 02:00:00.0`2013-05-08 02:00:00.0`3065
000000000000000000li`5`\N`2970`\N`312`7`000000000000002`4169`2012-09-06 02:00:00.0`2013-05-08 02:00:00.0`651
000000000000000000xj`29`\N`5111`\N`40`6`000000000000001`4602`2012-09-01 02:00:00.0`2013-05-08 02:00:00.0`1069
000000000000000000wc`10`\N`1339`\N`31`4`000000000000002`4559`2012-08-29 02:00:00.0`2013-05-08 02:00:00.0`2971
000000000000000000x9`38`\N`114`\N`806`22`000000000000001`4592`2012-09-03 02:00:00.0`2013-05-08 02:00:00.0`5112
000000000000000000fy`3`\N`6561`\N`776`20`000000000000002`3969`2012-09-05 02:00:00.0`2013-05-08 02:00:00.0`1340
000000000000000000wy`15`\N`2867`\N`905`33`000000000000001`4581`2012-08-25 02:00:00.0`2013-05-08 02:00:00.0`115
000000000000000000vk`49`\N`3048`\N`323`23`000000000000002`4531`2012-08-30 02:00:00.0`2013-05-08 02:00:00.0`6727
000000000000000000s1`34`\N`2668`\N`326`24`000000000000001`4404`2012-08-23 02:00:00.0`2013-05-08 02:00:00.0`6562
0000000000000000011v`30`\N`812`\N`404`17`000000000000002`4789`2012-09-04 02:00:00.0`2013-05-08 02:00:00.0`6834
000000000000000000a1`2`\N`4598`\N`414`12`000000000000001`367`2012-08-22 02:00:00.0`2013-05-08 02:00:00.0`2868
000000000000000000zp`8`\N`1093`\N`674`27`000000000000002`4680`2012-08-28 02:00:00.0`2013-05-08 02:00:00.0`3049
0000000000000000014h`41`\N`4445`\N`371`31`000000000000001`4883`2012-09-02 02:00:00.0`2013-05-08 02:00:00.0`2669
00000000000000000014`42`\N`2073`\N`565`9`000000000000002`46`2012-08-31 02:00:00.0`2013-05-08 02:00:00.0`7308
0000000000000000002y`25`\N`2223`\N`564`18`000000000000001`112`2012-08-27 02:00:00.0`2013-05-08 02:00:00.0`813
000000000000000000lo`21`\N`1066`\N`538`19`000000000000002`4175`2012-08-26 02:00:00.0`2013-05-08 02:00:00.0`4599
0000000000000000003l`40`\N`2852`\N`871`26`000000000000001`135`2012-08-24 02:00:00.0`2013-05-08 02:00:00.0`1094
0000000000000000005e`46`\N`868`\N`448`14`000000000000002`200`2012-09-06 02:00:00.0`2013-05-08 02:00:00.0`4446
0000000000000000013z`13`\N`1177`\N`549`32`000000000000001`4865`2012-09-01 02:00:00.0`2013-05-08 02:00:00.0`2074
0000000000000000013h`28`\N`4274`\N`148`16`000000000000002`4847`2012-08-29 02:00:00.0`2013-05-08 02:00:00.0`2224
000000000000000000va`11`\N`1991`\N`821`5`000000000000001`4521`2012-09-03 02:00:00.0`2013-05-08 02:00:00.0`1067
0000000000000000012k`7`\N`5827`\N`157`29`000000000000002`4814`2012-09-05 02:00:00.0`2013-05-08 02:00:00.0`2853
000000000000000000nd`43`\N`3555`\N`46`10`000000000000001`4236`2012-08-25 02:00:00.0`2013-05-08 02:00:00.0`869
000000000000000000oz`39`\N`6303`\N`187`3`000000000000002`4294`2012-08-30 02:00:00.0`2013-05-08 02:00:00.0`1178
0000000000000000012l`45`\N`1618`\N`826`15`000000000000001`4815`2012-08-23 02:00:00.0`2013-05-08 02:00:00.0`4275
000000000000000000qp`6`\N`5399`\N`287`30`000000000000002`4356`2012-09-04 02:00:00.0`2013-05-08 02:00:00.0`1992
000000000000000000w6`36`\N`773`\N`399`2`000000000000001`4553`2012-08-22 02:00:00.0`2013-05-08 02:00:00.0`7393
0000000000000000011g`44`\N`5579`\N`284`8`000000000000002`4743`2012-08-28 02:00:00.0`2013-05-08 02:00:00.0`5828
0000000000000000008a`4`\N`3287`\N`321`25`000000000000001`304`2012-09-02 02:00:00.0`2013-05-08 02:00:00.0`3556
0000000000000000003m`22`\N`3800`\N`274`21`000000000000002`136`2012-08-31 02:00:00.0`2013-05-08 02:00:00.0`6304
000000000000000000gi`47`\N`4046`\N`61`13`000000000000001`3989`2012-08-27 02:00:00.0`2013-05-08 02:00:00.0`1619
000000000000000000op`20`\N`4277`\N`577`28`000000000000002`4284`2012-08-26 02:00:00.0`2013-05-08 02:00:00.0`5400
000000000000000000jr`33`\N`2168`\N`876`11`000000000000001`4106`2012-08-24 02:00:00.0`2013-05-08 02:00:00.0`774
000000000000000000l4`23`\N`1530`\N`578`7`000000000000002`4155`2012-09-06 02:00:00.0`2013-05-08 02:00:00.0`5580
0000000000000000008i`24`\N`207`\N`902`6`000000000000001`312`2012-09-01 02:00:00.0`2013-05-08 02:00:00.0`6920
000000000000000000dx`17`\N`2206`\N`245`4`000000000000002`6`2012-08-29 02:00:00.0`2013-05-08 02:00:00.0`3288
000000000000000000zg`12`\N`63`\N`316`22`000000000000001`4671`2012-09-03 02:00:00.0`2013-05-08 02:00:00.0`3801
00000000000000000080`35`\N`3717`\N`144`20`000000000000002`294`2012-09-05 02:00:00.0`2013-05-08 02:00:00.0`4047
0000000000000000005d`37`\N`4733`\N`717`33`000000000000001`199`2012-08-25 02:00:00.0`2013-05-08 02:00:00.0`4278
0000000000000000012c`48`\N`4051`\N`480`23`000000000000002`4806`2012-08-30 02:00:00.0`2013-05-08 02:00:00.0`2169
0000000000000000011w`27`\N`1668`\N`372`24`000000000000001`4790`2012-08-23 02:00:00.0`2013-05-08 02:00:00.0`1531
000000000000000000bo`31`\N`2248`\N`591`17`000000000000002`426`2012-09-04 02:00:00.0`2013-05-08 02:00:00.0`208
000000000000000000rq`9`\N`2541`\N`231`12`000000000000001`4393`2012-08-22 02:00:00.0`2013-05-08 02:00:00.0`2207
000000000000000000ux`18`\N`2989`\N`961`27`000000000000002`4508`2012-08-28 02:00:00.0`2013-05-08 02:00:00.0`64
0000000000000000002r`19`\N`6232`\N`770`31`000000000000001`105`2012-09-02 02:00:00.0`2013-05-08 02:00:00.0`3718
000000000000000000aa`26`\N`6614`\N`849`9`000000000000002`376`2012-08-31 02:00:00.0`2013-05-08 02:00:00.0`4734
000000000000000000q3`14`\N`6512`\N`885`18`000000000000001`4334`2012-08-27 02:00:00.0`2013-05-08 02:00:00.0`4052
000000000000000000ma`32`\N`3942`\N`812`19`000000000000002`4197`2012-08-26 02:00:00.0`2013-05-08 02:00:00.0`1669
0000000000000000001f`16`\N`2417`\N`932`26`000000000000001`57`2012-08-24 02:00:00.0`2013-05-08 02:00:00.0`2249
000000000000000000zj`5`\N`2505`\N`16`14`000000000000002`4674`2012-09-06 02:00:00.0`2013-05-08 02:00:00.0`2542
000000000000000000pf`29`\N`3808`\N`416`32`000000000000001`4310`2012-09-01 02:00:00.0`2013-05-08 02:00:00.0`2990
00000000000000000098`10`\N`4518`\N`726`16`000000000000002`338`2012-08-29 02:00:00.0`2013-05-08 02:00:00.0`6233
0000000000000000001c`38`\N`6380`\N`714`5`000000000000001`54`2012-09-03 02:00:00.0`2013-05-08 02:00:00.0`7437
00000000000000000101`3`\N`6161`\N`402`29`000000000000002`4692`2012-09-05 02:00:00.0`2013-05-08 02:00:00.0`6615
0000000000000000006e`15`\N`3247`\N`362`10`000000000000001`236`2012-08-25 02:00:00.0`2013-05-08 02:00:00.0`7235
0000000000000000001y`49`\N`1440`\N`331`3`000000000000002`76`2012-08-30 02:00:00.0`2013-05-08 02:00:00.0`6513
000000000000000000q0`34`\N`4904`\N`534`15`000000000000001`4331`2012-08-23 02:00:00.0`2013-05-08 02:00:00.0`3943
0000000000000000007m`30`\N`4087`\N`767`30`000000000000002`280`2012-09-04 02:00:00.0`2013-05-08 02:00:00.0`2418
0000000000000000011x`2`\N`965`\N`771`2`000000000000001`4791`2012-08-22 02:00:00.0`2013-05-08 02:00:00.0`2506
000000000000000000db`8`\N`2100`\N`875`8`000000000000002`4762`2012-08-28 02:00:00.0`2013-05-08 02:00:00.0`3809
000000000000000000ld`41`\N`3816`\N`552`25`000000000000001`4164`2012-09-02 02:00:00.0`2013-05-08 02:00:00.0`4519
0000000000000000012g`42`\N`4990`\N`226`21`000000000000002`4810`2012-08-31 02:00:00.0`2013-05-08 02:00:00.0`6381
0000000000000000014v`25`\N`4207`\N`831`13`000000000000001`4897`2012-08-27 02:00:00.0`2013-05-08 02:00:00.0`6162
000000000000000000wr`21`\N`4326`\N`417`28`000000000000002`4574`2012-08-26 02:00:00.0`2013-05-08 02:00:00.0`3248
000000000000000000y5`40`\N`5059`\N`752`11`000000000000001`4624`2012-08-24 02:00:00.0`2013-05-08 02:00:00.0`1441
000000000000000000dn`46`\N`5565`\N`381`7`000000000000002`4774`2012-09-06 02:00:00.0`2013-05-08 02:00:00.0`4905
000000000000000000fa`13`\N`4644`\N`825`6`000000000000001`3945`2012-09-01 02:00:00.0`2013-05-08 02:00:00.0`4088
000000000000000000vh`28`\N`3807`\N`261`4`000000000000002`4528`2012-08-29 02:00:00.0`2013-05-08 02:00:00.0`966
000000000000000000xr`11`\N`4459`\N`732`22`000000000000001`4610`2012-09-03 02:00:00.0`2013-05-08 02:00:00.0`6901
000000000000000000px`7`\N`2899`\N`870`20`000000000000002`4328`2012-09-05 02:00:00.0`2013-05-08 02:00:00.0`6821
000000000000000000eh`43`\N`922`\N`422`33`000000000000001`3916`2012-08-25 02:00:00.0`2013-05-08 02:00:00.0`2101
000000000000000000jy`39`\N`4363`\N`882`23`000000000000002`4113`2012-08-30 02:00:00.0`2013-05-08 02:00:00.0`3817
000000000000000000p2`45`\N`1769`\N`734`24`000000000000001`4297`2012-08-23 02:00:00.0`2013-05-08 02:00:00.0`4991
00000000000000000075`6`\N`4301`\N`922`17`000000000000002`263`2012-09-04 02:00:00.0`2013-05-08 02:00:00.0`4208
00000000000000000008`36`\N`3584`\N`765`12`000000000000001`14`2012-08-22 02:00:00.0`2013-05-08 02:00:00.0`4327
000000000000000000d4`44`\N`1309`\N`719`27`000000000000002`4755`2012-08-28 02:00:00.0`2013-05-08 02:00:00.0`5060
000000000000000000tz`4`\N`3444`\N`532`31`000000000000001`4474`2012-09-02 02:00:00.0`2013-05-08 02:00:00.0`5566
0000000000000000004c`22`\N`3056`\N`715`9`000000000000002`162`2012-08-31 02:00:00.0`2013-05-08 02:00:00.0`4645
000000000000000000qx`47`\N`178`\N`428`18`000000000000001`4364`2012-08-27 02:00:00.0`2013-05-08 02:00:00.0`3808
000000000000000000ka`20`\N`495`\N`29`19`000000000000002`4125`2012-08-26 02:00:00.0`2013-05-08 02:00:00.0`4460
000000000000000000nw`33`\N`1891`\N`754`26`000000000000001`4255`2012-08-24 02:00:00.0`2013-05-08 02:00:00.0`2900
000000000000000000jl`23`\N`1492`\N`433`14`000000000000002`4100`2012-09-06 02:00:00.0`2013-05-08 02:00:00.0`923
000000000000000000pc`24`\N`19`\N`159`32`000000000000001`4307`2012-09-01 02:00:00.0`2013-05-08 02:00:00.0`4364
0000000000000000010y`17`\N`1121`\N`98`16`000000000000002`4725`2012-08-29 02:00:00.0`2013-05-08 02:00:00.0`7243
000000000000000000at`12`\N`6097`\N`530`5`000000000000001`395`2012-09-03 02:00:00.0`2013-05-08 02:00:00.0`6985
00000000000000000147`35`\N`508`\N`663`29`000000000000002`4873`2012-09-05 02:00:00.0`2013-05-08 02:00:00.0`1770
000000000000000000aj`37`\N`3471`\N`85`10`000000000000001`385`2012-08-25 02:00:00.0`2013-05-08 02:00:00.0`4302
000000000000000000e0`48`\N`4649`\N`192`3`000000000000002`3899`2012-08-30 02:00:00.0`2013-05-08 02:00:00.0`3585
000000000000000000kf`27`\N`4102`\N`956`15`000000000000001`4130`2012-08-23 02:00:00.0`2013-05-08 02:00:00.0`1310
0000000000000000008q`31`\N`1850`\N`640`30`000000000000002`320`2012-09-04 02:00:00.0`2013-05-08 02:00:00.0`7183
0000000000000000000q`9`\N`5349`\N`496`2`000000000000001`32`2012-08-22 02:00:00.0`2013-05-08 02:00:00.0`3445
000000000000000000cb`18`\N`5374`\N`788`8`000000000000002`449`2012-08-28 02:00:00.0`2013-05-08 02:00:00.0`3057
000000000000000000rx`19`\N`3811`\N`308`25`000000000000001`4400`2012-09-02 02:00:00.0`2013-05-08 02:00:00.0`179
000000000000000000tj`26`3481`4695`\N`945`21`000000000000002`4458`2012-08-31 02:00:00.0`2013-05-08 02:00:00.0`496
000000000000000000e3`14`5239`1864`\N`354`13`000000000000001`3902`2012-08-27 02:00:00.0`2013-05-08 02:00:00.0`1892
000000000000000000cc`32`4205`4048`000000000000001`123`28`000000000000002`450`2012-08-26 02:00:00.0`2013-05-08 02:00:00.0`1493
000000000000000000c3`16`4588`1232`000000000000002`171`11`000000000000001`441`2012-08-24 02:00:00.0`2013-05-08 02:00:00.0`20
000000000000000000cx`5`503`2639`000000000000001`410`7`000000000000002`4901`2012-09-06 02:00:00.0`2013-05-08 02:00:00.0`1122
0000000000000000013k`29`3376`5596`000000000000002`570`6`000000000000001`4850`2012-09-01 02:00:00.0`2013-05-08 02:00:00.0`6098
00000000000000000048`10`3638`6054`000000000000001`694`4`000000000000002`158`2012-08-29 02:00:00.0`2013-05-08 02:00:00.0`509
000000000000000000dj`38`4495`4723`000000000000002`891`22`000000000000001`4770`2012-09-03 02:00:00.0`2013-05-08 02:00:00.0`7117
000000000000000000cz`3`5023`6493`000000000000001`968`20`000000000000002`3`2012-09-05 02:00:00.0`2013-05-08 02:00:00.0`3472
000000000000000000ui`15`2834`2821`000000000000002`952`33`000000000000001`4493`2012-08-25 02:00:00.0`2013-05-08 02:00:00.0`4650
000000000000000000g5`49`4805`6327`000000000000001`536`23`000000000000002`3976`2012-08-30 02:00:00.0`2013-05-08 02:00:00.0`4103
000000000000000000t3`34`3299`3034`000000000000002`819`24`000000000000001`4442`2012-08-23 02:00:00.0`2013-05-08 02:00:00.0`1851
0000000000000000012t`30`4508`3969`000000000000001`105`17`000000000000002`4823`2012-09-04 02:00:00.0`2013-05-08 02:00:00.0`5350
0000000000000000007o`2`1372`4010`000000000000002`712`12`000000000000001`282`2012-08-22 02:00:00.0`2013-05-08 02:00:00.0`5375
0000000000000000002c`8`892`6429`000000000000001`350`27`000000000000002`90`2012-08-28 02:00:00.0`2013-05-08 02:00:00.0`6850
000000000000000000v9`41`2593`3697`000000000000002`19`31`000000000000001`4520`2012-09-02 02:00:00.0`2013-05-08 02:00:00.0`3812
00000000000000000022`42`2882`255`000000000000001`494`9`000000000000002`80`2012-08-31 02:00:00.0`2013-05-08 02:00:00.0`4696
000000000000000000qh`25`5228`5038`000000000000002`736`18`000000000000001`4348`2012-08-27 02:00:00.0`2013-05-08 02:00:00.0`6817
00000000000000000143`21`333`5014`000000000000001`974`19`000000000000002`4869`2012-08-26 02:00:00.0`2013-05-08 02:00:00.0`1865
000000000000000000kj`40`3369`5623`000000000000002`99`26`000000000000001`4134`2012-08-24 02:00:00.0`2013-05-08 02:00:00.0`4049
000000000000000000ic`46`2828`1526`000000000000001`556`14`000000000000002`4055`2012-09-06 02:00:00.0`2013-05-08 02:00:00.0`1233
0000000000000000014i`13`3424`2343`000000000000002`330`32`000000000000001`4884`2012-09-01 02:00:00.0`2013-05-08 02:00:00.0`2640
000000000000000000dq`28`1876`278`000000000000001`508`16`000000000000002`4777`2012-08-29 02:00:00.0`2013-05-08 02:00:00.0`5597
00000000000000000053`11`607`6395`000000000000002`91`5`000000000000001`189`2012-09-03 02:00:00.0`2013-05-08 02:00:00.0`6055
000000000000000000ly`7`1490`5427`000000000000001`348`29`000000000000002`4185`2012-09-05 02:00:00.0`2013-05-08 02:00:00.0`6942
0000000000000000009g`43`3064`2166`000000000000002`976`10`000000000000001`346`2012-08-25 02:00:00.0`2013-05-08 02:00:00.0`4724
0000000000000000001a`39`650`4575`000000000000001`151`3`000000000000002`52`2012-08-30 02:00:00.0`2013-05-08 02:00:00.0`6494
0000000000000000000e`45`1068`4438`000000000000002`899`15`000000000000001`20`2012-08-23 02:00:00.0`2013-05-08 02:00:00.0`2822
000000000000000000my`6`2970`1660`000000000000001`167`30`000000000000002`4221`2012-09-04 02:00:00.0`2013-05-08 02:00:00.0`6328
000000000000000000p1`36`5111`4421`000000000000002`306`2`000000000000001`4296`2012-08-22 02:00:00.0`2013-05-08 02:00:00.0`3035
000000000000000000ox`44`1339`657`000000000000001`893`8`000000000000002`4292`2012-08-28 02:00:00.0`2013-05-08 02:00:00.0`3970
0000000000000000007l`4`114`5421`000000000000002`11`25`000000000000001`279`2012-09-02 02:00:00.0`2013-05-08 02:00:00.0`4011
000000000000000000oc`22`2867`753`000000000000001`286`21`000000000000002`4271`2012-08-31 02:00:00.0`2013-05-08 02:00:00.0`6430
000000000000000000rw`47`3048`4399`000000000000002`373`13`000000000000001`4399`2012-08-27 02:00:00.0`2013-05-08 02:00:00.0`3698
0000000000000000008w`20`2668`2209`000000000000001`617`28`000000000000002`326`2012-08-26 02:00:00.0`2013-05-08 02:00:00.0`256
000000000000000000nk`33`812`240`000000000000002`907`11`000000000000001`4243`2012-08-24 02:00:00.0`2013-05-08 02:00:00.0`5039
000000000000000000so`23`4598`4153`000000000000001`375`7`000000000000002`4427`2012-09-06 02:00:00.0`2013-05-08 02:00:00.0`7040
000000000000000000ni`24`1093`4859`000000000000002`669`6`000000000000001`4241`2012-09-01 02:00:00.0`2013-05-08 02:00:00.0`5015
00000000000000000032`17`4445`6485`000000000000001`241`4`000000000000002`116`2012-08-29 02:00:00.0`2013-05-08 02:00:00.0`5624
0000000000000000011t`12`2073`2349`000000000000002`212`22`000000000000001`4787`2012-09-03 02:00:00.0`2013-05-08 02:00:00.0`1527
0000000000000000006r`35`2223`1150`000000000000001`467`20`000000000000002`249`2012-09-05 02:00:00.0`2013-05-08 02:00:00.0`2344
000000000000000000ul`37`1066`350`000000000000002`34`33`000000000000001`4496`2012-08-25 02:00:00.0`2013-05-08 02:00:00.0`279
000000000000000000mn`48`2852`636`000000000000001`884`23`000000000000002`4210`2012-08-30 02:00:00.0`2013-05-08 02:00:00.0`6396
000000000000000000uh`27`868`2369`000000000000002`786`24`000000000000001`4492`2012-08-23 02:00:00.0`2013-05-08 02:00:00.0`7047
00000000000000000097`31`1177`721`000000000000001`256`17`000000000000002`337`2012-09-04 02:00:00.0`2013-05-08 02:00:00.0`5428
00000000000000000132`9`4274`2511`000000000000002`602`12`000000000000001`4832`2012-08-22 02:00:00.0`2013-05-08 02:00:00.0`2167
000000000000000000nz`18`1991`4680`000000000000001`517`27`000000000000002`4258`2012-08-28 02:00:00.0`2013-05-08 02:00:00.0`4576
000000000000000000oi`19`3555`5931`000000000000002`325`31`000000000000001`4277`2012-09-02 02:00:00.0`2013-05-08 02:00:00.0`4439
0000000000000000014b`26`1618`1370`000000000000001`378`9`000000000000002`4877`2012-08-31 02:00:00.0`2013-05-08 02:00:00.0`1661
000000000000000000xi`14`5399`774`000000000000002`747`18`000000000000001`4601`2012-08-27 02:00:00.0`2013-05-08 02:00:00.0`4422
000000000000000000up`32`773`5638`000000000000001`251`19`000000000000002`4500`2012-08-26 02:00:00.0`2013-05-08 02:00:00.0`658
00000000000000000042`16`3287`2411`000000000000002`472`26`000000000000001`152`2012-08-24 02:00:00.0`2013-05-08 02:00:00.0`5422
000000000000000000ei`5`3800`2151`000000000000001`164`14`000000000000002`3917`2012-09-06 02:00:00.0`2013-05-08 02:00:00.0`7307
000000000000000000ll`29`4046`2395`000000000000002`228`32`000000000000001`4172`2012-09-01 02:00:00.0`2013-05-08 02:00:00.0`754
000000000000000000fi`10`4277`1207`000000000000001`883`16`000000000000002`3953`2012-08-29 02:00:00.0`2013-05-08 02:00:00.0`4400
000000000000000000sw`38`2168`1164`000000000000002`760`5`000000000000001`4435`2012-09-03 02:00:00.0`2013-05-08 02:00:00.0`2210
0000000000000000010m`3`1530`3933`000000000000001`589`29`000000000000002`4713`2012-09-05 02:00:00.0`2013-05-08 02:00:00.0`241
0000000000000000004s`15`207`1886`000000000000002`179`10`000000000000001`178`2012-08-25 02:00:00.0`2013-05-08 02:00:00.0`4154
0000000000000000003x`49`2206`1197`000000000000001`618`3`000000000000002`147`2012-08-30 02:00:00.0`2013-05-08 02:00:00.0`4860
000000000000000000da`34`63`574`000000000000002`933`15`000000000000001`4761`2012-08-23 02:00:00.0`2013-05-08 02:00:00.0`6486
000000000000000000oa`30`3717`3845`000000000000001`42`30`000000000000002`4269`2012-09-04 02:00:00.0`2013-05-08 02:00:00.0`2350
0000000000000000007e`2`4733`5086`000000000000002`83`2`000000000000001`272`2012-08-22 02:00:00.0`2013-05-08 02:00:00.0`1151
0000000000000000010e`8`4051`1983`000000000000001`140`8`000000000000002`4705`2012-08-28 02:00:00.0`2013-05-08 02:00:00.0`351
000000000000000000nb`41`1668`1671`000000000000002`613`25`000000000000001`4234`2012-09-02 02:00:00.0`2013-05-08 02:00:00.0`637
000000000000000000df`42`2248`2684`000000000000001`803`21`000000000000002`4766`2012-08-31 02:00:00.0`2013-05-08 02:00:00.0`7504
00000000000000000043`25`2541`6473`000000000000002`698`13`000000000000001`153`2012-08-27 02:00:00.0`2013-05-08 02:00:00.0`2370
0000000000000000011i`21`2989`1641`000000000000001`645`28`000000000000002`4745`2012-08-26 02:00:00.0`2013-05-08 02:00:00.0`722
0000000000000000008f`40`3942`1186`000000000000002`626`11`000000000000001`309`2012-08-24 02:00:00.0`2013-05-08 02:00:00.0`2512
0000000000000000005l`46`2417`5582`000000000000001`132`7`000000000000002`207`2012-09-06 02:00:00.0`2013-05-08 02:00:00.0`4681
000000000000000000ev`13`2505`3644`000000000000002`405`6`000000000000001`3930`2012-09-01 02:00:00.0`2013-05-08 02:00:00.0`5932
000000000000000000sp`28`3808`4849`000000000000001`440`4`000000000000002`4428`2012-08-29 02:00:00.0`2013-05-08 02:00:00.0`1371
000000000000000000p5`11`4518`5895`000000000000002`341`22`000000000000001`4300`2012-09-03 02:00:00.0`2013-05-08 02:00:00.0`775
000000000000000000k7`7`3247`6145`000000000000001`794`20`000000000000002`4122`2012-09-05 02:00:00.0`2013-05-08 02:00:00.0`5639
0000000000000000002f`43`1440`2303`000000000000002`464`33`000000000000001`93`2012-08-25 02:00:00.0`2013-05-08 02:00:00.0`2412
000000000000000000n1`39`4904`5786`000000000000001`965`23`000000000000002`4224`2012-08-30 02:00:00.0`2013-05-08 02:00:00.0`2152
0000000000000000002l`45`4087`1136`000000000000002`874`24`000000000000001`99`2012-08-23 02:00:00.0`2013-05-08 02:00:00.0`6826
000000000000000000m0`6`965`1651`000000000000001`526`17`000000000000002`4187`2012-09-04 02:00:00.0`2013-05-08 02:00:00.0`2396
000000000000000000w3`36`2100`3113`000000000000002`559`12`000000000000001`4550`2012-08-22 02:00:00.0`2013-05-08 02:00:00.0`1208
000000000000000000fj`44`3816`3541`000000000000001`408`27`000000000000002`3954`2012-08-28 02:00:00.0`2013-05-08 02:00:00.0`1165
000000000000000000r9`4`4990`1009`000000000000002`518`31`000000000000001`4376`2012-09-02 02:00:00.0`2013-05-08 02:00:00.0`3934
000000000000000000qc`22`4207`2455`000000000000001`351`9`000000000000002`4343`2012-08-31 02:00:00.0`2013-05-08 02:00:00.0`1887
