00000000000000000057`372`00000000000000000809`0000000000000000087t`4874`2013-02-03 01:00:00.0`10650
0000000000000000007z`231`000000000000000000b1`00000000000000000ae3`4991`2013-02-05 01:00:00.0`13468
000000000000000000b3`16`000000000000000006wj`000000000000000007o2`5103`2013-02-06 01:00:00.0`9939
0000000000000000007w`416`0000000000000000037f`000000000000000003ss`4988`2013-02-04 01:00:00.0`4925
0000000000000000008x`402`00000000000000000488`000000000000000002fj`5025`2013-02-02 01:00:00.0`3152
0000000000000000007m`362`000000000000000003cx`00000000000000000bz6`4978`2013-02-03 01:00:00.0`15523
0000000000000000001p`331`0000000000000000041z`000000000000000002f6`6300`2013-02-05 01:00:00.0`3139
000000000000000000g1`534`000000000000000007mp`000000000000000003zf`6205`2013-02-06 01:00:00.0`5164
000000000000000000g2`226`00000000000000000077`0000000000000000072k`6206`2013-02-04 01:00:00.0`9165
0000000000000000006t`417`0000000000000000043a`00000000000000000dli`4949`2013-02-02 01:00:00.0`17623
0000000000000000008s`381`000000000000000001t7`0000000000000000021l`5020`2013-02-03 01:00:00.0`2650
00000000000000000040`261`0000000000000000074b`00000000000000000c6f`4831`2013-02-05 01:00:00.0`15784
000000000000000000dc`422`0000000000000000068p`00000000000000000104`5184`2013-02-06 01:00:00.0`1301
000000000000000000ac`532`000000000000000007pd`00000000000000000b9b`5076`2013-02-04 01:00:00.0`14592
000000000000000000gf`428`000000000000000005un`00000000000000000a3y`6219`2013-02-02 01:00:00.0`13103
0000000000000000006f`29`0000000000000000044h`00000000000000000ak4`4935`2013-02-03 01:00:00.0`13685
0000000000000000000g`433`0000000000000000003r`000000000000000008th`3897`2013-02-05 01:00:00.0`11430
000000000000000000bk`159`000000000000000004jz`0000000000000000062t`5120`2013-02-06 01:00:00.0`7878
000000000000000000b6`98`000000000000000003h3`000000000000000004rl`5106`2013-02-04 01:00:00.0`6178
000000000000000000a2`530`000000000000000004gl`000000000000000000ty`5066`2013-02-02 01:00:00.0`1079
00000000000000000097`85`00000000000000000578`00000000000000000b8d`5035`2013-02-03 01:00:00.0`14558
000000000000000000eu`192`000000000000000007cf`000000000000000009pe`6162`2013-02-05 01:00:00.0`12579
000000000000000000fc`496`000000000000000002q1`000000000000000004x6`6180`2013-02-06 01:00:00.0`6379
0000000000000000006a`308`000000000000000007j0`000000000000000007pf`4930`2013-02-04 01:00:00.0`9988
000000000000000000bl`354`000000000000000001d9`00000000000000000cy6`5121`2013-02-02 01:00:00.0`16783
000000000000000000al`123`000000000000000001xs`000000000000000008xi`5085`2013-02-03 01:00:00.0`11575
00000000000000000079`171`00000000000000000632`000000000000000000mw`4965`2013-02-05 01:00:00.0`825
000000000000000000bq`410`000000000000000006g3`000000000000000004yf`5126`2013-02-06 01:00:00.0`6424
000000000000000000es`536`0000000000000000052n`00000000000000000c1m`6160`2013-02-04 01:00:00.0`15611
000000000000000000bw`105`000000000000000000s0`000000000000000000p3`5132`2013-02-02 01:00:00.0`904
0000000000000000000t`350`000000000000000002wq`000000000000000002wi`3910`2013-02-03 01:00:00.0`3763
000000000000000000c1`19`000000000000000007i6`00000000000000000809`5137`2013-02-05 01:00:00.0`10378
0000000000000000004f`494`0000000000000000063t`000000000000000008lz`4846`2013-02-06 01:00:00.0`11160
0000000000000000002q`99`000000000000000002c6`000000000000000000b1`4785`2013-02-04 01:00:00.0`398
000000000000000000eq`330`000000000000000004r1`000000000000000006wj`6158`2013-02-02 01:00:00.0`8948
000000000000000000if`508`000000000000000003ca`0000000000000000099d`484`2013-02-03 01:00:00.0`12002
0000000000000000002d`91`0000000000000000011q`0000000000000000037f`4769`2013-02-05 01:00:00.0`4156
0000000000000000005c`348`000000000000000003pe`00000000000000000488`4879`2013-02-06 01:00:00.0`5481
000000000000000000hs`151`000000000000000004u1`000000000000000003cx`6268`2013-02-04 01:00:00.0`4354
000000000000000000ds`167`000000000000000004ph`0000000000000000041z`5200`2013-02-02 01:00:00.0`5256
0000000000000000008k`306`000000000000000000n4`000000000000000007mp`5012`2013-02-03 01:00:00.0`9890
0000000000000000009u`11`00000000000000000116`00000000000000000ck9`5058`2013-02-05 01:00:00.0`16282
0000000000000000003f`286`000000000000000005lr`00000000000000000077`4810`2013-02-06 01:00:00.0`260
0000000000000000004r`373`00000000000000000106`0000000000000000043a`4858`2013-02-04 01:00:00.0`5303
000000000000000000be`375`0000000000000000026c`000000000000000009w4`5114`2013-02-02 01:00:00.0`12821
000000000000000000fu`241`000000000000000003q7`000000000000000001t7`6198`2013-02-03 01:00:00.0`2348
000000000000000000ja`212`000000000000000006au`0000000000000000074b`515`2013-02-05 01:00:00.0`9228
000000000000000000ew`467`00000000000000000378`0000000000000000068p`6164`2013-02-06 01:00:00.0`8090
0000000000000000002x`34`000000000000000002x6`000000000000000007pd`4792`2013-02-04 01:00:00.0`9986
000000000000000000js`256`000000000000000006s3`00000000000000000ckq`3`2013-02-02 01:00:00.0`16299
0000000000000000009q`517`000000000000000007zt`000000000000000005un`5054`2013-02-03 01:00:00.0`7584
0000000000000000000j`325`000000000000000005mf`0000000000000000044h`3900`2013-02-05 01:00:00.0`5346
000000000000000000dq`378`0000000000000000003h`00000000000000000bpy`5198`2013-02-06 01:00:00.0`15191
0000000000000000002r`251`00000000000000000627`0000000000000000003r`4786`2013-02-04 01:00:00.0`136
000000000000000000fg`472`000000000000000000np`000000000000000004jz`6184`2013-02-02 01:00:00.0`5904
00000000000000000096`164`000000000000000004yc`000000000000000003h3`5034`2013-02-03 01:00:00.0`4504
000000000000000000e4`228`0000000000000000060x`000000000000000004gl`6136`2013-02-05 01:00:00.0`5782
0000000000000000002j`179`000000000000000006d0`00000000000000000578`4775`2013-02-06 01:00:00.0`6741
0000000000000000009o`42`00000000000000000798`000000000000000007cf`5052`2013-02-04 01:00:00.0`9520
00000000000000000047`83`000000000000000000qz`000000000000000002q1`4838`2013-02-02 01:00:00.0`3530
0000000000000000004n`140`000000000000000002z8`000000000000000007j0`4854`2013-02-03 01:00:00.0`9757
0000000000000000008i`132`000000000000000004xf`000000000000000001d9`5010`2013-02-05 01:00:00.0`1774
0000000000000000000b`405`000000000000000007v9`00000000000000000akj`4913`2013-02-06 01:00:00.0`13700
0000000000000000007y`440`0000000000000000004k`00000000000000000bmb`4990`2013-02-04 01:00:00.0`15060
000000000000000000ad`341`0000000000000000038w`00000000000000000c08`5077`2013-02-02 01:00:00.0`15561
000000000000000000h5`464`000000000000000007ym`00000000000000000caa`6245`2013-02-03 01:00:00.0`15923
000000000000000000af`526`0000000000000000027u`000000000000000001xs`5079`2013-02-05 01:00:00.0`2513
000000000000000000il`408`00000000000000000633`00000000000000000632`490`2013-02-06 01:00:00.0`7887
0000000000000000006p`518`000000000000000006mt`000000000000000006g3`4945`2013-02-04 01:00:00.0`8356
0000000000000000005w`351`0000000000000000030e`0000000000000000099n`4899`2013-02-02 01:00:00.0`12012
000000000000000000cz`45`000000000000000007m9`0000000000000000052n`5171`2013-02-03 01:00:00.0`6576
0000000000000000000y`161`000000000000000000h5`00000000000000000a5l`3915`2013-02-05 01:00:00.0`13162
00000000000000000074`150`000000000000000000ex`000000000000000000s0`4960`2013-02-06 01:00:00.0`1009
000000000000000000gq`500`000000000000000006o3`00000000000000000crl`6230`2013-02-04 01:00:00.0`16546
000000000000000000ed`506`000000000000000007eh`000000000000000002wq`6145`2013-02-02 01:00:00.0`3771
00000000000000000091`39`000000000000000004w1`000000000000000009i1`5029`2013-02-03 01:00:00.0`12314
000000000000000000ai`5`000000000000000006w7`000000000000000007i6`5082`2013-02-05 01:00:00.0`9727
0000000000000000006z`130`000000000000000001wv`00000000000000000bak`4955`2013-02-06 01:00:00.0`14637
000000000000000000d4`353`000000000000000007oj`00000000000000000d3z`5176`2013-02-04 01:00:00.0`16992
0000000000000000004k`97`000000000000000006z2`0000000000000000090z`4851`2013-02-02 01:00:00.0`11700
0000000000000000006c`504`00000000000000000317`000000000000000009wr`4932`2013-02-03 01:00:00.0`12844
000000000000000000gd`293`000000000000000006b6`0000000000000000063t`6217`2013-02-05 01:00:00.0`7914
0000000000000000004z`304`0000000000000000056t`00000000000000000bhl`4866`2013-02-06 01:00:00.0`14890
000000000000000000h6`449`0000000000000000001a`000000000000000002c6`6246`2013-02-04 01:00:00.0`3031
00000000000000000016`235`000000000000000002pm`00000000000000000dc5`6281`2013-02-02 01:00:00.0`17286
0000000000000000002b`56`0000000000000000046l`000000000000000004r1`4767`2013-02-03 01:00:00.0`6158
0000000000000000003w`447`000000000000000005wu`000000000000000003ca`4827`2013-02-05 01:00:00.0`4331
000000000000000000h1`523`0000000000000000030j`00000000000000000c5r`6241`2013-02-06 01:00:00.0`15760
000000000000000000je`481`0000000000000000022k`00000000000000000ags`4901`2013-02-04 01:00:00.0`13565
000000000000000000hx`398`000000000000000005lz`0000000000000000011q`6273`2013-02-02 01:00:00.0`1359
000000000000000000he`258`000000000000000004om`00000000000000000dzf`6254`2013-02-03 01:00:00.0`18124
0000000000000000003o`162`000000000000000006ub`000000000000000009qj`4819`2013-02-05 01:00:00.0`12620
000000000000000000b9`176`000000000000000007g0`00000000000000000cay`5109`2013-02-06 01:00:00.0`15947
000000000000000000c8`540`000000000000000006kq`00000000000000000atd`5144`2013-02-04 01:00:00.0`14018
0000000000000000009h`386`000000000000000005so`000000000000000003pe`5045`2013-02-02 01:00:00.0`4803
000000000000000000cw`365`000000000000000003bo`00000000000000000c9g`5168`2013-02-03 01:00:00.0`15893
000000000000000000em`409`000000000000000002b9`000000000000000009el`6154`2013-02-05 01:00:00.0`12190
000000000000000000fj`544`00000000000000000277`00000000000000000bpq`6187`2013-02-06 01:00:00.0`15183
000000000000000000bc`18`000000000000000006uy`00000000000000000da6`5112`2013-02-04 01:00:00.0`17215
000000000000000000ee`468`00000000000000000028`000000000000000004u1`6146`2013-02-02 01:00:00.0`6266
0000000000000000009r`60`000000000000000007y0`00000000000000000cet`5055`2013-02-03 01:00:00.0`16086
00000000000000000019`200`000000000000000001lo`000000000000000004ph`6284`2013-02-05 01:00:00.0`6102
0000000000000000004h`155`000000000000000001u1`000000000000000000n4`4848`2013-02-06 01:00:00.0`833
00000000000000000046`489`000000000000000001w4`00000000000000000116`4837`2013-02-04 01:00:00.0`1339
000000000000000000dw`2`000000000000000001hn`000000000000000009ta`5204`2013-02-02 01:00:00.0`12719
000000000000000000h7`52`000000000000000006gp`00000000000000000cxi`6247`2013-02-03 01:00:00.0`16759
000000000000000000e2`343`000000000000000004t2`00000000000000000d9q`6134`2013-02-05 01:00:00.0`17199
00000000000000000013`319`000000000000000005vj`000000000000000005lr`3920`2013-02-06 01:00:00.0`7264
00000000000000000005`222`000000000000000001dd`00000000000000000d4p`4907`2013-02-04 01:00:00.0`17018
0000000000000000003m`69`000000000000000006h5`00000000000000000dvr`4817`2013-02-02 01:00:00.0`17992
0000000000000000009t`230`000000000000000007tv`00000000000000000bvd`5057`2013-02-03 01:00:00.0`15386
0000000000000000002p`94`000000000000000001v5`00000000000000000bom`4781`2013-02-05 01:00:00.0`15143
000000000000000000e0`426`000000000000000003e3`00000000000000000aci`5208`2013-02-06 01:00:00.0`13411
000000000000000000in`411`0000000000000000010y`00000000000000000106`492`2013-02-04 01:00:00.0`1303
00000000000000000085`361`000000000000000006er`00000000000000000bmr`4997`2013-02-02 01:00:00.0`15076
000000000000000000ff`305`000000000000000007wa`0000000000000000026c`6183`2013-02-03 01:00:00.0`2821
0000000000000000008g`344`0000000000000000022a`00000000000000000d9w`5008`2013-02-05 01:00:00.0`17205
000000000000000000it`474`000000000000000007hj`000000000000000003q7`498`2013-02-06 01:00:00.0`4832
000000000000000000ch`216`0000000000000000043z`00000000000000000ayd`5153`2013-02-04 01:00:00.0`14198
000000000000000000fz`382`000000000000000003bk`000000000000000006au`6203`2013-02-02 01:00:00.0`8167
0000000000000000006j`146`0000000000000000016i`000000000000000008fp`4939`2013-02-03 01:00:00.0`10934
0000000000000000001k`209`0000000000000000006g`00000000000000000378`6295`2013-02-05 01:00:00.0`4149
000000000000000000cf`389`000000000000000004rx`000000000000000002x6`5151`2013-02-06 01:00:00.0`3787
000000000000000000ej`24`000000000000000007hy`00000000000000000chl`6151`2013-02-04 01:00:00.0`16186
000000000000000000dd`80`0000000000000000062v`00000000000000000cul`5185`2013-02-02 01:00:00.0`16654
000000000000000000b2`62`00000000000000000551`000000000000000008o5`5102`2013-02-03 01:00:00.0`11238
00000000000000000076`543`000000000000000007sj`00000000000000000ao8`4962`2013-02-05 01:00:00.0`13833
000000000000000000i6`339`00000000000000000331`000000000000000006s3`475`2013-02-06 01:00:00.0`8788
0000000000000000004i`121`000000000000000007gr`00000000000000000cgv`4849`2013-02-04 01:00:00.0`16160
0000000000000000004w`119`00000000000000000653`000000000000000007zt`4863`2013-02-02 01:00:00.0`10362
000000000000000000f0`67`000000000000000000l6`000000000000000005mf`6168`2013-02-03 01:00:00.0`7288
000000000000000000aq`89`00000000000000000620`0000000000000000003h`5090`2013-02-05 01:00:00.0`126
000000000000000000h2`296`000000000000000004si`00000000000000000627`6242`2013-02-06 01:00:00.0`7856
000000000000000000a5`314`00000000000000000253`000000000000000000np`5069`2013-02-04 01:00:00.0`854
000000000000000000bd`92`000000000000000007w1`000000000000000004yc`5113`2013-02-02 01:00:00.0`6421
000000000000000000f4`374`000000000000000005i4`0000000000000000060x`6172`2013-02-03 01:00:00.0`7810
0000000000000000000i`122`000000000000000007qn`000000000000000009ot`3899`2013-02-05 01:00:00.0`12558
000000000000000000d0`145`000000000000000000eu`000000000000000006d0`5172`2013-02-06 01:00:00.0`8245
0000000000000000001o`147`000000000000000000qf`00000000000000000798`6299`2013-02-04 01:00:00.0`9405
000000000000000000fb`490`000000000000000006qc`000000000000000000qz`6179`2013-02-02 01:00:00.0`972
0000000000000000005k`288`000000000000000003wu`000000000000000002z8`4887`2013-02-03 01:00:00.0`3861
0000000000000000004b`425`000000000000000001vt`00000000000000000c5h`4842`2013-02-05 01:00:00.0`15750
000000000000000000dl`173`0000000000000000045o`000000000000000008lk`5193`2013-02-06 01:00:00.0`11145
000000000000000000gu`462`000000000000000002z5`00000000000000000dly`6234`2013-02-04 01:00:00.0`17639
000000000000000000h9`531`000000000000000007gu`00000000000000000czo`6249`2013-02-02 01:00:00.0`16837
00000000000000000002`32`0000000000000000045r`000000000000000004xf`4904`2013-02-03 01:00:00.0`6388
0000000000000000001g`443`000000000000000003jb`00000000000000000asg`6291`2013-02-05 01:00:00.0`13985
0000000000000000009j`419`000000000000000006zh`000000000000000007v9`5047`2013-02-06 01:00:00.0`10198
000000000000000000io`59`0000000000000000047c`0000000000000000004k`493`2013-02-04 01:00:00.0`165
0000000000000000008v`525`000000000000000002xl`0000000000000000038w`5023`2013-02-02 01:00:00.0`4209
00000000000000000066`533`0000000000000000053y`00000000000000000ca0`4926`2013-02-03 01:00:00.0`15913
0000000000000000001x`95`000000000000000001ws`000000000000000007ym`5340`2013-02-05 01:00:00.0`10319
0000000000000000006e`452`00000000000000000036`00000000000000000aql`4934`2013-02-06 01:00:00.0`13918
0000000000000000002m`495`00000000000000000304`000000000000000008aa`4778`2013-02-04 01:00:00.0`10739
000000000000000000bu`522`000000000000000003m4`000000000000000008as`5130`2013-02-02 01:00:00.0`10757
000000000000000000bf`455`000000000000000004a3`0000000000000000027u`5115`2013-02-03 01:00:00.0`2875
000000000000000000gk`459`000000000000000003f9`00000000000000000633`6224`2013-02-05 01:00:00.0`7888
000000000000000000a1`521`000000000000000000qi`000000000000000006mt`5065`2013-02-06 01:00:00.0`8598
0000000000000000008h`429`000000000000000002jy`0000000000000000030e`5009`2013-02-04 01:00:00.0`3903
0000000000000000009k`55`000000000000000000ro`000000000000000007m9`5048`2013-02-02 01:00:00.0`9874
000000000000000000d6`421`00000000000000000187`00000000000000000d4t`5178`2013-02-03 01:00:00.0`17022
00000000000000000060`58`000000000000000007tl`000000000000000000h5`4920`2013-02-05 01:00:00.0`618
000000000000000000fv`499`000000000000000000ri`000000000000000000ex`6199`2013-02-06 01:00:00.0`538
000000000000000000fi`318`000000000000000005xl`000000000000000006o3`6186`2013-02-04 01:00:00.0`8644
000000000000000000am`196`000000000000000006nx`00000000000000000dye`5086`2013-02-02 01:00:00.0`18087
00000000000000000042`51`000000000000000001m6`000000000000000008n1`4833`2013-02-03 01:00:00.0`11198
0000000000000000005t`317`00000000000000000571`000000000000000007eh`4896`2013-02-05 01:00:00.0`9594
000000000000000000at`170`000000000000000007bm`000000000000000008j9`5093`2013-02-06 01:00:00.0`11062
0000000000000000000o`384`000000000000000005pc`000000000000000008hv`3905`2013-02-04 01:00:00.0`11012
000000000000000000hc`271`00000000000000000437`000000000000000004w1`6252`2013-02-02 01:00:00.0`6338
00000000000000000028`246`000000000000000007m2`000000000000000006w7`4764`2013-02-03 01:00:00.0`8936
0000000000000000001q`342`00000000000000000733`00000000000000000a0b`6301`2013-02-05 01:00:00.0`12972
000000000000000000gr`131`000000000000000000wx`000000000000000008dk`6231`2013-02-06 01:00:00.0`10857
000000000000000000f3`379`000000000000000005fh`00000000000000000axn`6171`2013-02-04 01:00:00.0`14172
000000000000000000hy`63`0000000000000000028n`000000000000000001wv`6274`2013-02-02 01:00:00.0`2480
000000000000000000i4`210`000000000000000001xl`000000000000000007oj`473`2013-02-03 01:00:00.0`9956
0000000000000000009f`415`000000000000000004s0`000000000000000006z2`5043`2013-02-05 01:00:00.0`9039
0000000000000000003d`38`000000000000000002s5`00000000000000000317`4808`2013-02-06 01:00:00.0`3932
0000000000000000003b`463`0000000000000000038e`000000000000000006b6`4806`2013-02-04 01:00:00.0`8179
0000000000000000001v`198`000000000000000005ra`00000000000000000c9t`6127`2013-02-02 01:00:00.0`15906
0000000000000000002h`103`000000000000000004fq`0000000000000000056t`4773`2013-02-03 01:00:00.0`6726
00000000000000000088`7`0000000000000000019m`00000000000000000cde`5000`2013-02-05 01:00:00.0`16035
000000000000000000hl`182`000000000000000001dc`00000000000000000by2`6261`2013-02-06 01:00:00.0`15483
0000000000000000008q`302`0000000000000000051s`0000000000000000001a`5018`2013-02-04 01:00:00.0`47
0000000000000000002k`334`0000000000000000068q`000000000000000008l8`4776`2013-02-02 01:00:00.0`11133
000000000000000000ae`22`000000000000000006ts`00000000000000000bhn`5078`2013-02-03 01:00:00.0`14892
000000000000000000hv`225`000000000000000001ix`000000000000000002pm`6271`2013-02-05 01:00:00.0`3515
000000000000000000fy`329`000000000000000006fq`000000000000000009mi`6202`2013-02-06 01:00:00.0`12475
000000000000000000fs`482`000000000000000004p2`0000000000000000046l`6196`2013-02-04 01:00:00.0`5422
000000000000000000hu`424`000000000000000007kk`0000000000000000094z`6270`2013-02-02 01:00:00.0`11844
000000000000000000f8`68`0000000000000000027n`000000000000000005wu`6176`2013-02-03 01:00:00.0`7663
0000000000000000003e`512`0000000000000000037h`0000000000000000030j`4809`2013-02-05 01:00:00.0`3908
00000000000000000041`195`000000000000000004lo`0000000000000000022k`4832`2013-02-06 01:00:00.0`2685
00000000000000000043`25`000000000000000007en`00000000000000000cuq`4834`2013-02-04 01:00:00.0`16659
000000000000000000dm`485`000000000000000003um`000000000000000005lz`5194`2013-02-02 01:00:00.0`7272
000000000000000000hk`502`000000000000000005tk`000000000000000004om`6260`2013-02-03 01:00:00.0`6071
00000000000000000080`328`0000000000000000027r`000000000000000008my`4992`2013-02-05 01:00:00.0`11195
000000000000000000bt`456`000000000000000006wo`000000000000000006ub`5129`2013-02-06 01:00:00.0`8868
0000000000000000004t`511`0000000000000000051b`00000000000000000akb`4860`2013-02-04 01:00:00.0`13692
000000000000000000cu`169`0000000000000000029n`00000000000000000a4j`5166`2013-02-02 01:00:00.0`13124
000000000000000000er`358`000000000000000007ps`000000000000000009i5`6159`2013-02-03 01:00:00.0`12318
000000000000000000j5`227`000000000000000003hu`000000000000000008lp`510`2013-02-05 01:00:00.0`11150
000000000000000000h3`84`000000000000000005c0`00000000000000000829`6243`2013-02-06 01:00:00.0`10450
0000000000000000000w`166`000000000000000007d8`00000000000000000d0v`3913`2013-02-04 01:00:00.0`16880
000000000000000000cb`280`000000000000000006s7`000000000000000007g0`5147`2013-02-02 01:00:00.0`9649
000000000000000000bn`217`000000000000000003ei`000000000000000006kq`5123`2013-02-03 01:00:00.0`8523
000000000000000000ie`387`000000000000000001m5`000000000000000005so`483`2013-02-05 01:00:00.0`7513
0000000000000000001n`281`0000000000000000050b`00000000000000000dru`6298`2013-02-06 01:00:00.0`17851
000000000000000000el`243`00000000000000000666`00000000000000000cx9`6153`2013-02-04 01:00:00.0`16750
000000000000000000et`264`0000000000000000076o`00000000000000000ba1`6161`2013-02-02 01:00:00.0`14618
0000000000000000002n`43`0000000000000000077h`000000000000000003bo`4779`2013-02-03 01:00:00.0`4309
000000000000000000ck`109`000000000000000001rq`000000000000000002b9`5156`2013-02-05 01:00:00.0`2998
000000000000000000i5`27`000000000000000001ms`000000000000000008ir`474`2013-02-06 01:00:00.0`11044
000000000000000000dr`90`0000000000000000008l`00000000000000000277`5199`2013-02-04 01:00:00.0`2852
000000000000000000ht`322`0000000000000000062m`000000000000000009xk`6269`2013-02-02 01:00:00.0`12873
000000000000000000ei`300`000000000000000003gj`00000000000000000bir`6150`2013-02-03 01:00:00.0`14932
000000000000000000cn`229`000000000000000002t4`00000000000000000a6i`5159`2013-02-05 01:00:00.0`13195
000000000000000000cr`427`000000000000000006qj`000000000000000006uy`5163`2013-02-06 01:00:00.0`8891
000000000000000000eh`3`000000000000000005cx`00000000000000000028`6149`2013-02-04 01:00:00.0`81
000000000000000000bx`78`000000000000000001l3`00000000000000000a12`5133`2013-02-02 01:00:00.0`12999
0000000000000000001j`10`0000000000000000006n`000000000000000007y0`6294`2013-02-03 01:00:00.0`10297
000000000000000000bp`260`000000000000000001g5`00000000000000000cre`5125`2013-02-05 01:00:00.0`16539
0000000000000000001m`194`00000000000000000657`000000000000000001lo`6297`2013-02-06 01:00:00.0`2077
000000000000000000dv`333`0000000000000000031e`000000000000000001u1`5203`2013-02-04 01:00:00.0`2378
0000000000000000008u`101`000000000000000005bu`000000000000000001w4`5022`2013-02-02 01:00:00.0`2453
0000000000000000005g`345`000000000000000006w0`000000000000000001hn`4883`2013-02-03 01:00:00.0`1932
0000000000000000001f`141`000000000000000002u8`000000000000000006gp`6290`2013-02-05 01:00:00.0`8378
0000000000000000008t`470`000000000000000006zj`000000000000000004t2`5021`2013-02-06 01:00:00.0`6231
0000000000000000004q`112`000000000000000003wb`000000000000000005vj`4857`2013-02-04 01:00:00.0`7616
000000000000000000ao`37`000000000000000004c7`000000000000000008k7`5088`2013-02-02 01:00:00.0`11096
0000000000000000007j`516`0000000000000000077f`00000000000000000d2u`4975`2013-02-03 01:00:00.0`16951
000000000000000000fr`299`000000000000000007zn`000000000000000001dd`6195`2013-02-05 01:00:00.0`1778
000000000000000000h4`324`000000000000000004i3`00000000000000000apb`6244`2013-02-06 01:00:00.0`13872
000000000000000000jo`352`000000000000000000q6`00000000000000000d0r`4753`2013-02-04 01:00:00.0`16876
0000000000000000006u`71`000000000000000005nw`00000000000000000bow`4950`2013-02-02 01:00:00.0`15153
0000000000000000009i`219`000000000000000000ai`000000000000000009jt`5046`2013-02-03 01:00:00.0`12378
0000000000000000003n`79`0000000000000000041h`00000000000000000900`4818`2013-02-05 01:00:00.0`11665
000000000000000000aj`36`000000000000000004xs`000000000000000006h5`5083`2013-02-06 01:00:00.0`8394
